category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Substance dependence,hsa05032,Morphine addiction,50/2402,53/2914,0.9433962264150944,1.1444865128116506,2.298942339551179,0.010255622449597492,0.3132626493695234,0.29736398107445355,GABRA3/GABRA1/PDE8A/ADCY2/GNB1/GNAS/GRK3/SLC32A1/PDE4C/GNB3/OPRM1/PDE10A/GABRG2/PDE4D/PDE1A/ADCY7/PDE1B/PRKCG/GNG13/PDE11A/GABBR2/ADCY3/ARRB2/GABRB2/PDE3B/ADCY8/KCNJ6/GNG3/KCNJ9/KCNJ3/GABRG1/GABRB1/ADCY1/PRKCB/GNG8/GNG4/PDE7B/GNG12/PDE3A/GRK2/ADCY5/GNG5/ADCY6/GNG7/PDE4B/DRD1/GABRA5/GNG2/GABRD/GABRQ,50
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,40/2402,42/2914,0.9523809523809523,1.1553863843622376,2.1966818015049547,0.01416353264709164,0.39657891411856594,0.376451788777962,GCLC/HSD17B6/ADSS2/MAT2B/CTPS2/MTHFD2/ALDH3A2/MTHFD1/KYNU/KMO/GCH1/CMPK2/PSAT1/ALDH1B1/RDH12/AK7/PMM2/NAPRT/MAT1A/PANK1/AK5/HPD/ALPL/HAAO/MTHFD2L/AK8/UGP2/SDR16C5/NADSYN1/COQ2/DHFR2/NQO1/SHMT2/ADSS1/TPK1/VKORC1L1/ASPDH/NME1/PDXP/NME2,40
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,68/2402,74/2914,0.918918918918919,1.1147917276143755,2.166152584748242,0.016003672431364788,0.4136333797645053,0.3926407082351037,CACNG3/CACNA2D2/KCNQ1/CREB3L3/CACNB1/ATP2B3/CAMK2A/ATP2A3/CACNG5/CACNG4/ADCY2/CACNA1S/KCNK2/GNAS/RAPGEF4/MYH7/MAPK1/RPS6KA5/PLCB4/CACNA1F/ATP1A3/CACNG7/SCN1B/CACNG1/POPDC1/PPP2CA/ATF2/AKT3/SLC8A2/TNNT2/ADRA1A/ADCY7/ATF4/POPDC3/PPP1R1A/SCN7A/PPP2R1B/FXYD2/PLCB2/ADCY3/PIK3R5/ATP1B1/CAMK2D/CREB5/CAMK2G/CACNA2D1/ADCY8/MAPK13/ATP2B2/CREB3L1/ACTC1/CALM3/ATP1A1/ADCY1/CACNG2/PPP2R3B/CACNB3/ADRA1B/ADRA1D/ADCY5/ADCY6/PPP2R2D/SCN4B/CREB3L2/PLCB1/SCN5A/MAPK11/PIK3R6,68
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,45/2402,48/2914,0.9375,1.1373334721065778,2.0776897113688704,0.020793718353283596,0.436932180410036,0.41475705095313575,SLC6A7/ATP6V0A1/AP2S1/SYT1/CLTCL1/RIMS1/SLC17A6/STX1B/ATP6V1D/SLC32A1/SLC17A7/SLC1A6/NAPA/RAB3A/ATP6V0A4/STX1A/DNM1/SLC6A4/ATP6V0E1/ATP6V1A/CLTA/UNC13A/ATP6V1E1/SLC6A11/SNAP25/STXBP1/ATP6V1G1/UNC13C/CLTC/CPLX2/ATP6V1B2/ATP6V1C1/ATP6V0D1/AP2M1/SLC18A2/STX3/CPLX1/CLTB/SLC17A8/AP2A2/SLC18A3/SLC6A9/AP2A1/DNM3/VAMP2,45
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,59/2402,64/2914,0.921875,1.118377914238135,2.073767213695628,0.02098993050615884,0.436932180410036,0.41475705095313575,MAOB/PTGS2/GNB1/KCNN2/CACNA1S/GNAS/MAPK1/CYP2D6/PLCB4/CACNA1F/HTR2A/CYP2C18/SLC6A4/GNB3/PLA2G4A/PRKCG/GNG13/TPH1/DDC/KRAS/CYP2J2/HTR1B/PLCB2/TPH2/GABRB2/HTR2C/HTR7/HTR3B/ITPR1/HTR5A/KCNJ6/HTR6/PLA2G4D/ALOX15/GNG3/KCNJ9/KCNJ3/GABRB1/HTR4/SLC18A2/PRKCB/HTR3A/GNG8/GNG4/PLA2G4F/GNG12/ADCY5/GNG5/HRAS/GNG7/HTR1A/HTR1F/ALOX12B/HTR1D/ALOX15B/PLCB1/CYP4X1/GNG2/PLA2G4E,59
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,144/2402,163/2914,0.8834355828220859,1.0717449160464438,2.0415564933638395,0.022561281768258504,0.436932180410036,0.41475705095313575,BAD/WNT16/ALS2/NOS2/DNAH9/BID/NDUFS1/RB1CC1/TNFRSF1B/DNAH5/MAPK9/WNT8A/CASP8/SNCAIP/CAMK2A/PTGS2/ATP2A3/VDAC3/CACNA1S/GSK3B/WNT11/NOS1/MAPK1/NEFH/PSMC1/PDYN/PLCB4/MAP1LC3A/CACNA1F/NEFM/KLC3/GRIN2D/DNAH11/WNT2/STX1A/MAPK8/PPP3CB/DKK1/MAP2K6/MAPK10/ATP5F1B/WNT5B/WNT5A/IFT57/ACTR1B/DNAH6/WNT6/GPX7/DNAI1/OPTN/TUBA1B/DNAH8/GRIA3/PRKCG/TUBA4A/HIP1/ATF4/MAP3K10/UBA1/CHRM3/KRAS/WNT2B/WNT10A/TANK/TUBB2A/TUBB2B/PLCB2/NDUFA9/MAP1LC3B/WNT9A/SNCA/CAMK2D/NRBF2/CAMK2G/ITPR1/GRIA4/GRM1/UCHL1/DKK2/FZD7/KIF5A/MAPK13/DNAH3/TOMM40L/CALM3/COX7A1/WNT4/FZD5/DNALI1/GPX8/CYBB/CASP7/PRKCB/CHRFAM7A/KIF5C/AXIN2/GPR37/MFN1/PPID/DNAI2/PRNP/CYCS/UQCRH/HAP1/SPTBN2/HRAS/DNAH12/KLC2/DCTN2/CHRNA7/BDNF/CDK5R1/ULK1/FZD8/FZD2/UBA7/PLCB1/GRIN2A/TBK1/DNAH2/CSF1/CHRM5/MAPK11/DNAH17/WNT7B/TUBB4B/PPP3R2/FZD9/LRRK2/PSMD12/MAP3K5/DNAH10/MT-ND6/MT-CYB/MT-ND2/RYR3/MT-ND3/MT-ND4/MT-ATP6/GPX3/MT-ND4L/GPX1/TUBB8/NEFL,144
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,44/2402,47/2914,0.9361702127659575,1.1357202331390508,2.0314280404137595,0.023873789535656876,0.436932180410036,0.41475705095313575,CFTR/CD38/PRSS3/CLCA4/RAB27B/KCNQ1/ATP2B3/ATP2A3/ADCY2/SCTR/SLC4A4/GNAS/PLA2G3/PLCB4/ATP1A3/BST1/ADCY7/PRKCG/CHRM3/FXYD2/PLCB2/CLCA2/ADCY3/ATP1B1/ITPR1/CPB1/ADCY8/KCNMA1/ATP2B2/CPA2/CCKAR/ATP1A1/ADCY1/SLC4A2/PRKCB/CEL/ADCY5/ADCY6/AMY1B/PLCB1/CCK/AMY1A/AMY2B/AMY2A,44
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,64/2402,70/2914,0.9142857142857143,1.1091709289877483,2.0022255235380095,0.025619396040477506,0.436932180410036,0.41475705095313575,WNT16/TEAD3/WWTR1/SNAI2/BIRC3/CDH1/WNT8A/CTNNA2/GLI2/TEAD2/TP73/AFP/TCF7/GSK3B/WNT11/BMP7/PARD6A/BBC3/TGFB1/WNT2/BMPR1A/WNT5B/BMP5/PPP2CA/FGF1/WNT5A/WNT6/ID2/BMP8B/CCND2/TGFB3/BMP4/YWHAH/PATJ/WNT2B/WNT10A/YAP1/PPP2R1B/BMPR1B/FRMD6/WTIP/WNT9A/GDF7/LIMD1/CRB2/PARD3/TCF7L1/BMP6/FZD7/GDF6/ITGB2/WNT4/FZD5/YWHAB/AXIN2/YWHAG/PPP2R2D/FZD8/FZD2/SCRIB/SOX2/CTNNA3/WNT7B/FZD9,64
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,28/2402,29/2914,0.9655172413793104,1.1713227482844757,2.007996197711438,0.025943669099950897,0.436932180410036,0.41475705095313575,PTGER3/PTGS2/MGLL/ADCY2/LIPE/GNAS/AKT3/ADCY7/PIK3CA/NPY/IRS4/ADCY3/PRKG2/PIK3R1/PDE3B/ADCY8/ADCY1/TSHR/PLIN1/IRS1/NPR1/PIK3CD/ADCY5/ADCY6/NPPA/PLAAT3/PRKG1/AQP7B,28
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,63/2402,69/2914,0.9130434782608695,1.1076639032690148,1.9600867555710662,0.028739538436467857,0.436932180410036,0.41475705095313575,MAPK9/CREB3L3/MAOB/CAMK2A/GNB1/GSK3B/GNAS/PLCB4/GSK3A/MAPK8/PPP3CB/MAPK10/GNB3/PPP2CA/ATF2/AKT3/GRIA3/PRKCG/GNG13/ATF4/PPP1R1B/DDC/BMAL1/CLOCK/PPP2R1B/PLCB2/GNAL/ARRB2/SCN1A/CAMK2D/CREB5/CAMK2G/DRD2/ITPR1/DRD3/GRIA4/KIF5A/MAPK13/KCNJ6/CREB3L1/CALM3/GNG3/KCNJ9/KCNJ3/SLC18A2/PRKCB/PPP2R3B/GNG8/GNG4/KIF5C/DRD5/GNG12/ADCY5/GNG5/PPP2R2D/GNG7/TH/CREB3L2/PLCB1/GRIN2A/DRD1/MAPK11/GNG2,63
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",56/2402,61/2914,0.9180327868852459,1.1137167114835997,1.9438380860127893,0.030208876489549147,0.436932180410036,0.41475705095313575,IGF1/MAPK9/CREB3L3/MAP2K4/ADCY2/CACNA1S/GSK3B/GNAS/MAP3K1/IGFALS/MAPK1/PLCB4/CACNA1F/GHRHR/MAPK8/MAP2K6/MAPK10/ATF2/AKT3/ADCY7/GHSR/PIK3CA/STAT5A/PRKCG/ATF4/SHC2/IRS4/KRAS/MRAP2/PLCB2/ADCY3/SSTR1/PIK3R1/CREB5/IGFBP3/SHC3/ITPR1/ADCY8/MAPK13/SST/GHRL/CREB3L1/ADCY1/PRKCB/CRK/IRS1/PIK3CD/ADCY5/ADCY6/HRAS/CREB3L2/PLCB1/MAPK11/SHC4/PLCG2/SSTR3,56
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,27/2402,28/2914,0.9642857142857143,1.1698287141667658,1.9555266417118007,0.03059024558292761,0.436932180410036,0.41475705095313575,BTK/MAPK9/MAP2K4/MAPK1/MAPK8/MAP2K6/MAPK10/PLA2G4A/AKT3/PIK3CA/ALOX5AP/KRAS/VAV3/VAV1/PIK3R1/MAPK13/FCER1G/PLA2G4D/SYK/PLA2G4F/RAC3/PIK3CD/HRAS/FCER1A/MAPK11/PLA2G4E/PLCG2,27
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,27/2402,28/2914,0.9642857142857143,1.1698287141667658,1.9555266417118007,0.03059024558292761,0.436932180410036,0.41475705095313575,AP2S1/ATP2B3/CLTCL1/GNAS/PLCB4/CALB1/ATP1A3/DNM1/SLC8A2/CLTA/PRKCG/KL/FXYD2/PLCB2/CLTC/ATP1B1/ATP2B2/PTH1R/AP2M1/ATP1A1/PRKCB/ADCY6/CLTB/PLCB1/AP2A2/AP2A1/DNM3,27
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,49/2402,53/2914,0.9245283018867925,1.1215967825554176,1.9347410794961535,0.031209441457859716,0.436932180410036,0.41475705095313575,WNT16/KITLG/CREB3L3/WNT8A/CAMK2A/ADCY2/DCT/TCF7/GSK3B/WNT11/GNAS/MAPK1/PLCB4/WNT2/TYRP1/WNT5B/WNT5A/WNT6/ADCY7/PRKCG/KRAS/WNT2B/WNT10A/EDNRB/PLCB2/ADCY3/WNT9A/CAMK2D/CAMK2G/TCF7L1/FZD7/ADCY8/CREB3L1/CALM3/WNT4/FZD5/ADCY1/PRKCB/ADCY5/ADCY6/HRAS/FZD8/FZD2/CREB3L2/PLCB1/MITF/WNT7B/FZD9/MC1R,49
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,48/2402,52/2914,0.9230769230769231,1.1198360340741689,1.8883219796370696,0.03539006105961073,0.44840598407173843,0.4256485375117066,BAD/MATK/MAPK9/NGFR/CAMK2A/RPS6KA6/TP73/GSK3B/MAP3K1/MAPK1/RPS6KA5/RAPGEF1/MAPK8/MAPK10/AKT3/FOXO3/PIK3CA/ATF4/SHC2/KRAS/IRAK2/SORT1/NGF/TP53/CAMK2D/PIK3R1/NFKBIE/SHC3/CAMK2G/CAMK4/MAPK13/CALM3/MAPK7/CRK/IRS1/ZNF274/PIK3CD/HRAS/BDNF/JUN/IRAK1/MAPK11/SHC4/MAP3K5/PLCG2/IRAK4/NTRK1/ARHGDIG,48
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,41/2402,44/2914,0.9318181818181818,1.1304405419725985,1.8880772000600057,0.035874280646969965,0.44840598407173843,0.4256485375117066,PIK3C2A/DGKG/INPP5A/DGKD/MTMR2/PLCB4/MTMR8/DGKH/PIP5K1B/PLCD4/PIK3CA/PRKCG/PIK3C2B/IMPA1/DGKB/ITPKA/PLCB2/PIK3C2G/PLCZ1/ITPKB/PIK3R1/INPP5E/DGKZ/PIP4K2A/ITPR1/PIP4P2/SYNJ1/CALM3/IP6K3/CDS1/PIP4P1/PRKCB/PIP4K2C/MTM1/PIK3CD/PLCB1/PIP5K1C/PLCG2/INPP5B/PI4KA/DGKK,41
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,26/2402,27/2914,0.9629629629629629,1.1682240108551516,1.901814861693713,0.03603262372005041,0.44840598407173843,0.4256485375117066,IGF1/ATG5/ADCY2/PRKAG2/CRYAB/HSPA8/PRKAG3/HDAC1/AKT3/FOXO3/ADCY7/PIK3CA/IRS4/KRAS/ADCY3/PIK3R1/FOXO1/ADCY8/CLPB/PRKAA2/ADCY1/IRS1/PIK3CD/ADCY5/ADCY6/HRAS,26
