gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
MTRNR2L12,0.02959111271621429,0.02959111271621429,0.3327554094955244,0.009846602829312105,3.0,2360.0,14.0,0.9998749921870117,0.8525532845802862,0.999187449215576,2.857124601115319,0.004274979842395998,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PWRN1,0.020426078823476204,0.020426078823476204,0.47384133383860966,0.009678720434808543,26.0,678.0,15.0,0.9984374023376461,0.9576848553034565,0.9991249453090818,1.973525904979171,0.04843567615029554,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
MAML2,0.026953024291035757,0.026953024291035757,0.34473471909301845,0.009291643257677515,6.0,2145.0,16.0,0.9996874804675292,0.8659916244765298,0.9990624414025877,2.6027871354757655,0.00924693466952986,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KCNIP4,-0.02097868549127595,0.02097868549127595,0.4280664547414969,0.008980271523387375,24.0,1003.0,17.0,0.9985624101506344,0.9373710856928558,0.9989999374960935,-2.018297386730399,0.04356029872670164,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CTNNA3,-0.02306406038624879,0.02306406038624879,0.38743455260043397,0.008935813916895692,17.0,1470.0,18.0,0.9989999374960935,0.908181761360085,0.9989374335895993,-2.2193478748920485,0.02646306691778877,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TRIO,-0.017292997926437185,0.017292997926437185,0.5103399444523673,0.008825307601192855,42.0,489.0,19.0,0.9974373398337396,0.9694980936308519,0.9988749296831052,-1.6629611419580614,0.09632021405583746,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LDLRAD3,0.02391259826188796,0.02391259826188796,0.3670560792343944,0.008777264562315788,11.0,1770.0,20.0,0.9993749609350584,0.8894305894118383,0.998812425776611,2.3096603989579596,0.020906962878204594,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ABTB2,0.02336829716211451,0.02336829716211451,0.3742804748386527,0.008746297358006958,13.0,1655.0,21.0,0.9992499531220701,0.8966185386586661,0.9987499218701169,2.257184461858985,0.023996550919252124,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DLC1,-0.02465982343782443,0.02465982343782443,0.34916297990523587,0.008610297435487756,9.0,2065.0,22.0,0.9994999687480468,0.8709919369960623,0.9986874179636227,-2.373195003906127,0.017634950725779364,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EPS8,-0.015816710665816885,0.015816710665816885,0.5399968873480308,0.008540974527625518,51.0,347.0,23.0,0.9968748046752922,0.9783736483530221,0.9986249140571286,-1.5206326449909002,0.12835204986785653,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LRP2,-0.021196155947626184,0.021196155947626184,0.3998515599428075,0.008475316020449347,22.0,1311.0,24.0,0.9986874179636227,0.9181198824926557,0.9985624101506344,-2.039263660715643,0.04142372035785025,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TMTC2,-0.018786084500526257,0.018786084500526257,0.44500095861407685,0.008359825611339236,31.0,874.0,25.0,0.9981248828051753,0.9454340896306019,0.9984999062441403,-1.8069092566648528,0.07077642901041092,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SLC38A1,0.021288413380043125,0.021288413380043125,0.3873592610951077,0.00824626407678071,21.0,1473.0,26.0,0.9987499218701169,0.9079942496406025,0.9984374023376461,2.0566633705612034,0.039718617921183696,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EFCAB11,0.018496532151910782,0.018496532151910782,0.4182666506080339,0.007736482551043533,35.0,1113.0,27.0,0.9978748671791987,0.9304956559784987,0.9983748984311519,1.7874987780658744,0.0738569094370638,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RGS7,0.02114405989550674,0.02114405989550674,0.36565904236250263,0.007731516693046393,23.0,1793.0,28.0,0.9986249140571286,0.8879929995624727,0.9983123945246578,2.042746286106107,0.04107756028467224,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
GABRB1,0.02271165426955291,0.02271165426955291,0.3377166784531885,0.007670104442090585,18.0,2278.0,29.0,0.9989374335895993,0.8576786049128071,0.9982498906181636,2.1938776797472213,0.02824420441243003,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CDH13,-0.016200446932633745,0.016200446932633745,0.4638669611666279,0.0075148520881820335,48.0,742.0,30.0,0.9970623163947747,0.9536846052878305,0.9981873867116695,-1.5576285654629665,0.11932132311389965,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AL133304.3,-0.013537210149574585,0.013537210149574585,0.5529260632608172,0.007485076315538653,78.0,314.0,31.0,0.99518719919995,0.9804362772673292,0.9981248828051753,-1.3008665527357155,0.19330413658896806,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
GREM1,-0.01818953738255658,0.01818953738255658,0.41109621194115226,0.0074776499149309915,36.0,1190.0,32.0,0.9978123632727045,0.9256828551784486,0.9980623788986812,-1.7493962936152083,0.08022254110547844,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RNF220,-0.013096061571790931,0.013096061571790931,0.5569207329820388,0.007293468209739717,82.0,300.0,33.0,0.9949371835739734,0.9813113319582474,0.997999874992187,-1.2583355252791986,0.20827043852805094,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LINC01099,-0.01587379702176108,0.01587379702176108,0.4569096323130595,0.007252890760624994,50.0,801.0,34.0,0.9969373085817863,0.9499968748046753,0.9979373710856928,-1.5261363267306287,0.12697591679626408,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KCNQ1OT1,-0.016297398200649085,0.016297398200649085,0.4442855312118298,0.007240698216946098,46.0,878.0,35.0,0.997187324207763,0.9451840740046253,0.9978748671791987,-1.5669756137128348,0.11712039183162815,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ACTN2,-0.008706311607987816,0.008706311607987816,0.8265901877389326,0.007196551746560297,204.0,20.0,36.0,0.9873117069816864,0.998812425776611,0.9978123632727045,-0.8351207952765648,0.4036496991886378,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AL392086.3,-0.0097943271149812,0.0097943271149812,0.7246168155871489,0.007097134124876544,169.0,62.0,37.0,0.9894993437089818,0.9961872617038565,0.9977498593662104,-0.9400161065876342,0.34720929898503283,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CLDND1,0.01792923242654679,0.01792923242654679,0.38521912274213893,0.006906683186794265,38.0,1508.0,38.0,0.9976873554597162,0.9058066129133071,0.9976873554597162,1.732805549048228,0.08313023624655647,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
BAALC,-0.013758464829127222,0.013758464829127222,0.4993575123241688,0.006870392770472539,73.0,538.0,39.0,0.9954997187324208,0.9664354022126382,0.9976248515532221,-1.3221976627626664,0.18610233916969188,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LRRTM4,0.013681846823292583,0.013681846823292583,0.4870516085720086,0.006663765503520478,76.0,602.0,40.0,0.9953122070129383,0.9624351521970123,0.9975623476467279,1.3233161325391911,0.18573026897182277,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SGO1-AS1,-0.01122610110441596,0.01122610110441596,0.5872883746417427,0.0065929586711763214,114.0,234.0,41.0,0.9929370585661604,0.9854365897868617,0.9974998437402338,-1.0780530898691274,0.28101006444862486,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PLEKHH2,0.012994331877535898,0.012994331877535898,0.5006951007732854,0.006506198308904351,83.0,530.0,42.0,0.9948746796674792,0.9669354334645915,0.9974373398337396,1.2570329832617984,0.208741692364111,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPL19,-0.012798998712350107,0.012798998712350107,0.501706242739435,0.006421337554800038,84.0,526.0,43.0,0.994812175760985,0.9671854490905681,0.9973748359272454,-1.2296957670039599,0.21881105255275646,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PLXDC2,-0.0236876833929799,0.0236876833929799,0.2679442520520894,0.006346978609578698,12.0,3975.0,44.0,0.9993124570285643,0.7516094755922245,0.9973123320207513,-2.279471217814405,0.02263906902077828,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DPP6,0.02148788411805282,0.02148788411805282,0.29330145550472064,0.006302427687541663,20.0,3275.0,45.0,0.998812425776611,0.7953622101381337,0.9972498281142571,2.0758942960640905,0.03790372838302192,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPS8,-0.012543101598360574,0.012543101598360574,0.5004171348949759,0.00627678296454819,87.0,534.0,46.0,0.9946246640415026,0.966685417838615,0.997187324207763,-1.205024788269739,0.22819373267566778,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPL37A,-0.014704877942544704,0.014704877942544704,0.4152734174617294,0.006106544916558143,58.0,1139.0,47.0,0.9964372773298331,0.9288705544096506,0.9971248203012688,-1.4134411216313174,0.1575260618336356,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
MT-ND3,-0.019160700078127223,0.019160700078127223,0.30891112153218375,0.0059189533504760816,29.0,2873.0,48.0,0.9982498906181636,0.8204887805487843,0.9970623163947747,-1.843025853700329,0.06532523580978777,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DYSF,-0.01776953532588376,0.01776953532588376,0.3281053123745568,0.005830278938849813,39.0,2442.0,49.0,0.9976248515532221,0.8474279642477655,0.9969998124882805,-1.7089039971333968,0.08746873399601718,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ABCA6,-0.00895837792867007,0.00895837792867007,0.6412538636879435,0.005744594459136478,197.0,149.0,50.0,0.9877492343271455,0.9907494218388649,0.9969373085817863,-0.859422448156556,0.39010748921820815,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AC066613.2,-0.013413750888134662,0.013413750888134662,0.4264885079166754,0.005720810601846532,80.0,1034.0,51.0,0.9950621913869617,0.935433464591537,0.9968748046752922,-1.2889638752649115,0.19741064572580558,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PTPRM,-0.018154143369939268,0.018154143369939268,0.31481001619237187,0.005715106168249221,37.0,2737.0,52.0,0.9977498593662104,0.8289893118319895,0.996812300768798,-1.7459839654377356,0.08081373813017456,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PAG1,0.011508562562819109,0.011508562562819109,0.4866816883103184,0.005601006658097729,108.0,604.0,53.0,0.9933120820051253,0.962310144384024,0.9967497968623039,1.1137903237574982,0.26536914907631926,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TPT1,-0.013764604971870365,0.013764604971870365,0.4054057690967753,0.005580250264934403,71.0,1248.0,54.0,0.9956247265454091,0.9220576286017876,0.9966872929558097,-1.3227896324362571,0.18590534594398944,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
NR6A1,-0.009555750485291224,0.009555750485291224,0.5804407042131532,0.005546546540967618,178.0,247.0,55.0,0.9889368085505345,0.9846240390024377,0.9966247890493156,-0.9170149915465157,0.3591347843878083,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SPRED1,0.016046265476007498,0.016046265476007498,0.34346578150849494,0.005511343112009697,49.0,2170.0,56.0,0.9969998124882805,0.8644290268141759,0.9965622851428214,1.5512691617488552,0.12083719384897185,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EHBP1,-0.011947223202637209,0.011947223202637209,0.4574421208115595,0.0054651631196234365,96.0,795.0,57.0,0.9940621288830552,0.9503718982436402,0.9964997812363273,-1.1475762965697736,0.2511435196703733,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SCD,0.018732418419161304,0.018732418419161304,0.2916181020741555,0.005462712306654772,32.0,3326.0,58.0,0.9980623788986812,0.7921745109069317,0.9964372773298331,1.8102405159163075,0.07025849709156051,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PDGFD,0.010454898619938658,0.010454898619938658,0.5194650048483404,0.005430953962295342,141.0,446.0,59.0,0.9912494530908181,0.9721857616101006,0.9963747734233389,1.012206838416268,0.3114391672069021,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TTC28,-0.010690558402174007,0.010690558402174007,0.5041957475130392,0.005390134084915925,129.0,511.0,60.0,0.991999499968748,0.9681230076879805,0.9963122695168448,-1.0264215477532643,0.30469292553264116,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KAZN,-0.023305221113095482,0.023305221113095482,0.22897369898254347,0.005336282683871541,15.0,5247.0,61.0,0.9991249453090818,0.6721045065316582,0.9962497656103506,-2.242598122113701,0.024922741458650366,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ST3GAL6,0.013754394154356621,0.013754394154356621,0.3875635887944311,0.005330702360155596,74.0,1467.0,62.0,0.9954372148259266,0.9083692730795675,0.9961872617038565,1.330310403142722,0.1834160209592106,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
FRMD4A,-0.017370390903330767,0.017370390903330767,0.3060456081874252,0.005316131848463183,41.0,2954.0,63.0,0.9974998437402338,0.8154259641227577,0.9961247577973623,-1.670422580101509,0.09483578523191594,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPS27A,-0.012159386229976308,0.012159386229976308,0.42722079200658214,0.005194742615484407,91.0,1022.0,64.0,0.9943746484155259,0.9361835114694669,0.9960622538908682,-1.1680308826104937,0.24279430802486557,0.999997377522206,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ZBTB16,-0.01709849026275233,0.01709849026275233,0.30379503309447814,0.005194436415238457,43.0,3001.0,65.0,0.9973748359272454,0.8124882805175324,0.995999749984374,-1.6442087052478598,0.10013309940012438,0.999997377522206,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Putamen,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
