gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
RFX3-AS1,0.019680480373790252,0.019680480373790252,0.7702504788785792,0.015158899432472422,55.0,92.0,17.0,0.9966247890493156,0.9943121445090318,0.9989999374960935,1.6856567988300852,0.09186192236550506,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PTPRJ,-0.03073138626421978,0.03073138626421978,0.49301496634727093,0.0151510333648593,18.0,1116.0,18.0,0.9989374335895993,0.9303081442590162,0.9989374335895993,-2.6227786443482923,0.008721591680031615,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL033523.1,-0.04198673984518679,0.04198673984518679,0.344387157810598,0.014459694001016866,4.0,3380.0,19.0,0.9998124882805175,0.7887992999562472,0.9988749296831052,-3.58471414739074,0.0003374475904718288,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CDH19,-0.027812362051835227,0.027812362051835227,0.5187652258265786,0.014428086280590866,22.0,919.0,20.0,0.9986874179636227,0.9426214138383648,0.998812425776611,-2.3733050934790025,0.01762969485820265,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
STARD13,-0.020657633383101035,0.020657633383101035,0.6910796981305384,0.014276071042484796,48.0,192.0,21.0,0.9970623163947747,0.9880617538596163,0.9987499218701169,-1.761828299650928,0.0780983117783256,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RUNX2,-0.013181193834486201,0.013181193834486201,1.0397028919264881,0.013704525348758899,159.0,8.0,22.0,0.9901243827739233,0.9995624726545409,0.9986874179636227,-1.1228565795332413,0.26149841102696847,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ATG10,0.016062672784166194,0.016062672784166194,0.7921252530745978,0.0127236487442121,99.0,74.0,23.0,0.9938746171635727,0.9954372148259266,0.9986249140571286,1.376461930930004,0.16867866564374268,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
FRY,0.03216328943853857,0.03216328943853857,0.39271170418105195,0.012630900207476911,15.0,2427.0,24.0,0.9991249453090818,0.8483655228451779,0.9985624101506344,2.752496425919779,0.005914279199764616,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NPAS3,-0.026112429380126152,0.026112429380126152,0.4694779870780088,0.012259210783098284,24.0,1371.0,25.0,0.9985624101506344,0.9143696481030065,0.9984999062441403,-2.2280208447048055,0.025879125015799476,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
FKBP5,-0.024771957024337744,0.024771957024337744,0.4904959639738263,0.012150544940170739,28.0,1139.0,26.0,0.9983123945246578,0.9288705544096506,0.9984374023376461,-2.113457766734488,0.03456160614060377,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
BAALC,-0.02399545082443877,0.02399545082443877,0.5024295486119553,0.012056023526463141,33.0,1044.0,27.0,0.997999874992187,0.9348084255265954,0.9983748984311519,-2.0470938913891144,0.04064886664751155,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CDH20,-0.03305585879898762,0.03305585879898762,0.3630251933097948,0.012000109530523762,13.0,2980.0,28.0,0.9992499531220701,0.8138008625539096,0.9983123945246578,-2.8214390099205793,0.004780872737480513,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ABHD2,-0.024319522589477654,0.024319522589477654,0.4862666943405317,0.011825773857525186,31.0,1181.0,29.0,0.9981248828051753,0.926245390336896,0.9982498906181636,-2.074790590038518,0.03800594707912186,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
KCNQ1OT1,0.021185450415891618,0.021185450415891618,0.555269188525279,0.011763627860974672,42.0,673.0,30.0,0.9974373398337396,0.9579973748359273,0.9981873867116695,1.814278623466554,0.0696348408894083,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MOBP,0.02686890571718187,0.02686890571718187,0.4242325014155519,0.01139866308269869,23.0,1964.0,31.0,0.9986249140571286,0.877304831551972,0.9981248828051753,2.3000134691057785,0.021447456975435708,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RGS7,-0.02064384901248596,0.02064384901248596,0.5364077189755508,0.011073519959663271,49.0,796.0,32.0,0.9969998124882805,0.9503093943371461,0.9980623788986812,-1.7606502224464802,0.07829762265542062,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
IGF1R,-0.024562367396653812,0.024562367396653812,0.44944445237832464,0.011039419763704287,30.0,1623.0,33.0,0.9981873867116695,0.8986186636664791,0.997999874992187,-2.095545250482706,0.03612255033081202,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
GRIK2,0.017554092655142076,0.017554092655142076,0.6224249746638082,0.010926105676122948,73.0,365.0,34.0,0.9954997187324208,0.9772485780361273,0.9979373710856928,1.5039256941529295,0.13260050034194126,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ZDHHC14,-0.021778361183866606,0.021778361183866606,0.496887282198916,0.010821390699397844,39.0,1082.0,35.0,0.9976248515532221,0.9324332770798175,0.9978748671791987,-1.8576109734734647,0.0632242790750186,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC02821,-0.017168393234058076,0.017168393234058076,0.6187293563359653,0.010622588895031494,80.0,377.0,36.0,0.9950621913869617,0.9764985311581974,0.9978123632727045,-1.4636214104705374,0.14329741923985329,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC006148.1,-0.025186191939218457,0.025186191939218457,0.4035803184889673,0.010164651364354045,25.0,2252.0,37.0,0.9984999062441403,0.8593037064816551,0.9977498593662104,-2.148860232623906,0.03164548101042208,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL589740.1,0.02091626574168689,0.02091626574168689,0.4816491374207736,0.010074301352547168,44.0,1220.0,38.0,0.9973123320207513,0.923807737983624,0.9976873554597162,1.79127283398782,0.07324952330772039,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
STAT3,-0.012774301023289058,0.012774301023289058,0.7816659125379325,0.009985235666403487,170.0,82.0,39.0,0.9894368398024876,0.9949371835739734,0.9976248515532221,-1.0880816043885109,0.27655908389744877,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC02462,-0.017879227761443708,0.017879227761443708,0.5565920354434098,0.009951435771898274,72.0,668.0,40.0,0.9955622226389149,0.958309894368398,0.9975623476467279,-1.5243726755251437,0.1274156418529162,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NKAIN2,0.024743963745544776,0.024743963745544776,0.3881171057935446,0.009603555594781233,29.0,2496.0,41.0,0.9982498906181636,0.8440527532970811,0.9974998437402338,2.1184059247742284,0.03414070453945928,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PCDH9-AS2,0.02317343961211293,0.02317343961211293,0.41425862635610905,0.009599797261660147,35.0,2106.0,42.0,0.9978748671791987,0.8684292768298019,0.9974373398337396,1.9841815388884079,0.04723560580827235,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RYR3,0.015585967557070203,0.015585967557070203,0.6117767279561912,0.00953513223409576,106.0,403.0,43.0,0.9934370898181136,0.9748734295893493,0.9973748359272454,1.335720458071703,0.1816406599783289,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CALD1,0.015869459926690352,0.015869459926690352,0.5942427349715189,0.009430311269357394,102.0,500.0,44.0,0.9936871054440902,0.9688105506594162,0.9973123320207513,1.3599490505559406,0.17384604738297638,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01006,0.015356819480696417,0.015356819480696417,0.5968637274006224,0.009165928516266955,109.0,481.0,45.0,0.9932495780986311,0.9699981248828051,0.9972498281142571,1.316136384720994,0.18812827075722272,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC110285.1,0.017940440674631058,0.017940440674631058,0.510481960189661,0.009158271322251986,71.0,986.0,46.0,0.9956247265454091,0.9384336521032565,0.997187324207763,1.5369448146810523,0.12430682387665781,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SPRED2,-0.01290292448450763,0.01290292448450763,0.7041745339217981,0.009085910835106317,164.0,171.0,47.0,0.9898118632414525,0.9893743358959936,0.9971248203012688,-1.0990743708956041,0.2717356278546088,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC108721.2,0.018640575733285595,0.018640575733285595,0.4856973895559273,0.009053678973476378,64.0,1183.0,48.0,0.9960622538908682,0.9261203825239077,0.9970623163947747,1.5967816527687848,0.11031438706950003,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NECTIN3,-0.02142586423913139,0.02142586423913139,0.4189120897579312,0.008975553563284258,41.0,2047.0,49.0,0.9974998437402338,0.872117007312957,0.9969998124882805,-1.8274849251520524,0.06762689074590034,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AGMO,-0.016693358391817726,0.016693358391817726,0.5334061892642712,0.008904340685802236,87.0,813.0,50.0,0.9946246640415026,0.9492468279267454,0.9969373085817863,-1.4230226965655495,0.15472957586229197,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LITAF,-0.014145272513541134,0.014145272513541134,0.6287803659875082,0.008894269628057434,131.0,346.0,51.0,0.9918744921557597,0.9784361522595162,0.9968748046752922,-1.20525128196866,0.22810631067877596,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC008591.1,-0.018060254599827057,0.018060254599827057,0.49172707556275314,0.008880716178291718,69.0,1125.0,52.0,0.9957497343583974,0.9297456091005688,0.996812300768798,-1.5398440813403227,0.12359836395116885,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ZIC1,0.014631697469359193,0.014631697469359193,0.602282197992329,0.008812410912204452,122.0,451.0,53.0,0.9924370273142071,0.9718732420776298,0.9967497968623039,1.2541640440277309,0.20978238593705534,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
BDNF-AS,0.012839294984050158,0.012839294984050158,0.6760509894172962,0.008680018077387639,166.0,227.0,54.0,0.9896868554284642,0.9858741171323208,0.9966872929558097,1.100976889669836,0.2709067154851108,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01376,0.013288992709517274,0.013288992709517274,0.6526358485046987,0.008672873032748562,155.0,279.0,55.0,0.9903743983999,0.9826239139946247,0.9966247890493156,1.1394101742976734,0.25453211432177003,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PCDH9,0.022097558411264272,0.022097558411264272,0.38902991789926206,0.008596611334508288,38.0,2488.0,56.0,0.9976873554597162,0.8445527845490344,0.9965622851428214,1.8922316666158614,0.05846012092918196,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NEAT1,-0.028762772142359824,0.028762772142359824,0.2976872720395263,0.008562311175353577,21.0,4475.0,57.0,0.9987499218701169,0.7203575223451466,0.9964997812363273,-2.4545316139919944,0.014106825989647076,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01572,0.018016562863983423,0.018016562863983423,0.4739686105100367,0.00853928526680895,70.0,1314.0,58.0,0.9956872304519032,0.9179323707731734,0.9964372773298331,1.5434505753380239,0.12272149062797832,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CTNNA3,-0.01954736080782413,0.01954736080782413,0.43544868507912915,0.00851187256053432,58.0,1795.0,59.0,0.9964372773298331,0.8878679917494844,0.9963747734233389,-1.6669391786179606,0.09552649943844527,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MGAT4C,-0.013509972913017438,0.013509972913017438,0.6281544173783576,0.008486349163973861,148.0,348.0,60.0,0.990811925745359,0.9783111444465279,0.9963122695168448,-1.1509555873539805,0.24975050732436999,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PADI2,0.01419099516763961,0.01419099516763961,0.5976838732284518,0.008481728956761086,130.0,476.0,61.0,0.9919369960622539,0.9703106444152759,0.9962497656103506,1.2164995506604628,0.2237946821098209,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC078881.1,0.011534134981897102,0.011534134981897102,0.7341948167838305,0.008468302119793913,211.0,129.0,62.0,0.9868741796362273,0.991999499968748,0.9961872617038565,0.9894317716786057,0.32245193617957946,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC027288.3,-0.016107493971411348,0.016107493971411348,0.5200417294875198,0.008376569022602556,97.0,911.0,63.0,0.993999624976561,0.9431214450903181,0.9961247577973623,-1.3729519651661133,0.16976728014851172,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
