gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
STAT3,0.014234381334590906,0.014234381334590906,0.7308647990739584,0.010403408254047886,28.0,75.0,11.0,0.9983123945246578,0.9953747109194324,0.9993749609350584,1.8463579427561898,0.06484024963271207,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
CDH13,0.011977366758805731,0.011977366758805731,0.8403155643707404,0.010064767707601185,50.0,22.0,12.0,0.9969373085817863,0.9986874179636227,0.9993124570285643,1.550742848811459,0.12096332154108147,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
KLHL32,0.01762911679505323,0.01762911679505323,0.5642151880642952,0.00994661544792838,14.0,348.0,13.0,0.999187449215576,0.9783111444465279,0.9992499531220701,2.290987345166215,0.021964145585835926,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC108721.2,0.01080715474526715,0.01080715474526715,0.8723120732763775,0.009427211562062629,66.0,16.0,14.0,0.9959372460778799,0.9990624414025877,0.999187449215576,1.397472977172674,0.16227138727786627,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC105402.3,0.017356041062868022,0.017356041062868022,0.5427555064382739,0.00942008685684041,15.0,445.0,15.0,0.9991249453090818,0.9722482655165948,0.9991249453090818,2.2552209353742567,0.024119464480997888,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC061958.1,0.01628050494307207,0.01628050494307207,0.560768208701278,0.009129589593678825,16.0,356.0,16.0,0.9990624414025877,0.9778111131945747,0.9990624414025877,2.1143513483961467,0.03448526971308952,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
OXR1,-0.013559864397427927,0.013559864397427927,0.5840184388133944,0.007919210835907187,33.0,289.0,17.0,0.997999874992187,0.9819988749296831,0.9989999374960935,-1.7940255316550675,0.07280909376699474,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
ARL17B,0.019221892093079018,0.019221892093079018,0.3965702227553889,0.007622830029132394,11.0,1785.0,18.0,0.9993749609350584,0.8884930308144259,0.9989374335895993,2.499602931618483,0.012433257430212619,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
LINC00882,0.015370534235541746,0.015370534235541746,0.49353523008423356,0.007585900150455685,21.0,750.0,19.0,0.9987499218701169,0.9531845740358772,0.9988749296831052,1.9951668827398052,0.04602468169336582,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MTRNR2L12,0.01379231712392272,0.01379231712392272,0.5382743809068193,0.007424050961150025,31.0,465.0,20.0,0.9981248828051753,0.9709981873867116,0.998812425776611,1.788458071586409,0.0737021344439055,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
LRMDA,-0.013449790613390312,0.013449790613390312,0.5365425500873612,0.007216384953849492,34.0,474.0,21.0,0.9979373710856928,0.9704356522282642,0.9987499218701169,-1.779608490507776,0.07514005572835325,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AL589740.1,0.01427349125795661,0.01427349125795661,0.5028112415953832,0.00717687186131401,27.0,683.0,22.0,0.9983748984311519,0.9573723357709857,0.9986874179636227,1.851480410193469,0.06410047043939104,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
BAALC,0.011724509571769837,0.011724509571769837,0.6082108761191459,0.007130974238713445,55.0,225.0,23.0,0.9966247890493156,0.9859991249453091,0.9986249140571286,1.517624586349989,0.12910906515286413,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
FIGN,0.013313388113131392,0.013313388113131392,0.5271437409615735,0.007018069214829426,35.0,533.0,24.0,0.9978748671791987,0.966747921745109,0.9985624101506344,1.7257297905921745,0.08439603595439715,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SLC7A14,0.011302699625096484,0.011302699625096484,0.610185338916657,0.006896741601412671,59.0,218.0,25.0,0.9963747734233389,0.9864366522907682,0.9984999062441403,1.4623775408277924,0.14363778046039788,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
CLIC4,0.011924765146019305,0.011924765146019305,0.5782269585240544,0.006895220681496394,51.0,303.0,26.0,0.9968748046752922,0.9811238202387649,0.9984374023376461,1.5438532917512904,0.12262387763241622,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
PEX5L,-0.016027348986928015,0.016027348986928015,0.42658118727150973,0.006836965559658581,18.0,1359.0,27.0,0.9989374335895993,0.9151196949809363,0.9983748984311519,-2.1172071790214746,0.03424226838730404,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
BCL6,0.01021472551166987,0.01021472551166987,0.6652131829633469,0.006794970070714817,81.0,141.0,28.0,0.9949996874804675,0.9912494530908181,0.9983123945246578,1.3198788732513291,0.18687546230222263,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
NAV2,0.020305183011890007,0.020305183011890007,0.33193006020131316,0.006739900619535331,9.0,3069.0,29.0,0.9994999687480468,0.8082380148759297,0.9982498906181636,2.641488212364789,0.008254267942230609,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
PCA3,0.014506169771041832,0.014506169771041832,0.4643843110583133,0.006736437655220191,26.0,969.0,30.0,0.9984374023376461,0.939496218513657,0.9981873867116695,1.8819557475007966,0.05984202428740448,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SVEP1,-0.01970455792937186,0.01970455792937186,0.31795431523451256,0.006265149223432214,10.0,3400.0,31.0,0.9994374648415526,0.7875492218263641,0.9981248828051753,-2.5988338723700455,0.009354103064464825,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
LINC00320,0.012201961551218091,0.012201961551218091,0.5098988167876937,0.006221765757455036,42.0,625.0,32.0,0.9974373398337396,0.9609975623476468,0.9980623788986812,1.5801594114561108,0.11407036431887496,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
EXT1,0.009778791758753956,0.009778791758753956,0.6279171386119907,0.0061402709402393,93.0,191.0,33.0,0.9942496406025376,0.9881242577661103,0.997999874992187,1.2627819458745593,0.20666755472862297,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
P2RY14,-0.013041472455328518,0.013041472455328518,0.46191787066202256,0.006024089186862768,36.0,994.0,34.0,0.9978123632727045,0.9379336208513032,0.9979373710856928,-1.7261285476001031,0.08432428901905076,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
VRK2,0.01188511657226287,0.01188511657226287,0.5023413624225596,0.0059703856514614715,52.0,688.0,35.0,0.996812300768798,0.9570598162385149,0.9978748671791987,1.5386602739562212,0.12388725545951274,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MGST1,-0.015213973559701954,0.015213973559701954,0.38679152052356763,0.005884635966362474,22.0,1947.0,36.0,0.9986874179636227,0.8783673979623726,0.9978123632727045,-2.0106743919001855,0.044359860621818736,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SLC5A11,-0.011858201644646323,0.011858201644646323,0.48799232092610595,0.005786711342580726,53.0,776.0,37.0,0.9967497968623039,0.9515594724670292,0.9977498593662104,-1.5711482849049947,0.11614820918881175,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC016042.1,-0.011408674005113953,0.011408674005113953,0.5055857411385773,0.005768062902283959,58.0,662.0,38.0,0.9964372773298331,0.958684917807363,0.9976873554597162,-1.5122708825094495,0.13046496523760398,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
TANC1,0.01476525961706267,0.01476525961706267,0.37745947575258093,0.005573287154407229,25.0,2113.0,39.0,0.9984999062441403,0.8679917494843428,0.9976248515532221,1.915890339679906,0.05537905537160959,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
PMP2,-0.010039041575220566,0.010039041575220566,0.5464133605431843,0.005485466443749012,87.0,423.0,40.0,0.9946246640415026,0.9736233514594662,0.9975623476467279,-1.332881691240345,0.18257063176894128,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
CDH8,0.011158246415026055,0.011158246415026055,0.4876444346788135,0.0054412567650622785,60.0,781.0,41.0,0.9963122695168448,0.9512469529345584,0.9974998437402338,1.4434576146014708,0.148891604172956,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC026316.5,0.009777213345667819,0.009777213345667819,0.5533710003311842,0.005410426329543605,94.0,392.0,42.0,0.9941871366960435,0.975560972560785,0.9974373398337396,1.2625752113954167,0.2067418810622852,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
ANKRD18A,0.007915141348539776,0.007915141348539776,0.6821873568890741,0.005399609355963771,161.0,122.0,43.0,0.989999374960935,0.9924370273142071,0.9973748359272454,1.0186881783790858,0.30835102663206926,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
CDH19,0.014858727194980215,0.014858727194980215,0.36165289009441,0.005373701633189,23.0,2436.0,44.0,0.9986249140571286,0.8478029876867305,0.9973123320207513,1.928132363778164,0.053838664366895106,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
KIRREL3,0.014830857895311862,0.014830857895311862,0.36133817978009186,0.005358955196469193,24.0,2445.0,45.0,0.9985624101506344,0.8472404525282831,0.9972498281142571,1.9244821500276534,0.05429417603612352,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
HIVEP2,0.012053283669981065,0.012053283669981065,0.4382817095387063,0.005282733772434273,47.0,1220.0,46.0,0.9971248203012688,0.923807737983624,0.997187324207763,1.5606861540385786,0.11859781974270511,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
RUNX2,0.00807876561897171,0.00807876561897171,0.645539800574796,0.005215164746561516,152.0,164.0,47.0,0.9905619101193824,0.9898118632414525,0.9971248203012688,1.0401190564045621,0.29828459119398576,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC110285.1,0.012717283349327759,0.012717283349327759,0.4096481666412703,0.00520961180870967,37.0,1586.0,48.0,0.9977498593662104,0.9009313082067629,0.9970623163947747,1.6476542798518818,0.0994236350727038,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SPRED1,-0.014193575553519109,0.014193575553519109,0.3588871648008808,0.005093892088789565,29.0,2488.0,49.0,0.9982498906181636,0.8445527845490344,0.9969998124882805,-1.8770265831110815,0.060514450543159626,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
KCND3,0.010041014877309826,0.010041014877309826,0.5035448449514401,0.0050561012795500805,86.0,678.0,50.0,0.9946871679479967,0.9576848553034565,0.9969373085817863,1.29712692204708,0.1945875196993878,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MMD2,0.012004616209895399,0.012004616209895399,0.4195130070748091,0.005036092644992217,48.0,1452.0,51.0,0.9970623163947747,0.9093068316769798,0.9968748046752922,1.5543118771776192,0.12011004178511664,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SLC7A14-AS1,0.01621642709890051,0.01621642709890051,0.31001450706796174,0.005027327653469179,17.0,3638.0,52.0,0.9989999374960935,0.7726732920807551,0.996812300768798,2.1059586786598596,0.035207941850103674,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MAML3,-0.0104095739479784,0.0104095739479784,0.4794121995439082,0.004990476742715289,72.0,845.0,53.0,0.9955622226389149,0.9472467029189324,0.9967497968623039,-1.3814125972245324,0.1671521347805045,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
ZFP36,0.008226202995549166,0.008226202995549166,0.6030946467362156,0.004961178989581123,138.0,236.0,54.0,0.9914369648103006,0.9853115819738734,0.9966872929558097,1.0594298372898592,0.2894040671176934,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
GLIDR,0.007035892590804685,0.007035892590804685,0.7034440338222921,0.004949356665616025,219.0,103.0,55.0,0.9863741483842741,0.9936246015375961,0.9966247890493156,0.903527555622263,0.366245970352153,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AL078590.2,0.012671824741542064,0.012671824741542064,0.38680787432258923,0.004901561592064279,38.0,1946.0,56.0,0.9976873554597162,0.8784299018688668,0.9965622851428214,1.6417002861314425,0.10065213234305892,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AL356737.2,-0.012055429299004624,0.012055429299004624,0.4061175324760979,0.004895921199851812,46.0,1636.0,57.0,0.997187324207763,0.8978061128820551,0.9964997812363273,-1.596980404997239,0.11027007517652265,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MET,0.009646763605501048,0.009646763605501048,0.5056901907196432,0.004878273727493138,96.0,659.0,58.0,0.9940621288830552,0.9588724295268454,0.9964372773298331,1.2454894058325305,0.21295190736320713,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
EFNA1,0.005738079006872024,0.005738079006872024,0.8344037024406591,0.004787874368231037,342.0,24.0,59.0,0.9786861678854929,0.9985624101506344,0.9963747734233389,0.733544920750029,0.4632261404977629,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC015923.1,-0.011052765728878916,0.011052765728878916,0.43111257209851184,0.004764986262179273,62.0,1307.0,60.0,0.9961872617038565,0.9183698981186325,0.9963122695168448,-1.4656553844777958,0.14274219457993875,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SORCS1,-0.010830304319887192,0.010830304319887192,0.43732203474808473,0.004736330722114039,65.0,1233.0,61.0,0.995999749984374,0.9229951871991999,0.9962497656103506,-1.4365182441935829,0.15085492872055473,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
LINC00609,0.010790950977011207,0.010790950977011207,0.4354075105528778,0.004698461101398594,68.0,1252.0,62.0,0.9958122382648915,0.921807612975811,0.9961872617038565,1.3953506698882503,0.16291011927254617,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
AC012404.1,-0.011010578243566193,0.011010578243566193,0.42534030452909133,0.004683242703159832,63.0,1378.0,63.0,0.9961247577973623,0.9139321207575474,0.9961247577973623,-1.460129829805791,0.14425439578820276,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
LINC01505,0.007008123057382989,0.007008123057382989,0.6563016576789107,0.004599442779778251,220.0,149.0,64.0,0.9863116444777799,0.9907494218388649,0.9960622538908682,0.8998904088712721,0.3681785747354125,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
SLC8A1-AS1,-0.012309445213798571,0.012309445213798571,0.3670180481695443,0.004517788556418291,41.0,2338.0,65.0,0.9974998437402338,0.8539283705231577,0.995999749984374,-1.6302504331667056,0.10304857881716312,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
P2RY12,-0.008279345300514527,0.008279345300514527,0.5362904628721473,0.004440133923491274,137.0,475.0,66.0,0.9914994687167948,0.9703731483217701,0.9959372460778799,-1.102403436849607,0.2702863180472541,0.9999971627437083,True,True,True,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
MFSD4B,-0.010405474811453859,0.010405474811453859,0.42592483092023936,0.0044319500997132945,73.0,1373.0,67.0,0.9954997187324208,0.9142446402900182,0.9958747421713857,-1.380875708078226,0.16731718020150232,0.9999971627437083,True,True,False,True,True,False,True,True,putamen_sex_oud,Sex-specific vulnerability in habit formation,MEDIUM,Sex-specific vulnerability in habit formation,MEDIUM,Sex differences in OUD subjects - motor circuits
