gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
IGF1R,0.019455685471392,0.019455685471392,0.5297243412301886,0.0103061501695148,27.0,393.0,11.0,0.998374898431152,0.9754984686542908,0.9993749609350584,1.8799705171131045,0.0601120961718633,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CPQ,-0.020611286811821,0.020611286811821,0.4824940298559202,0.0099448228343517,25.0,643.0,12.0,0.9984999062441404,0.959872492030752,0.9993124570285644,-1.9828765690959191,0.0473812184960831,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DPYSL5,-0.0185898611625413,0.0185898611625413,0.5318489040629549,0.0098869972859801,34.0,382.0,13.0,0.9979373710856928,0.9761860116257266,0.99924995312207,-1.7879914122112384,0.0737773933617151,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
MTRNR2L12,0.0295911127162142,0.0295911127162142,0.3327554094955244,0.0098466028293121,3.0,2360.0,14.0,0.9998749921870116,0.8525532845802862,0.999187449215576,2.857124601115319,0.0042749798423959,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PWRN1,0.0204260788234762,0.0204260788234762,0.4738413338386096,0.0096787204348085,26.0,678.0,15.0,0.998437402337646,0.9576848553034564,0.9991249453090818,1.973525904979171,0.0484356761502955,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
MAML2,0.0269530242910357,0.0269530242910357,0.3447347190930184,0.0092916432576775,6.0,2145.0,16.0,0.9996874804675292,0.8659916244765298,0.9990624414025876,2.6027871354757655,0.0092469346695298,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KCNIP4,-0.0209786854912759,0.0209786854912759,0.4280664547414969,0.0089802715233873,24.0,1003.0,17.0,0.9985624101506344,0.9373710856928558,0.9989999374960936,-2.018297386730399,0.0435602987267016,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CTNNA3,-0.0230640603862487,0.0230640603862487,0.3874345526004339,0.0089358139168956,17.0,1470.0,18.0,0.9989999374960936,0.908181761360085,0.9989374335895992,-2.2193478748920485,0.0264630669177887,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TRIO,-0.0172929979264371,0.0172929979264371,0.5103399444523673,0.0088253076011928,42.0,489.0,19.0,0.9974373398337396,0.969498093630852,0.9988749296831052,-1.6629611419580614,0.0963202140558374,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LDLRAD3,0.0239125982618879,0.0239125982618879,0.3670560792343944,0.0087772645623157,11.0,1770.0,20.0,0.9993749609350584,0.8894305894118383,0.998812425776611,2.3096603989579596,0.0209069628782045,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ABTB2,0.0233682971621145,0.0233682971621145,0.3742804748386527,0.0087462973580069,13.0,1655.0,21.0,0.99924995312207,0.8966185386586661,0.9987499218701168,2.257184461858985,0.0239965509192521,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DLC1,-0.0246598234378244,0.0246598234378244,0.3491629799052358,0.0086102974354877,9.0,2065.0,22.0,0.9994999687480468,0.8709919369960623,0.9986874179636228,-2.373195003906127,0.0176349507257793,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EPS8,-0.0158167106658168,0.0158167106658168,0.5399968873480308,0.0085409745276255,51.0,347.0,23.0,0.9968748046752922,0.978373648353022,0.9986249140571286,-1.5206326449909002,0.1283520498678565,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LRP2,-0.0211961559476261,0.0211961559476261,0.3998515599428075,0.0084753160204493,22.0,1311.0,24.0,0.9986874179636228,0.9181198824926556,0.9985624101506344,-2.039263660715643,0.0414237203578502,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TMTC2,-0.0187860845005262,0.0187860845005262,0.4450009586140768,0.0083598256113392,31.0,874.0,25.0,0.9981248828051752,0.945434089630602,0.9984999062441404,-1.8069092566648528,0.0707764290104109,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SLC38A1,0.0212884133800431,0.0212884133800431,0.3873592610951077,0.0082462640767807,21.0,1473.0,26.0,0.9987499218701168,0.9079942496406024,0.998437402337646,2.0566633705612034,0.0397186179211836,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EFCAB11,0.0184965321519107,0.0184965321519107,0.4182666506080339,0.0077364825510435,35.0,1113.0,27.0,0.9978748671791988,0.9304956559784988,0.998374898431152,1.7874987780658744,0.0738569094370638,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RGS7,0.0211440598955067,0.0211440598955067,0.3656590423625026,0.0077315166930463,23.0,1793.0,28.0,0.9986249140571286,0.8879929995624727,0.9983123945246578,2.042746286106107,0.0410775602846722,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CDH13,-0.0162004469326337,0.0162004469326337,0.4638669611666279,0.007514852088182,48.0,742.0,30.0,0.9970623163947748,0.9536846052878304,0.9981873867116696,-1.5576285654629665,0.1193213231138996,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AL133304.3,-0.0135372101495745,0.0135372101495745,0.5529260632608172,0.0074850763155386,78.0,314.0,31.0,0.99518719919995,0.9804362772673292,0.9981248828051752,-1.3008665527357155,0.193304136588968,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
GREM1,-0.0181895373825565,0.0181895373825565,0.4110962119411522,0.0074776499149309,36.0,1190.0,32.0,0.9978123632727044,0.9256828551784486,0.9980623788986812,-1.7493962936152083,0.0802225411054784,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RNF220,-0.0130960615717909,0.0130960615717909,0.5569207329820388,0.0072934682097397,82.0,300.0,33.0,0.9949371835739734,0.9813113319582474,0.997999874992187,-1.2583355252791986,0.2082704385280509,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LINC01099,-0.015873797021761,0.015873797021761,0.4569096323130595,0.0072528907606249,50.0,801.0,34.0,0.9969373085817864,0.9499968748046752,0.9979373710856928,-1.5261363267306287,0.126975916796264,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KCNQ1OT1,-0.016297398200649,0.016297398200649,0.4442855312118298,0.007240698216946,46.0,878.0,35.0,0.997187324207763,0.9451840740046252,0.9978748671791988,-1.5669756137128348,0.1171203918316281,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ACTN2,-0.0087063116079878,0.0087063116079878,0.8265901877389326,0.0071965517465602,204.0,20.0,36.0,0.9873117069816864,0.998812425776611,0.9978123632727044,-0.8351207952765648,0.4036496991886378,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AL392086.3,-0.0097943271149812,0.0097943271149812,0.7246168155871489,0.0070971341248765,169.0,62.0,37.0,0.9894993437089818,0.9961872617038564,0.9977498593662104,-0.9400161065876342,0.3472092989850328,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CLDND1,0.0179292324265467,0.0179292324265467,0.3852191227421389,0.0069066831867942,38.0,1508.0,38.0,0.9976873554597162,0.9058066129133072,0.9976873554597162,1.732805549048228,0.0831302362465564,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
LRRTM4,0.0136818468232925,0.0136818468232925,0.4870516085720086,0.0066637655035204,76.0,602.0,40.0,0.9953122070129384,0.9624351521970124,0.997562347646728,1.3233161325391911,0.1857302689718227,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SGO1-AS1,-0.0112261011044159,0.0112261011044159,0.5872883746417427,0.0065929586711763,114.0,234.0,41.0,0.9929370585661604,0.9854365897868615,0.9974998437402338,-1.0780530898691274,0.2810100644486248,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PLEKHH2,0.0129943318775358,0.0129943318775358,0.5006951007732854,0.0065061983089043,83.0,530.0,42.0,0.9948746796674792,0.9669354334645917,0.9974373398337396,1.2570329832617984,0.208741692364111,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPL19,-0.0127989987123501,0.0127989987123501,0.501706242739435,0.0064213375548,84.0,526.0,43.0,0.994812175760985,0.967185449090568,0.9973748359272454,-1.22969576700396,0.2188110525527564,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PLXDC2,-0.0236876833929799,0.0236876833929799,0.2679442520520894,0.0063469786095786,12.0,3975.0,44.0,0.9993124570285644,0.7516094755922245,0.9973123320207512,-2.279471217814405,0.0226390690207782,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DPP6,0.0214878841180528,0.0214878841180528,0.2933014555047206,0.0063024276875416,20.0,3275.0,45.0,0.998812425776611,0.7953622101381337,0.9972498281142572,2.0758942960640905,0.0379037283830219,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPS8,-0.0125431015983605,0.0125431015983605,0.5004171348949759,0.0062767829645481,87.0,534.0,46.0,0.9946246640415026,0.966685417838615,0.997187324207763,-1.205024788269739,0.2281937326756677,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPL37A,-0.0147048779425447,0.0147048779425447,0.4152734174617294,0.0061065449165581,58.0,1139.0,47.0,0.9964372773298332,0.9288705544096506,0.9971248203012688,-1.4134411216313174,0.1575260618336356,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
MT-ND3,-0.0191607000781272,0.0191607000781272,0.3089111215321837,0.005918953350476,29.0,2873.0,48.0,0.9982498906181636,0.8204887805487843,0.9970623163947748,-1.843025853700329,0.0653252358097877,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
DYSF,-0.0177695353258837,0.0177695353258837,0.3281053123745568,0.0058302789388498,39.0,2442.0,49.0,0.997624851553222,0.8474279642477655,0.9969998124882804,-1.7089039971333968,0.0874687339960171,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ABCA6,-0.00895837792867,0.00895837792867,0.6412538636879435,0.0057445944591364,197.0,149.0,50.0,0.9877492343271456,0.9907494218388648,0.9969373085817864,-0.859422448156556,0.3901074892182081,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
AC066613.2,-0.0134137508881346,0.0134137508881346,0.4264885079166754,0.0057208106018465,80.0,1034.0,51.0,0.9950621913869616,0.935433464591537,0.9968748046752922,-1.2889638752649115,0.1974106457258055,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PTPRM,-0.0181541433699392,0.0181541433699392,0.3148100161923718,0.0057151061682492,37.0,2737.0,52.0,0.9977498593662104,0.8289893118319895,0.996812300768798,-1.7459839654377356,0.0808137381301745,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PAG1,0.0115085625628191,0.0115085625628191,0.4866816883103184,0.0056010066580977,108.0,604.0,53.0,0.9933120820051252,0.962310144384024,0.996749796862304,1.1137903237574982,0.2653691490763192,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TPT1,-0.0137646049718703,0.0137646049718703,0.4054057690967753,0.0055802502649344,71.0,1248.0,54.0,0.9956247265454092,0.9220576286017876,0.9966872929558096,-1.3227896324362571,0.1859053459439894,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
NR6A1,-0.0095557504852912,0.0095557504852912,0.5804407042131532,0.0055465465409676,178.0,247.0,55.0,0.9889368085505345,0.9846240390024376,0.9966247890493156,-0.9170149915465156,0.3591347843878083,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SPRED1,0.0160462654760074,0.0160462654760074,0.3434657815084949,0.0055113431120096,49.0,2170.0,56.0,0.9969998124882804,0.8644290268141759,0.9965622851428214,1.5512691617488552,0.1208371938489718,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
EHBP1,-0.0119472232026372,0.0119472232026372,0.4574421208115595,0.0054651631196234,96.0,795.0,57.0,0.9940621288830552,0.9503718982436402,0.9964997812363272,-1.1475762965697736,0.2511435196703733,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SCD,0.0187324184191613,0.0187324184191613,0.2916181020741555,0.0054627123066547,32.0,3326.0,58.0,0.9980623788986812,0.7921745109069317,0.9964372773298332,1.8102405159163075,0.0702584970915605,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PDGFD,0.0104548986199386,0.0104548986199386,0.5194650048483404,0.0054309539622953,141.0,446.0,59.0,0.991249453090818,0.9721857616101006,0.9963747734233388,1.012206838416268,0.3114391672069021,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
TTC28,-0.010690558402174,0.010690558402174,0.5041957475130392,0.0053901340849159,129.0,511.0,60.0,0.991999499968748,0.9681230076879804,0.9963122695168448,-1.0264215477532643,0.3046929255326411,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KAZN,-0.0233052211130954,0.0233052211130954,0.2289736989825434,0.0053362826838715,15.0,5247.0,61.0,0.9991249453090818,0.6721045065316582,0.9962497656103506,-2.242598122113701,0.0249227414586503,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
ST3GAL6,0.0137543941543566,0.0137543941543566,0.3875635887944311,0.0053307023601555,74.0,1467.0,62.0,0.9954372148259266,0.9083692730795676,0.9961872617038564,1.330310403142722,0.1834160209592106,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
FRMD4A,-0.0173703909033307,0.0173703909033307,0.3060456081874252,0.0053161318484631,41.0,2954.0,63.0,0.9974998437402338,0.8154259641227577,0.9961247577973624,-1.670422580101509,0.0948357852319159,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
RPS27A,-0.0121593862299763,0.0121593862299763,0.4272207920065821,0.0051947426154844,91.0,1022.0,64.0,0.994374648415526,0.9361835114694668,0.9960622538908682,-1.1680308826104937,0.2427943080248655,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
CCDC122,-0.0140325251838125,0.0140325251838125,0.368066623366648,0.0051649041617133,67.0,1751.0,66.0,0.9958747421713856,0.8906181636352272,0.99593724607788,-1.3486197551298802,0.1774591320022382,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
FRY,-0.0217325735964273,0.0217325735964273,0.2372289358618437,0.0051555953078196,19.0,4974.0,67.0,0.9988749296831052,0.6891680730045628,0.9958747421713856,-2.090979556217205,0.0365298966398852,0.999997377522206,True,True,False,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PTCSC3,-0.0107984342505271,0.0107984342505271,0.4766572288012767,0.005147151745249,123.0,666.0,68.0,0.9923745234077128,0.9584349021813864,0.9958122382648916,-1.036821832145546,0.2998188988363268,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
SCARA3,0.0062661260588231,0.0062661260588231,0.8194859968914828,0.0051350025599623,398.0,23.0,69.0,0.97518594912182,0.9986249140571286,0.9957497343583974,0.6083682910929257,0.5429432370809553,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
PI16,-0.0068664276467283,0.0068664276467283,0.7443940477879577,0.0051113278697912,336.0,48.0,70.0,0.9790611913244578,0.9970623163947748,0.9956872304519032,-0.6577380285310084,0.5107064817069131,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
FNIP2,-0.0083673452438972,0.0083673452438972,0.5996318234977853,0.0050173264864336,222.0,209.0,71.0,0.9861866366647916,0.9869991874492156,0.9956247265454092,-0.8024411302748045,0.4222978290759589,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
KNOP1,-0.010749602358482,0.010749602358482,0.4624020261077096,0.0049706379104143,124.0,755.0,72.0,0.9923120195012188,0.9528720545034064,0.9955622226389148,-1.0321139612695778,0.3020187342815963,0.999997377522206,True,True,True,True,True,False,True,True,putamen_sex_interaction,Sex differences in motor control and habit disruption,MEDIUM,Sex differences in motor control and habit disruption,MEDIUM,Sex-specific OUD effects in habit formation
