gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
DPP10,0.0249481783681724,0.0249481783681724,0.454564749511556,0.0113405624506979,6.0,2355.0,11.0,0.9996874804675292,0.852865804112757,0.9993749609350584,3.65274568839635,0.0002594511562972,0.6918697501259174,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PARD3B,0.0161448879460886,0.0161448879460886,0.6896681232902767,0.0111346145705107,37.0,328.0,12.0,0.9977498593662104,0.979561222576411,0.9993124570285644,2.3593920033521916,0.0183049080161743,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PTPRJ,-0.0168804301311859,0.0168804301311859,0.6490906872228561,0.0109569299944689,30.0,478.0,13.0,0.9981873867116696,0.9701856366022876,0.99924995312207,-2.4925911514745827,0.0126814775750216,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SH3GL3,0.0175761240492687,0.0175761240492687,0.6225805472859329,0.0109425529297591,26.0,618.0,14.0,0.998437402337646,0.961435089693106,0.999187449215576,2.5696650262178893,0.0101796893890648,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PCDH9,0.0224510604395324,0.0224510604395324,0.4636972058708017,0.0104104939946477,9.0,2218.0,15.0,0.9994999687480468,0.8614288393024564,0.9991249453090818,3.285876424729382,0.0010166560105691,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AL139294.1,-0.0158538364302461,0.0158538364302461,0.6526108760638963,0.0103463860817166,39.0,464.0,16.0,0.997624851553222,0.9710606912932058,0.9990624414025876,-2.3417670070361747,0.0191926921587659,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ABTB2,-0.0225220859276897,0.0225220859276897,0.3917830340209549,0.0088237711572309,8.0,3558.0,17.0,0.9995624726545408,0.7776736046002874,0.9989999374960936,-3.321446723006625,0.0008955207747611,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC012494.1,-0.0206626615315909,0.0206626615315909,0.4215811245641011,0.0087109880849754,12.0,2955.0,18.0,0.9993124570285644,0.8153634602162635,0.9989374335895992,-3.048265528311224,0.0023016645229538,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DAB1,0.0137941133030091,0.0137941133030091,0.6218770073477434,0.008578241899891,55.0,621.0,19.0,0.9966247890493156,0.9612475779736234,0.9988749296831052,2.0140230672430164,0.0440071117141638,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ENOX2,0.0112427771783702,0.0112427771783702,0.7322131480104936,0.0082321092701549,95.0,203.0,20.0,0.9941246327895492,0.9873742108881806,0.998812425776611,1.639188224772034,0.1011740654166635,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
KCNQ1OT1,0.0133467494495619,0.0133467494495619,0.6149169138721852,0.0082071419817499,65.0,666.0,21.0,0.995999749984374,0.9584349021813864,0.9987499218701168,1.9482976781362211,0.0513793548241818,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC061958.1,-0.0157152376189766,0.0157152376189766,0.5200458539611955,0.0081726441677638,41.0,1485.0,22.0,0.9974998437402338,0.9072442027626728,0.9986874179636228,-2.3214044749937823,0.0202650242497897,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
STARD13-AS,-0.0116483514429292,0.0116483514429292,0.698280947960097,0.008133821887741,87.0,300.0,23.0,0.9946246640415026,0.9813113319582474,0.9986249140571286,-1.723909450945608,0.0847241909156288,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TRHDE,-0.016741650251587,0.016741650251587,0.4692261986143171,0.0078556209060825,33.0,2145.0,24.0,0.997999874992187,0.8659916244765298,0.9985624101506344,-2.472202017402729,0.0134283609554517,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LINC01572,-0.0141323469142556,0.0141323469142556,0.5540684893107678,0.0078302881051973,53.0,1128.0,25.0,0.996749796862304,0.9295580973810864,0.9984999062441404,-2.0888508015585217,0.0367211557251445,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TESK2,0.0111471133555655,0.0111471133555655,0.7022401467422191,0.0078279505185644,97.0,292.0,26.0,0.993999624976561,0.9818113632102008,0.998437402337646,1.625133575678614,0.1041341000763429,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SELENOP,-0.0135536374610206,0.0135536374610206,0.5763393174430919,0.0078114941631557,61.0,946.0,27.0,0.9962497656103506,0.9409338083630228,0.998374898431152,-2.0038285010294112,0.0450884346633508,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPS27A,0.0106126034469376,0.0106126034469376,0.729294918571128,0.007739717766662,105.0,210.0,28.0,0.9934995937246078,0.9869366835427216,0.9983123945246578,1.546604942988927,0.1219585370702729,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ABHD2,-0.0165751153172329,0.0165751153172329,0.464783894499118,0.0077038466489155,34.0,2202.0,29.0,0.9979373710856928,0.8624289018063629,0.9982498906181636,-2.4477351918513337,0.0143757267533752,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RGS6,0.0163121679872292,0.0163121679872292,0.4692608269306999,0.0076546614387197,35.0,2142.0,30.0,0.9978748671791988,0.8661791361960123,0.9981873867116696,2.383968297813729,0.0171270777335765,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SLC7A14-AS1,0.0193736530644621,0.0193736530644621,0.393587405650982,0.0076252258476238,20.0,3520.0,31.0,0.998812425776611,0.7800487530470654,0.9981248828051752,2.8337527325534806,0.0046004913882158,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TTC28,0.0121506868354633,0.0121506868354633,0.606933201522456,0.0073746552617445,81.0,718.0,32.0,0.9949996874804676,0.9551846990436902,0.9980623788986812,1.7725756565603676,0.0762990484763264,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LINC00609,0.0194374368811943,0.0194374368811943,0.3772204553183491,0.0073321987905458,19.0,3907.0,33.0,0.9988749296831052,0.7558597412338272,0.997999874992187,2.8431236643825466,0.0044673733044255,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TANC2,-0.015239280303484,0.015239280303484,0.4717552892854478,0.0071892110880721,43.0,2097.0,34.0,0.9973748359272454,0.8689918119882493,0.9979373710856928,-2.2514782180601465,0.024355264967433,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
BACH2,-0.0177102132679463,0.0177102132679463,0.4057785067581707,0.0071864238942359,25.0,3261.0,35.0,0.9984999062441404,0.7962372648290519,0.9978748671791988,-2.614500463363718,0.0089358039310456,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
BCAT1,-0.0137108598340457,0.0137108598340457,0.5223474612955371,0.0071618328264927,58.0,1449.0,36.0,0.9964372773298332,0.9094943433964624,0.9978123632727044,-2.0269271523034145,0.0426698632330388,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PDE4D,-0.0173542818173803,0.0173542818173803,0.411847829144072,0.0071473232928425,28.0,3126.0,37.0,0.9983123945246578,0.8046752922057628,0.9977498593662104,-2.562208055509287,0.0104008990533026,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PLCG2,-0.0170531882897052,0.0170531882897052,0.4173775836940676,0.0071176185226371,29.0,3036.0,38.0,0.9982498906181636,0.8103006437902369,0.9976873554597162,-2.517972274921532,0.0118032611674747,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
IGF1R,-0.0196769780670322,0.0196769780670322,0.3609470097918191,0.0071023463950345,15.0,4283.0,39.0,0.9991249453090818,0.7323582723920246,0.997624851553222,-2.9034517961667135,0.0036907378190493,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CASK,0.013935417452255,0.013935417452255,0.5068656848597104,0.0070633849107432,54.0,1648.0,40.0,0.9966872929558096,0.8970560660041252,0.997562347646728,2.0347830596295764,0.0418727063477282,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TPT1,0.0101341261291237,0.0101341261291237,0.6963279924002784,0.0070566757022239,117.0,308.0,41.0,0.992749546846678,0.9808113007062942,0.9974998437402338,1.4763084546835674,0.1398611054884253,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ALDH1A1,0.006710991622282,0.006710991622282,1.045382836337697,0.0070155554567396,298.0,5.0,42.0,0.9814363397712356,0.9997499843740234,0.9974373398337396,0.9733915433296908,0.3303587403032391,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
STARD13,-0.012978707759904,0.012978707759904,0.5379201265279677,0.006981508120377,69.0,1289.0,43.0,0.9957497343583974,0.9194949684355272,0.9973748359272454,-1.919361510628282,0.0549385984430044,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DEPTOR,0.009555250034435,0.009555250034435,0.7267170327886052,0.0069439629525778,130.0,217.0,44.0,0.991936996062254,0.9864991561972624,0.9973123320207512,1.3912616716794086,0.1641460919630029,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ROR1,0.0192182424016892,0.0192182424016892,0.3600249564600628,0.0069190468839071,21.0,4314.0,45.0,0.9987499218701168,0.7304206512907057,0.9972498281142572,2.810920252451695,0.0049400028380044,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TNR,0.0085101515546397,0.0085101515546397,0.7851812189489278,0.0066820111711121,177.0,107.0,46.0,0.9889993124570284,0.9933745859116194,0.997187324207763,1.2377188592457105,0.215820323780856,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
GABRB1,-0.0168657339530111,0.0168657339530111,0.3915693657052354,0.0066041047461338,31.0,3564.0,47.0,0.9981248828051752,0.7772985811613226,0.9971248203012688,-2.490432031953679,0.0127587896723235,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PCDH9-AS2,-0.0144598668458782,0.0144598668458782,0.4513870730886384,0.0065269969728124,49.0,2417.0,48.0,0.9969998124882804,0.8489905619101193,0.9970623163947748,-2.136969072134581,0.0326005072286714,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LINC01608,0.0143905543047047,0.0143905543047047,0.4498725728153254,0.0064739156892962,50.0,2439.0,49.0,0.9969373085817864,0.847615475967248,0.9969998124882804,2.101650435018966,0.0355839083646494,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AL354809.1,0.014215031348127,0.014215031348127,0.4552295860959506,0.0064711028369488,51.0,2336.0,50.0,0.9968748046752922,0.854053378336146,0.9969373085817864,2.0758631155264493,0.0379066129262286,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DAAM2,0.0132067950791075,0.0132067950791075,0.4894857158686948,0.0064645375436281,68.0,1857.0,51.0,0.9958122382648916,0.8839927495468467,0.9968748046752922,1.9277359913025032,0.0538879729385388,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPS18,0.0089443686570128,0.0089443686570128,0.7218239960784478,0.0064562599264038,155.0,238.0,52.0,0.9903743983999,0.9851865741608852,0.996812300768798,1.301512766130199,0.1930829976525061,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC053513.1,0.0097552318360489,0.0097552318360489,0.6565211261416821,0.006404515790776,126.0,447.0,53.0,0.9921870116882304,0.9721232577036064,0.996749796862304,1.4206424131587871,0.155420741719275,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PBX3,-0.0158160258574468,0.0158160258574468,0.4003802713116941,0.0063324247238773,40.0,3375.0,54.0,0.997562347646728,0.7891118194887181,0.9966872929558096,-2.336211988251267,0.0194801958055006,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ADAMTSL3,0.0122800401655181,0.0122800401655181,0.5141912226142072,0.0063142888664593,80.0,1551.0,55.0,0.9950621913869616,0.9031189449340584,0.9966247890493156,1.7915798695395757,0.0732002901165276,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CNTN5,-0.0194990612204028,0.0194990612204028,0.323378501884484,0.0063055772056077,18.0,5216.0,56.0,0.9989374335895992,0.6740421276329771,0.9965622851428214,-2.8773127733483417,0.004010778375395,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LDLRAD3,-0.0196284130914963,0.0196284130914963,0.3199401834789337,0.0062799180858936,16.0,5315.0,57.0,0.9990624414025876,0.6678542408900556,0.9964997812363272,-2.8963167719812146,0.0037757105891114,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPS23,0.0091576807360446,0.0091576807360446,0.6841907213774517,0.0062656001889387,144.0,337.0,58.0,0.9910619413713356,0.9789986874179636,0.9964372773298332,1.332851952985609,0.1825803925841254,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC004158.1,-0.0137782977730848,0.0137782977730848,0.4540873939604258,0.0062565513289908,57.0,2364.0,59.0,0.9964997812363272,0.8523032689543096,0.9963747734233388,-2.036834937095917,0.0416665859299505,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PWRN1,0.0167712528663657,0.0167712528663657,0.3705945003863156,0.0062153340768633,32.0,4053.0,60.0,0.9980623788986812,0.7467341708856803,0.9963122695168448,2.4514157057385777,0.0142295510721008,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RFX4,0.0106074899875866,0.0106074899875866,0.5781672363133036,0.006132903170344,106.0,929.0,61.0,0.9934370898181136,0.9419963747734234,0.9962497656103506,1.545853688494542,0.1221399073344162,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ROBO2,0.0161767342274643,0.0161767342274643,0.3783972015331021,0.0061212309616172,36.0,3881.0,62.0,0.9978123632727044,0.7574848428026751,0.9961872617038564,2.364070765882722,0.0180753595488811,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DCC,0.0186006842993813,0.0186006842993813,0.3284677005854682,0.006109724001134,22.0,5079.0,63.0,0.9986874179636228,0.6826051628226764,0.9961247577973624,2.72019042200726,0.0065244332353768,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
USP9Y,-0.0112138165918917,0.0112138165918917,0.541361604167163,0.0060707297390228,96.0,1256.0,64.0,0.9940621288830552,0.9215575973498344,0.9960622538908682,-1.6600688613565573,0.0969006002976329,0.9999962640752832,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LINC01170,-0.0137848199667324,0.0137848199667324,0.439452854054173,0.0060577784770035,56.0,2627.0,65.0,0.9965622851428214,0.8358647415463467,0.995999749984374,-2.037793158713543,0.0415706228447982,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
GFAP,0.0120415874349964,0.0120415874349964,0.4946365593657215,0.0059562093781481,84.0,1788.0,66.0,0.994812175760985,0.8883055190949434,0.99593724607788,1.756547091686936,0.0789950379453581,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DYSF,0.0141432083800848,0.0141432083800848,0.4198647114013381,0.0059382341047933,52.0,2992.0,67.0,0.996812300768798,0.8130508156759797,0.9958747421713856,2.065311095096093,0.0388935744430307,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CPQ,0.0135811129443117,0.0135811129443117,0.436432738177333,0.0059272423097815,60.0,2679.0,68.0,0.9963122695168448,0.8326145384086505,0.9958122382648916,1.982729677427544,0.0473976327467799,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PREX2,-0.0125390365130688,0.0125390365130688,0.4704660538809861,0.005899191027773,74.0,2126.0,69.0,0.9954372148259266,0.8671791986999188,0.9957497343583974,-1.8547662967891765,0.0636296068431871,0.9999962640752832,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
