gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
FRY,0.0321632894385385,0.0321632894385385,0.3927117041810519,0.0126309002074769,15.0,2427.0,24.0,0.9991249453090818,0.8483655228451779,0.9985624101506344,2.752496425919779,0.0059142791997646,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NPAS3,-0.0261124293801261,0.0261124293801261,0.4694779870780088,0.0122592107830982,24.0,1371.0,25.0,0.9985624101506344,0.9143696481030064,0.9984999062441404,-2.2280208447048055,0.0258791250157994,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ABHD2,-0.0243195225894776,0.0243195225894776,0.4862666943405317,0.0118257738575251,31.0,1181.0,29.0,0.9981248828051752,0.926245390336896,0.9982498906181636,-2.074790590038518,0.0380059470791218,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
KCNQ1OT1,0.0211854504158916,0.0211854504158916,0.555269188525279,0.0117636278609746,42.0,673.0,30.0,0.9974373398337396,0.9579973748359272,0.9981873867116696,1.814278623466554,0.0696348408894083,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RGS7,-0.0206438490124859,0.0206438490124859,0.5364077189755508,0.0110735199596632,49.0,796.0,32.0,0.9969998124882804,0.950309394337146,0.9980623788986812,-1.7606502224464802,0.0782976226554206,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
IGF1R,-0.0245623673966538,0.0245623673966538,0.4494444523783246,0.0110394197637042,30.0,1623.0,33.0,0.9981873867116696,0.8986186636664791,0.997999874992187,-2.095545250482706,0.036122550330812,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
GRIK2,0.017554092655142,0.017554092655142,0.6224249746638082,0.0109261056761229,73.0,365.0,34.0,0.9954997187324208,0.9772485780361272,0.9979373710856928,1.5039256941529295,0.1326005003419412,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ZDHHC14,-0.0217783611838666,0.0217783611838666,0.496887282198916,0.0108213906993978,39.0,1082.0,35.0,0.997624851553222,0.9324332770798176,0.9978748671791988,-1.8576109734734647,0.0632242790750186,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC006148.1,-0.0251861919392184,0.0251861919392184,0.4035803184889673,0.010164651364354,25.0,2252.0,37.0,0.9984999062441404,0.8593037064816551,0.9977498593662104,-2.148860232623906,0.031645481010422,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL589740.1,0.0209162657416868,0.0209162657416868,0.4816491374207736,0.0100743013525471,44.0,1220.0,38.0,0.9973123320207512,0.923807737983624,0.9976873554597162,1.79127283398782,0.0732495233077203,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC02462,-0.0178792277614437,0.0178792277614437,0.5565920354434098,0.0099514357718982,72.0,668.0,40.0,0.9955622226389148,0.958309894368398,0.997562347646728,-1.5243726755251437,0.1274156418529162,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NKAIN2,0.0247439637455447,0.0247439637455447,0.3881171057935446,0.0096035555947812,29.0,2496.0,41.0,0.9982498906181636,0.8440527532970811,0.9974998437402338,2.1184059247742284,0.0341407045394592,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PCDH9-AS2,0.0231734396121129,0.0231734396121129,0.414258626356109,0.0095997972616601,35.0,2106.0,42.0,0.9978748671791988,0.8684292768298019,0.9974373398337396,1.984181538888408,0.0472356058082723,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RYR3,0.0155859675570702,0.0155859675570702,0.6117767279561912,0.0095351322340957,106.0,403.0,43.0,0.9934370898181136,0.9748734295893492,0.9973748359272454,1.335720458071703,0.1816406599783289,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CALD1,0.0158694599266903,0.0158694599266903,0.5942427349715189,0.0094303112693573,102.0,500.0,44.0,0.9936871054440902,0.9688105506594162,0.9973123320207512,1.3599490505559406,0.1738460473829763,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01006,0.0153568194806964,0.0153568194806964,0.5968637274006224,0.0091659285162669,109.0,481.0,45.0,0.9932495780986312,0.9699981248828052,0.9972498281142572,1.316136384720994,0.1881282707572227,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC110285.1,0.017940440674631,0.017940440674631,0.510481960189661,0.0091582713222519,71.0,986.0,46.0,0.9956247265454092,0.9384336521032564,0.997187324207763,1.5369448146810525,0.1243068238766578,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SPRED2,-0.0129029244845076,0.0129029244845076,0.7041745339217981,0.0090859108351063,164.0,171.0,47.0,0.9898118632414524,0.9893743358959936,0.9971248203012688,-1.099074370895604,0.2717356278546088,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC108721.2,0.0186405757332855,0.0186405757332855,0.4856973895559273,0.0090536789734763,64.0,1183.0,48.0,0.9960622538908682,0.9261203825239076,0.9970623163947748,1.5967816527687848,0.1103143870695,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NECTIN3,-0.0214258642391313,0.0214258642391313,0.4189120897579312,0.0089755535632842,41.0,2047.0,49.0,0.9974998437402338,0.872117007312957,0.9969998124882804,-1.8274849251520524,0.0676268907459003,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AGMO,-0.0166933583918177,0.0166933583918177,0.5334061892642712,0.0089043406858022,87.0,813.0,50.0,0.9946246640415026,0.9492468279267454,0.9969373085817864,-1.4230226965655497,0.1547295758622919,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LITAF,-0.0141452725135411,0.0141452725135411,0.6287803659875082,0.0088942696280574,131.0,346.0,51.0,0.9918744921557596,0.9784361522595162,0.9968748046752922,-1.20525128196866,0.2281063106787759,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC008591.1,-0.018060254599827,0.018060254599827,0.4917270755627531,0.0088807161782917,69.0,1125.0,52.0,0.9957497343583974,0.9297456091005688,0.996812300768798,-1.5398440813403227,0.1235983639511688,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ZIC1,0.0146316974693591,0.0146316974693591,0.602282197992329,0.0088124109122044,122.0,451.0,53.0,0.9924370273142072,0.9718732420776298,0.996749796862304,1.2541640440277309,0.2097823859370553,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
BDNF-AS,0.0128392949840501,0.0128392949840501,0.6760509894172962,0.0086800180773876,166.0,227.0,54.0,0.9896868554284642,0.9858741171323208,0.9966872929558096,1.100976889669836,0.2709067154851108,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01376,0.0132889927095172,0.0132889927095172,0.6526358485046987,0.0086728730327485,155.0,279.0,55.0,0.9903743983999,0.9826239139946248,0.9966247890493156,1.1394101742976734,0.25453211432177,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PCDH9,0.0220975584112642,0.0220975584112642,0.389029917899262,0.0085966113345082,38.0,2488.0,56.0,0.9976873554597162,0.8445527845490344,0.9965622851428214,1.8922316666158616,0.0584601209291819,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NEAT1,-0.0287627721423598,0.0287627721423598,0.2976872720395263,0.0085623111753535,21.0,4475.0,57.0,0.9987499218701168,0.7203575223451466,0.9964997812363272,-2.4545316139919944,0.014106825989647,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01572,0.0180165628639834,0.0180165628639834,0.4739686105100367,0.0085392852668089,70.0,1314.0,58.0,0.9956872304519032,0.9179323707731734,0.9964372773298332,1.543450575338024,0.1227214906279783,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CTNNA3,-0.0195473608078241,0.0195473608078241,0.4354486850791291,0.0085118725605343,58.0,1795.0,59.0,0.9964372773298332,0.8878679917494844,0.9963747734233388,-1.6669391786179606,0.0955264994384452,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PADI2,0.0141909951676396,0.0141909951676396,0.5976838732284518,0.008481728956761,130.0,476.0,61.0,0.991936996062254,0.970310644415276,0.9962497656103506,1.2164995506604628,0.2237946821098209,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC078881.1,0.0115341349818971,0.0115341349818971,0.7341948167838305,0.0084683021197939,211.0,129.0,62.0,0.9868741796362271,0.991999499968748,0.9961872617038564,0.9894317716786056,0.3224519361795794,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC027288.3,-0.0161074939714113,0.0161074939714113,0.5200417294875198,0.0083765690226025,97.0,911.0,63.0,0.993999624976561,0.943121445090318,0.9961247577973624,-1.3729519651661133,0.1697672801485117,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
QDPR,-0.0208061754548442,0.0208061754548442,0.401091187066183,0.0083451736114907,45.0,2294.0,65.0,0.9972498281142572,0.8566785424089005,0.995999749984374,-1.7745234043828544,0.0759766142908964,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ESRRG,-0.0181284151834248,0.0181284151834248,0.4512070669120275,0.0081796690426765,68.0,1598.0,66.0,0.9958122382648916,0.900181261328833,0.99593724607788,-1.5456694056892348,0.1221844296631269,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SNCA,-0.0166164022118005,0.0166164022118005,0.4873920920550702,0.0080987030364379,89.0,1171.0,67.0,0.9944996562285144,0.9268704294018376,0.9958747421713856,-1.4164456591402486,0.1566450636597005,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SNAP25-AS1,-0.0170991621072717,0.0170991621072717,0.470194737247655,0.0080399360341837,82.0,1359.0,68.0,0.9949371835739734,0.9151196949809364,0.9958122382648916,-1.4577045924610186,0.1449219855675674,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
TMEFF2,0.0207966339196503,0.0207966339196503,0.3786924389894746,0.0078755280218036,46.0,2661.0,69.0,0.997187324207763,0.8337396087255453,0.9957497343583974,1.781048535294515,0.0749045221416742,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SH3PXD2B,-0.0203416074707199,0.0203416074707199,0.3862901620540525,0.0078577628463043,51.0,2524.0,70.0,0.9968748046752922,0.8423026439152447,0.9956872304519032,-1.7348192374465337,0.0827728276618589,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL117190.2,-0.0192064197056077,0.0192064197056077,0.4084910275705101,0.0078456501214942,60.0,2185.0,71.0,0.9963122695168448,0.8634914682167636,0.9956247265454092,-1.6378007469988116,0.1014632657140353,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SLC5A11,-0.0248156796930371,0.0248156796930371,0.3140709112114576,0.0077938831335238,27.0,4059.0,72.0,0.998374898431152,0.7463591474467155,0.9955622226389148,-2.1171945118315816,0.0342433429933386,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC069437.1,-0.0182332343606889,0.0182332343606889,0.426929402989894,0.0077843038601837,66.0,1924.0,73.0,0.99593724607788,0.8798049878117382,0.9954997187324208,-1.5546277460278777,0.1200347517679205,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SH3RF1,-0.018246415129558,0.018246415129558,0.4251813910284454,0.0077580361660679,65.0,1952.0,74.0,0.995999749984374,0.8780548784299018,0.9954372148259266,-1.5557542365855748,0.1197665440920203,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SCN1A-AS1,-0.0172286935137254,0.0172286935137254,0.4498873496102353,0.0077509712621369,79.0,1618.0,75.0,0.9951246952934558,0.8989311831989499,0.9953747109194324,-1.46877495624217,0.1418938389243194,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC015923.1,-0.0169496402537686,0.0169496402537686,0.4549651357762132,0.0077114953794138,84.0,1547.0,76.0,0.994812175760985,0.903368960560035,0.9953122070129384,-1.4449257509674367,0.1484787423227966,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ENTPD1-AS1,0.0137448627078227,0.0137448627078227,0.5545202252130496,0.0076218043642643,144.0,682.0,77.0,0.9910619413713356,0.95743483967748,0.995249703106444,1.1783709704190408,0.238648745552696,0.999999113285704,True,True,True,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LRRC7,0.0226826541182341,0.0226826541182341,0.3313746130508971,0.0075164557313971,36.0,3652.0,79.0,0.9978123632727044,0.7717982373898369,0.9951246952934558,1.9422367001461984,0.0521084520856154,0.999999113285704,True,True,False,True,True,False,True,True,caudate_sex_interaction,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
