contrast,tf,activity_score,padj,analysis_type
OUD_vs_Control_Male,KAT7,-4.64130292458154,0.00020817694479686552,Transcription_Factor
OUD_vs_Control_Male,KMT2A,-4.202164390105052,0.0012697455275176058,Transcription_Factor
OUD_vs_Control_Male,MAFG,-3.4786946214016647,0.012079067752512239,Transcription_Factor
OUD_vs_Control_Male,MAZ,-3.009888746140172,0.038331954472684816,Transcription_Factor
OUD_vs_Control_Male,MED1,-3.2757788931709864,0.021644734009150696,Transcription_Factor
OUD_vs_Control_Male,MYB,-3.421536820584437,0.014117021623070167,Transcription_Factor
OUD_vs_Control_Male,MYBL2,-3.262966910257979,0.02170717916168942,Transcription_Factor
OUD_vs_Control_Male,MYC,-6.228047256813168,3.443519874162706e-07,Transcription_Factor
OUD_vs_Control_Male,NCOA3,-3.57048377473168,0.008838148564848294,Transcription_Factor
OUD_vs_Control_Male,NCOR1,-3.259156061671589,0.02170717916168942,Transcription_Factor
OUD_vs_Control_Male,NCOR2,-3.3347520102902344,0.018601915443567332,Transcription_Factor
OUD_vs_Control_Male,NEUROG1,-3.6371757346365072,0.007344417402569994,Transcription_Factor
OUD_vs_Control_Male,NFAT5,-3.179316903769637,0.02411788930078105,Transcription_Factor
OUD_vs_Control_Male,NFE2L2,-3.7745038574223693,0.0048072117226277125,Transcription_Factor
OUD_vs_Control_Male,NFKB,-5.670884158244095,1.4727861040410433e-06,Transcription_Factor
OUD_vs_Control_Male,NFKB1,-4.411261004523613,0.0005292058756948664,Transcription_Factor
OUD_vs_Control_Male,OLIG2,-3.14293244336336,0.026137471914671796,Transcription_Factor
OUD_vs_Control_Male,RELA,-4.891137020815456,7.241800223084246e-05,Transcription_Factor
OUD_vs_Control_Male,REST,-3.8853105519298454,0.0035029963882958425,Transcription_Factor
OUD_vs_Control_Male,SALL1,-3.244507333721058,0.02170717916168942,Transcription_Factor
OUD_vs_Control_Male,SP1,-5.7242660827896055,1.4727861040410433e-06,Transcription_Factor
OUD_vs_Control_Male,SPI1,-3.1811145190864263,0.02411788930078105,Transcription_Factor
OUD_vs_Control_Male,STAT1,-5.968491890206363,5.806090177135982e-07,Transcription_Factor
OUD_vs_Control_Male,STAT3,-5.806454140917107,1.15886017721273e-06,Transcription_Factor
OUD_vs_Control_Male,STAT5A,-5.051633050289802,3.95839096874344e-05,Transcription_Factor
OUD_vs_Control_Male,STAT5B,-4.862450825317773,7.612484542054819e-05,Transcription_Factor
OUD_vs_Control_Male,TAF1,-2.936637562525856,0.04675247473913583,Transcription_Factor
OUD_vs_Control_Male,TP53,-3.8454137591188666,0.0039372285634694925,Transcription_Factor
OUD_vs_Control_Male,ZNF382,3.2306212207238922,0.02220000196518188,Transcription_Factor
OUD_vs_Control_Female,APEX1,3.1910930207738133,0.040965414835861184,Transcription_Factor
OUD_vs_Control_Female,ATF3,3.409590182424686,0.022278685645030192,Transcription_Factor
OUD_vs_Control_Female,CEBPG,3.974758332574857,0.004226819110931795,Transcription_Factor
OUD_vs_Control_Female,CREB1,3.753596672623503,0.008628994752319196,Transcription_Factor
OUD_vs_Control_Female,DDIT3,4.162311926932467,0.002836699908097491,Transcription_Factor
OUD_vs_Control_Female,EBF3,-4.109230307915629,0.0031522416869400926,Transcription_Factor
OUD_vs_Control_Female,ELK1,3.8545671500981245,0.00641873027048826,Transcription_Factor
OUD_vs_Control_Female,ELK4,3.1254006014751115,0.04908932375272459,Transcription_Factor
OUD_vs_Control_Female,GLIS3,3.3375246874746716,0.02762607832251758,Transcription_Factor
OUD_vs_Control_Female,HIF1A,4.0213845785140565,0.003787270721618178,Transcription_Factor
OUD_vs_Control_Female,HOXC8,3.66754689888097,0.010363807599258,Transcription_Factor
OUD_vs_Control_Female,HSF1,3.729477295605516,0.008628994752319196,Transcription_Factor
OUD_vs_Control_Female,MAFA,3.6404660380279226,0.01087685920050741,Transcription_Factor
OUD_vs_Control_Female,MYC,7.898490160761918,2.107552840560511e-12,Transcription_Factor
OUD_vs_Control_Female,NFE2L2,4.086620378681243,0.0031522416869400926,Transcription_Factor
OUD_vs_Control_Female,NFKB,4.553148693534498,0.000635325069002228,Transcription_Factor
OUD_vs_Control_Female,NFKB1,4.944190980951026,0.0001278772810576067,Transcription_Factor
OUD_vs_Control_Female,NKRF,3.487383803764029,0.017540228282695643,Transcription_Factor
OUD_vs_Control_Female,REL,5.825309391857518,1.380621404780484e-06,Transcription_Factor
OUD_vs_Control_Female,RELA,4.915610941921513,0.0001278772810576067,Transcription_Factor
OUD_vs_Control_Female,SIX1,-3.1997180988700014,0.040965414835861184,Transcription_Factor
OUD_vs_Control_Female,SIX3,-3.1896072216120466,0.040965414835861184,Transcription_Factor
OUD_vs_Control_Female,STAT1,4.403500964009137,0.0010969763582054596,Transcription_Factor
OUD_vs_Control_Female,STAT3,5.977307986549195,8.251433438613499e-07,Transcription_Factor
OUD_vs_Control_Female,TBX1,-3.744824346705141,0.008628994752319196,Transcription_Factor
OUD_vs_Control_Female,TLX1,3.6188310999283657,0.011204747619136542,Transcription_Factor
OUD_Effect_Male_vs_Female,ABL1,-4.021069897434716,0.0006045745115823926,Transcription_Factor
OUD_Effect_Male_vs_Female,AP1,-6.378155259433387,8.725245510415834e-09,Transcription_Factor
OUD_Effect_Male_vs_Female,APEX1,-4.5288127003126215,0.00010185772026054878,Transcription_Factor
OUD_Effect_Male_vs_Female,AR,-4.326831441794043,0.00019822061210441095,Transcription_Factor
OUD_Effect_Male_vs_Female,ARID3A,-3.137468436778255,0.010745190072446124,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF1,-4.758249905803792,4.1462254027624325e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF2,-6.237357316626154,2.0281586854570908e-08,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF3,-5.106385224418663,9.894126807649886e-06,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF4,-3.530286718469109,0.0032849064100700116,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF5,-3.5188793770491538,0.003388042564789885,Transcription_Factor
OUD_Effect_Male_vs_Female,ATF6,-4.274728607393785,0.00023372675448117238,Transcription_Factor
OUD_Effect_Male_vs_Female,BHLHA15,-2.9785523401858467,0.01601051416225488,Transcription_Factor
OUD_Effect_Male_vs_Female,BMAL1,-4.825731049051689,3.2493110588109513e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,BMAL2,-2.8520013634030748,0.021830994521803405,Transcription_Factor
OUD_Effect_Male_vs_Female,BRCA1,-4.729091072713905,4.6510723481293714e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,BRD4,-2.7252034968192116,0.030375820634909522,Transcription_Factor
OUD_Effect_Male_vs_Female,CEBPA,-3.4090825394488355,0.0047345807131647455,Transcription_Factor
OUD_Effect_Male_vs_Female,CEBPB,-5.066993843607415,1.168748200038347e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,CEBPE,-3.108779848225299,0.011640684470357963,Transcription_Factor
OUD_Effect_Male_vs_Female,CEBPG,-7.231583226149416,3.523542297494902e-11,Transcription_Factor
OUD_Effect_Male_vs_Female,CIITA,-2.646143265482082,0.037981694061152656,Transcription_Factor
OUD_Effect_Male_vs_Female,CLOCK,-4.563691388182694,9.167596794710319e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,CREB1,-7.214158116183045,3.640364747934499e-11,Transcription_Factor
OUD_Effect_Male_vs_Female,CREB3L3,-3.82371998365026,0.0011975458801257637,Transcription_Factor
OUD_Effect_Male_vs_Female,CREBBP,-3.045779371459882,0.013672200175615516,Transcription_Factor
OUD_Effect_Male_vs_Female,DDIT3,-7.32710647692829,1.9314480026337383e-11,Transcription_Factor
OUD_Effect_Male_vs_Female,DMTF1,-6.043930228941902,6.082055019171256e-08,Transcription_Factor
OUD_Effect_Male_vs_Female,DOT1L,-4.31350500449196,0.00020679117960110808,Transcription_Factor
OUD_Effect_Male_vs_Female,E2F3,-2.934895846882916,0.018028541501984623,Transcription_Factor
OUD_Effect_Male_vs_Female,E2F7,2.5963262355832937,0.04284377940553783,Transcription_Factor
OUD_Effect_Male_vs_Female,EBF3,3.6017938584129245,0.002613062907693562,Transcription_Factor
OUD_Effect_Male_vs_Female,EGR1,-5.45933692024369,1.5741711133523003e-06,Transcription_Factor
OUD_Effect_Male_vs_Female,EGR2,-4.427235595835914,0.00014043721141945566,Transcription_Factor
OUD_Effect_Male_vs_Female,EHF,-3.071732951294222,0.012941099358330627,Transcription_Factor
OUD_Effect_Male_vs_Female,ELK1,-5.115635286954132,9.831400677079697e-06,Transcription_Factor
OUD_Effect_Male_vs_Female,ELK4,-3.9715346587503673,0.0007140668981033729,Transcription_Factor
OUD_Effect_Male_vs_Female,EPAS1,-4.206844819276293,0.00030090965038620434,Transcription_Factor
OUD_Effect_Male_vs_Female,ETS1,-6.199317638949007,2.4315240074110592e-08,Transcription_Factor
OUD_Effect_Male_vs_Female,ETV4,-4.376741582465105,0.00016699227690229163,Transcription_Factor
OUD_Effect_Male_vs_Female,FHL2,-4.230891040502933,0.00027492755034686737,Transcription_Factor
OUD_Effect_Male_vs_Female,FLI1,-2.8872272139113178,0.020238102921463354,Transcription_Factor
OUD_Effect_Male_vs_Female,FOS,-5.930390630060886,1.0988157241024148e-07,Transcription_Factor
OUD_Effect_Male_vs_Female,FOXD1,-3.7964126468078936,0.0013042980368971715,Transcription_Factor
OUD_Effect_Male_vs_Female,FOXM1,-2.8622785396132686,0.021322481917963258,Transcription_Factor
OUD_Effect_Male_vs_Female,FOXO1,-3.0808645959795724,0.012679666501336622,Transcription_Factor
OUD_Effect_Male_vs_Female,GATA1,-4.936259160648915,2.130961991348794e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,GLIS3,-3.0353118650077056,0.01404054482929733,Transcription_Factor
OUD_Effect_Male_vs_Female,GTF3A,-2.8494329721436755,0.021855143854069763,Transcription_Factor
OUD_Effect_Male_vs_Female,HAND2,-4.115417009529423,0.00043493381275974197,Transcription_Factor
OUD_Effect_Male_vs_Female,HIF1A,-8.73235725025031,6.325438514522919e-16,Transcription_Factor
OUD_Effect_Male_vs_Female,HMGB2,-3.583649912572311,0.002764486624341633,Transcription_Factor
OUD_Effect_Male_vs_Female,HNF4A,-2.824033560552503,0.02286994329025492,Transcription_Factor
OUD_Effect_Male_vs_Female,HOXC8,-4.4894893361867485,0.00011192105315441169,Transcription_Factor
OUD_Effect_Male_vs_Female,HR,-5.818914946907198,2.0491575149516808e-07,Transcription_Factor
OUD_Effect_Male_vs_Female,HSF1,-6.020147519881907,6.674379215255117e-08,Transcription_Factor
OUD_Effect_Male_vs_Female,HSF2,-2.9300307937518197,0.018176463971209283,Transcription_Factor
OUD_Effect_Male_vs_Female,ID2,-4.646850785401171,6.572844420611139e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,ID3,-3.0468967226232535,0.013672200175615516,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF1,-4.854520565320265,3.0053614621421715e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF2,-3.8456600195878474,0.0011607991768732315,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF3,-2.9242735745154964,0.01837881288182846,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF5,-4.523065870009489,0.000102227728564487,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF6,-3.181806889292912,0.009652385216381792,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF7,-3.3727482943000298,0.005325500170537495,Transcription_Factor
OUD_Effect_Male_vs_Female,IRF9,-2.906855256790043,0.019149847314128943,Transcription_Factor
OUD_Effect_Male_vs_Female,JUN,-7.120850415939623,6.586686036850722e-11,Transcription_Factor
OUD_Effect_Male_vs_Female,JUNB,-4.492809156170421,0.00011192105315441169,Transcription_Factor
OUD_Effect_Male_vs_Female,JUND,-4.148933284052196,0.00038190983006754117,Transcription_Factor
OUD_Effect_Male_vs_Female,KAT7,-4.277995790384353,0.00023372675448117238,Transcription_Factor
OUD_Effect_Male_vs_Female,KDM5A,-3.151623734876528,0.010420730466581625,Transcription_Factor
OUD_Effect_Male_vs_Female,KDM5D,6.6752341331049525,1.291693820076831e-09,Transcription_Factor
OUD_Effect_Male_vs_Female,KLF10,-3.3675745046907317,0.005345845930046807,Transcription_Factor
OUD_Effect_Male_vs_Female,KLF13,-2.662728961201725,0.03639654305554302,Transcription_Factor
OUD_Effect_Male_vs_Female,KLF4,-4.5172820331336405,0.00010266926956880195,Transcription_Factor
OUD_Effect_Male_vs_Female,KLF5,-4.615223877840432,7.455267662891558e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,MAFA,-3.728237559685148,0.001671618781394644,Transcription_Factor
OUD_Effect_Male_vs_Female,MAZ,-4.360729317108893,0.0001762940349388954,Transcription_Factor
OUD_Effect_Male_vs_Female,MEF2D,-5.026910484686941,1.3857172284333868e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,MEOX2,-2.547648494261178,0.04869359312688317,Transcription_Factor
OUD_Effect_Male_vs_Female,MITF,-2.817302736168316,0.023198962317510126,Transcription_Factor
OUD_Effect_Male_vs_Female,MTA1,-2.637288630311194,0.03873586151467603,Transcription_Factor
OUD_Effect_Male_vs_Female,MTF1,-3.507815026494477,0.003494070076964562,Transcription_Factor
OUD_Effect_Male_vs_Female,MYC,-6.748899842791807,8.402658330526049e-10,Transcription_Factor
OUD_Effect_Male_vs_Female,NCOA3,-3.2870431373732236,0.006867134615139875,Transcription_Factor
OUD_Effect_Male_vs_Female,NCOR2,-2.63114679937116,0.03903102750053216,Transcription_Factor
OUD_Effect_Male_vs_Female,NEUROD1,-2.5516589774337772,0.0484396093076253,Transcription_Factor
OUD_Effect_Male_vs_Female,NEUROD6,-4.774957767971782,3.9323464770864884e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,NFAT5,-3.0129993209892905,0.014873017667043093,Transcription_Factor
OUD_Effect_Male_vs_Female,NFE2L2,-4.561298546194938,9.167596794710319e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,NFIC,-4.38039611078029,0.00016699227690229163,Transcription_Factor
OUD_Effect_Male_vs_Female,NFKB,-7.614313771482236,2.8125225378832597e-12,Transcription_Factor
OUD_Effect_Male_vs_Female,NFKB1,-7.376761747253688,1.4996722371014433e-11,Transcription_Factor
OUD_Effect_Male_vs_Female,NFKB2,-3.9847216150519382,0.0006948763021916529,Transcription_Factor
OUD_Effect_Male_vs_Female,NFKBIB,-4.798207629835265,3.612209599859534e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,NFKBIZ,-4.5518951894359825,9.352974926341534e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,NKRF,-3.805994477224563,0.0012705282503723628,Transcription_Factor
OUD_Effect_Male_vs_Female,NKX3-1,-3.670559609915087,0.0020728807499184637,Transcription_Factor
OUD_Effect_Male_vs_Female,NR1H3,-3.4808766871129064,0.0038237678681989837,Transcription_Factor
OUD_Effect_Male_vs_Female,NR2C2,-4.076535836411197,0.000500308231454221,Transcription_Factor
OUD_Effect_Male_vs_Female,NR3C1,-4.3482671784714855,0.00018314970543398148,Transcription_Factor
OUD_Effect_Male_vs_Female,NR3C2,-3.9729172456676465,0.0007140668981033729,Transcription_Factor
OUD_Effect_Male_vs_Female,NR4A3,3.335126164015059,0.005894597937946536,Transcription_Factor
OUD_Effect_Male_vs_Female,NUPR1,-3.423851445604856,0.0045734400711437235,Transcription_Factor
OUD_Effect_Male_vs_Female,OVOL1,-2.946114749838096,0.017519292019079966,Transcription_Factor
OUD_Effect_Male_vs_Female,PLAGL1,-3.3474292128482497,0.005693937170817458,Transcription_Factor
OUD_Effect_Male_vs_Female,POU2F1,-2.9881736388435822,0.01575758637981335,Transcription_Factor
OUD_Effect_Male_vs_Female,PPARD,-3.1547734892009682,0.010401806106101528,Transcription_Factor
OUD_Effect_Male_vs_Female,PROP1,3.8398377474525076,0.0011659075385446903,Transcription_Factor
OUD_Effect_Male_vs_Female,RARA,-2.949114624929996,0.01748262700642661,Transcription_Factor
OUD_Effect_Male_vs_Female,RARB,-3.17670380507036,0.00973446034654049,Transcription_Factor
OUD_Effect_Male_vs_Female,REL,-7.773443633884623,1.1377499616348035e-12,Transcription_Factor
OUD_Effect_Male_vs_Female,RELA,-8.588956861903762,1.6631848041788126e-15,Transcription_Factor
OUD_Effect_Male_vs_Female,RELB,-3.371342342919159,0.005325500170537495,Transcription_Factor
OUD_Effect_Male_vs_Female,RUNX2,-2.824803026977243,0.02286994329025492,Transcription_Factor
OUD_Effect_Male_vs_Female,SALL1,-2.630355808873142,0.03903102750053216,Transcription_Factor
OUD_Effect_Male_vs_Female,SKIL,3.0674903857345357,0.012941099358330627,Transcription_Factor
OUD_Effect_Male_vs_Female,SMAD1,-3.421284773684975,0.0045734400711437235,Transcription_Factor
OUD_Effect_Male_vs_Female,SMAD2,-3.1398789221095726,0.010745190072446124,Transcription_Factor
OUD_Effect_Male_vs_Female,SMAD3,-4.460255928963215,0.00012558690789113563,Transcription_Factor
OUD_Effect_Male_vs_Female,SMAD4,-4.434570804164323,0.00013857138487259675,Transcription_Factor
OUD_Effect_Male_vs_Female,SMAD6,3.6668679053629436,0.002078267976014553,Transcription_Factor
OUD_Effect_Male_vs_Female,SOX6,-3.612952962637439,0.0025322599999096813,Transcription_Factor
OUD_Effect_Male_vs_Female,SP1,-7.681766674930114,1.94449140980967e-12,Transcription_Factor
OUD_Effect_Male_vs_Female,SP2,-2.831952153972197,0.022805356001165088,Transcription_Factor
OUD_Effect_Male_vs_Female,SP3,-4.075824633964601,0.000500308231454221,Transcription_Factor
OUD_Effect_Male_vs_Female,SPI1,-3.2031025959325428,0.00904954185046853,Transcription_Factor
OUD_Effect_Male_vs_Female,SREBF1,-3.067217991004956,0.012941099358330627,Transcription_Factor
OUD_Effect_Male_vs_Female,SREBF2,-2.8314532078551404,0.022805356001165088,Transcription_Factor
OUD_Effect_Male_vs_Female,SRF,-2.917904220634455,0.018620371729174162,Transcription_Factor
OUD_Effect_Male_vs_Female,SSRP1,-4.400473967852031,0.00015573323184248712,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT1,-10.411659133811003,1.768929510067269e-22,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT2,-3.5299707493258112,0.0032849064100700116,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT3,-10.308851417757001,2.579553889428556e-22,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT5A,-3.5811828872398954,0.002764486624341633,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT5B,-4.071629033982902,0.0005017986045545318,Transcription_Factor
OUD_Effect_Male_vs_Female,STAT6,-3.9287826417742577,0.0008419302808226501,Transcription_Factor
OUD_Effect_Male_vs_Female,TAF1,-3.128551892535499,0.010980175538762894,Transcription_Factor
OUD_Effect_Male_vs_Female,TBP,-4.2664685626662795,0.00023849751946194566,Transcription_Factor
OUD_Effect_Male_vs_Female,TBPL1,-3.43129786331765,0.00449980611543694,Transcription_Factor
OUD_Effect_Male_vs_Female,TBPL2,-2.826325239986461,0.02286994329025492,Transcription_Factor
OUD_Effect_Male_vs_Female,TBX1,3.8441679481750106,0.0011607991768732315,Transcription_Factor
OUD_Effect_Male_vs_Female,TCF3,-3.8319180852311425,0.0011731987133552387,Transcription_Factor
OUD_Effect_Male_vs_Female,TFAP2C,4.306827484347946,0.0002093870590401942,Transcription_Factor
OUD_Effect_Male_vs_Female,TFAP4,-3.317290577687341,0.0062241113589429535,Transcription_Factor
OUD_Effect_Male_vs_Female,TFDP1,-2.8757801173520336,0.02068668525294917,Transcription_Factor
OUD_Effect_Male_vs_Female,TGFB1I1,-3.0087716873688075,0.014961766538223701,Transcription_Factor
OUD_Effect_Male_vs_Female,THAP11,-2.8617132349309355,0.021322481917963258,Transcription_Factor
OUD_Effect_Male_vs_Female,TLX1,-2.8835210733892582,0.020330384806301817,Transcription_Factor
OUD_Effect_Male_vs_Female,TP53,-4.662758940890096,6.253893377811476e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,TRERF1,-2.7355434604860998,0.029632995650527696,Transcription_Factor
OUD_Effect_Male_vs_Female,TSC22D1,-3.0270810485055986,0.01431207352613813,Transcription_Factor
OUD_Effect_Male_vs_Female,VDR,-4.846780007521135,3.0207031515111468e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,VENTX,-3.432085757730664,0.00449980611543694,Transcription_Factor
OUD_Effect_Male_vs_Female,WT1,-2.989830282544245,0.01575758637981335,Transcription_Factor
OUD_Effect_Male_vs_Female,WWTR1,-3.219989617093033,0.00861294993985679,Transcription_Factor
OUD_Effect_Male_vs_Female,XBP1,-4.046696203190988,0.0005500880657664286,Transcription_Factor
OUD_Effect_Male_vs_Female,ZFP42,-2.539297649340974,0.049561490806462466,Transcription_Factor
OUD_Effect_Male_vs_Female,ZGPAT,-4.882349859054828,2.7042415526494963e-05,Transcription_Factor
OUD_Effect_Male_vs_Female,ZIC1,-3.7759534826418477,0.0013988345967936406,Transcription_Factor
OUD_Effect_Male_vs_Female,ZNF354C,-3.836114374818326,0.0011683333630533497,Transcription_Factor
OUD_Effect_Male_vs_Female,ZXDC,-2.9796030602809305,0.01601051416225488,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ABL1,-3.9079824425789655,0.000837444097108865,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,AHR,-2.578638775216181,0.03936922891463525,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,AP1,-7.308907951519566,1.6584514725594462e-11,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,APEX1,-4.811918557333058,2.5102637445418476e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,AR,-5.254207424611053,3.842533283368433e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ARID3A,-3.076360351605221,0.011156369333848446,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF1,-5.133538969231358,6.426437315751532e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF2,-6.492181348684005,3.2553892130574463e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF3,-5.3734011356299725,2.2383521476805962e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF4,-4.097245814044881,0.0004124825178181551,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF5,-3.710293198066444,0.0015515944109771504,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ATF6,-5.206074068398433,4.812109502075164e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BACH2,2.857341269372454,0.02032982366545868,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BHLHA15,-2.665103568265946,0.03251341363796649,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BMAL1,-5.3021037116530865,3.1873913834431333e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BMAL2,-2.8027548030714535,0.023042397733577587,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BRCA1,-5.163611985480987,5.652145432313415e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,BRD4,-3.001513688514092,0.01388988597861747,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CEBPA,-3.119924668576635,0.009925798108924978,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CEBPB,-4.463314729606353,0.0001020872851899706,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CEBPG,-7.608901468636236,1.8661679691967334e-12,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CIITA,-3.7272893233768967,0.0014659677340359346,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CLOCK,-4.828024250161568,2.489423461287999e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CREB1,-7.864736472929272,3.9421992241811437e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CREB3L3,-3.8010886717874097,0.0011996908739454455,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,CREBBP,-3.0284443000334305,0.012802265037194253,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,DBP,-2.5213594626746674,0.04443330829911942,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,DDIT3,-8.114724537801381,7.30169985071698e-14,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,DLX4,-2.4958491755459282,0.04722984523398004,Transcription_Factor
