category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,1/16,46/9397,0.021739130434782608,12.76766304347826,3.3040532573295978,0.0755701294046347,0.30694064264698423,0.2731322050683962,2495,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/16,52/9397,0.019230769230769232,11.294471153846155,3.074135366917194,0.08502259943845769,0.30694064264698423,0.2731322050683962,3480,1
Organismal Systems,Nervous system,hsa04730,Long-term depression,1/16,60/9397,0.016666666666666666,9.788541666666667,2.820302479746118,0.097484990471684907,0.30694064264698423,0.2731322050683962,3480,1
Organismal Systems,Digestive system,hsa04978,Mineral absorption,1/16,61/9397,0.01639344262295082,9.628073770491804,2.791934806909348,0.09903155148190823,0.30694064264698423,0.2731322050683962,2495,1
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,1/16,62/9397,0.016129032258064516,9.472782258064516,2.764213964361821,0.1005756276576033,0.30694064264698423,0.2731322050683962,3480,1
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,1/16,65/9397,0.015384615384615385,9.035576923076924,2.6846847974318395,0.10519298441743974,0.30694064264698423,0.2731322050683962,5087,1
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,1/16,66/9397,0.015151515151515152,8.898674242424242,2.6593102251642278,0.10672715846901704,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,1/16,68/9397,0.014705882352941176,8.636948529411764,2.6101393906895187,0.10978811151257784,0.30694064264698423,0.2731322050683962,6774,1
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/16,69/9397,0.014492753623188406,8.51177536231884,2.5863053372548506,0.11131489790080795,0.30694064264698423,0.2731322050683962,5136,1
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,1/16,69/9397,0.014492753623188406,8.51177536231884,2.5863053372548506,0.11131489790080795,0.30694064264698423,0.2731322050683962,2893,1
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/16,70/9397,0.014285714285714285,8.39017857142857,2.5629485709014883,0.11283922912224764,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,1/16,70/9397,0.014285714285714285,8.39017857142857,2.5629485709014883,0.11283922912224764,0.30694064264698423,0.2731322050683962,6444,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/16,71/9397,0.014084507042253521,8.272007042253522,2.5400524643276885,0.11436110886214701,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Cancer: specific types,hsa05218,Melanoma,1/16,73/9397,0.0136986301369863,8.045376712328766,2.4955797018847004,0.11739752861265185,0.30694064264698423,0.2731322050683962,3480,1
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,1/16,73/9397,0.0136986301369863,8.045376712328766,2.4955797018847004,0.11739752861265185,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Cancer: specific types,hsa05214,Glioma,1/16,76/9397,0.013157894736842105,7.727796052631579,2.431953614766684,0.12193386396310524,0.30694064264698423,0.2731322050683962,3480,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/16,77/9397,0.012987012987012988,7.6274350649350655,2.4115141526950548,0.12344111191682172,0.30694064264698423,0.2731322050683962,6774,1
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,2/16,362/9397,0.0055248618784530384,3.24482044198895,1.7987828685450942,0.12459788721042457,0.30694064264698423,0.2731322050683962,9223/3480,2
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/16,83/9397,0.012048192771084338,7.07605421686747,2.2961459898964365,0.13243378461988442,0.30694064264698423,0.2731322050683962,57713,1
Organismal Systems,Sensory system,hsa04742,Taste transduction,1/16,86/9397,0.011627906976744186,6.8292151162790695,2.2426839352662693,0.13689761748355334,0.30694064264698423,0.2731322050683962,5136,1
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,1/16,86/9397,0.011627906976744186,6.8292151162790695,2.2426839352662693,0.13689761748355334,0.30694064264698423,0.2731322050683962,27345,1
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,1/16,86/9397,0.011627906976744186,6.8292151162790695,2.2426839352662693,0.13689761748355334,0.30694064264698423,0.2731322050683962,6444,1
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,1/16,90/9397,0.011111111111111112,6.5256944444444445,2.175255077827054,0.14281590640724762,0.30694064264698423,0.2731322050683962,3480,1
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/16,90/9397,0.011111111111111112,6.5256944444444445,2.175255077827054,0.14281590640724762,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Substance dependence,hsa05032,Morphine addiction,1/16,91/9397,0.01098901098901099,6.453983516483517,2.1590361821386175,0.14428952255611227,0.30694064264698423,0.2731322050683962,5136,1
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,1/16,93/9397,0.010752688172043012,6.315188172043011,2.127316923917665,0.147229632624165,0.30694064264698423,0.2731322050683962,3480,1
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,1/16,97/9397,0.010309278350515464,6.054768041237113,2.0665815665334453,0.15308146373194276,0.30694064264698423,0.2731322050683962,2893,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,1/16,99/9397,0.010101010101010102,5.932449494949496,2.037475526466831,0.15599324167258766,0.30694064264698423,0.2731322050683962,3480,1
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,1/16,99/9397,0.010101010101010102,5.932449494949496,2.037475526466831,0.15599324167258766,0.30694064264698423,0.2731322050683962,6444,1
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,1/16,100/9397,0.01,5.873125,2.0232197858203884,0.15744560864755408,0.30694064264698423,0.2731322050683962,928,1
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/16,101/9397,0.009900990099009901,5.814975247524752,2.009155801026094,0.15889563233924386,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,1/16,105/9397,0.009523809523809525,5.593452380952382,1.9547273741298499,0.1646723647800582,0.30694064264698423,0.2731322050683962,6444,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/16,106/9397,0.009433962264150943,5.540683962264151,1.9415559289738304,0.16611072489236145,0.30694064264698423,0.2731322050683962,3480,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,1/16,109/9397,0.009174311926605505,5.388188073394495,1.903024176624888,0.1704118861248285,0.30694064264698423,0.2731322050683962,6774,1
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,1/16,109/9397,0.009174311926605505,5.388188073394495,1.903024176624888,0.1704118861248285,0.30694064264698423,0.2731322050683962,6774,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/16,111/9397,0.009009009009009009,5.291103603603603,1.8781188748529734,0.17326776262681176,0.30694064264698423,0.2731322050683962,3480,1
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,1/16,112/9397,0.008928571428571428,5.243861607142857,1.8658906899993266,0.1746922420364576,0.30694064264698423,0.2731322050683962,6774,1
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,1/16,116/9397,0.008620689655172414,5.063038793103448,1.8184003427722646,0.1803671817616299,0.30694064264698423,0.2731322050683962,5010,1
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,1/16,116/9397,0.008620689655172414,5.063038793103448,1.8184003427722646,0.1803671817616299,0.30694064264698423,0.2731322050683962,2893,1
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,1/16,122/9397,0.00819672131147541,4.814036885245902,1.7511154199471406,0.18881103786739817,0.3104181470023326,0.27622667448932475,3480,1
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",1/16,122/9397,0.00819672131147541,4.814036885245902,1.7511154199471406,0.18881103786739817,0.3104181470023326,0.27622667448932475,6774,1
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,1/16,128/9397,0.0078125,4.58837890625,1.6880828831114618,0.19717328957723768,0.31680883436649837,0.28191345000599966,5136,1
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,1/16,132/9397,0.007575757575757576,4.449337121212121,1.648188286837652,0.20270315225889224,0.31680883436649837,0.28191345000599966,2893,1
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,1/16,134/9397,0.007462686567164179,4.382929104477612,1.6288323679873582,0.20545467344280677,0.31680883436649837,0.28191345000599966,27345,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,1/16,139/9397,0.007194244604316547,4.225269784172662,1.5820557635189825,0.21229457973012777,0.31680883436649837,0.28191345000599966,3480,1
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,1/16,139/9397,0.007194244604316547,4.225269784172662,1.5820557635189825,0.21229457973012777,0.31680883436649837,0.28191345000599966,2289,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,1/16,139/9397,0.007194244604316547,4.225269784172662,1.5820557635189825,0.21229457973012777,0.31680883436649837,0.28191345000599966,6774,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,1/16,148/9397,0.006756756756756757,3.968327702702703,1.503149721215219,0.22446750765164747,0.32691767293975077,0.2909088353886008,3480,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,1/16,149/9397,0.006711409395973154,3.941694630872483,1.4947678175796455,0.22580911429859074,0.32691767293975077,0.2909088353886008,2893,1
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,1/16,155/9397,0.0064516129032258064,3.7891129032258064,1.4459587019561044,0.23381317230170917,0.3324202734762935,0.29580534373365236,5087,1
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,1/16,157/9397,0.006369426751592357,3.7408439490445864,1.4302273460359916,0.2364639058748892,0.3324202734762935,0.29580534373365236,5087,1
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,1/16,163/9397,0.006134969325153374,3.603144171779141,1.3845352462777167,0.24436461494158823,0.3386195378476294,0.3013217808302291,6774,1
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,1/16,166/9397,0.006024096385542169,3.538027108433735,1.3624885221185807,0.24828616605151987,0.3392078606619356,0.30184530194550974,27345,1
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,1/16,170/9397,0.0058823529411764705,3.4547794117647057,1.333870291823591,0.25348522647863303,0.3415009301170473,0.3038857978252618,3480,1
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,1/16,193/9397,0.0051813471502590676,3.0430699481865284,1.1843512224402981,0.28273158515936114,0.36535934812349485,0.3251162945862895,6774,1
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,1/16,196/9397,0.00510204081632653,2.9964923469387754,1.1665009518247962,0.28646613498763485,0.36535934812349485,0.3251162945862895,6774,1
NA,NA,hsa04082,Neuroactive ligand signaling,1/16,199/9397,0.005025125628140704,2.951319095477387,1.1489868480369254,0.29018244974347374,0.36535934812349485,0.3251162945862895,2893,1
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,1/16,203/9397,0.0049261083743842365,2.893165024630542,1.126136847985791,0.29510931404617935,0.36535934812349485,0.3251162945862895,3480,1
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,1/16,203/9397,0.0049261083743842365,2.893165024630542,1.126136847985791,0.29510931404617935,0.36535934812349485,0.3251162945862895,5010,1
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,1/16,204/9397,0.004901960784313725,2.878982843137255,1.1205111840124766,0.2963360109110109,0.36535934812349485,0.3251162945862895,6774,1
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,1/16,205/9397,0.004878048780487805,2.8649390243902437,1.114919437140045,0.29756070620367103,0.36535934812349485,0.3251162945862895,6774,1
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,1/16,216/9397,0.004629629629629629,2.7190393518518516,1.0555398351550247,0.31090111946100396,0.36919386764610646,0.32852845520326346,6774,1
NA,NA,hsa04382,Cornified envelope formation,1/16,217/9397,0.004608294930875576,2.7065092165898617,1.0503259411399637,0.3121020324431003,0.36919386764610646,0.32852845520326346,5010,1
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,1/16,217/9397,0.004608294930875576,2.7065092165898617,1.0503259411399637,0.3121020324431003,0.36919386764610646,0.32852845520326346,6774,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,1/16,226/9397,0.004424778761061947,2.5987278761061945,1.0046790536171375,0.32282230511644283,0.3727828999558923,0.3317221681647658,2893,1
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,1/16,226/9397,0.004424778761061947,2.5987278761061945,1.0046790536171375,0.32282230511644283,0.3727828999558923,0.3317221681647658,6774,1
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,1/16,232/9397,0.004310344827586207,2.531519396551724,0.9754548820614125,0.32988192237576563,0.37559347421546474,0.3342231675058937,6444,1
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,1/16,238/9397,0.004201680672268907,2.4676995798319328,0.9471277174661579,0.3368724974922209,0.37559347421546474,0.3342231675058937,3480,1
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,1/16,238/9397,0.004201680672268907,2.4676995798319328,0.9471277174661579,0.3368724974922209,0.37559347421546474,0.3342231675058937,6774,1
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,1/16,252/9397,0.003968253968253968,2.3306051587301586,0.8842285753239036,0.3529188745631199,0.38710767700567345,0.344469121155347,3480,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,1/16,254/9397,0.003937007874015748,2.312253937007874,0.8755829785444279,0.3551812706546901,0.38710767700567345,0.344469121155347,5136,1
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,1/16,298/9397,0.003355704697986577,1.9708473154362416,0.7033462251905984,0.40311705085751903,0.43193191837960715,0.384356129214626,3977,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,1/16,300/9397,0.0033333333333333335,1.9577083333333334,0.6962283824792921,0.40521448012932215,0.43193191837960715,0.384356129214626,3480,1
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,1/16,311/9397,0.003215434083601286,1.8884646302250803,0.6580227349114761,0.41662737238457603,0.43927016436199867,0.3908860930839272,2893,1
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,1/16,318/9397,0.0031446540880503146,1.8468946540880504,0.6344988960179776,0.42378287890516453,0.4420100995032361,0.393324233958387,6774,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,1/16,333/9397,0.003003003003003003,1.7637012012012012,0.5859931905843188,0.4388399566338902,0.45284548716475903,0.40296614158991034,9223,1
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,1/16,370/9397,0.002702702702702703,1.5873310810810812,0.4760132615432575,0.47441873501665643,0.4844064978591124,0.43105081741125567,2893,1
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,1/16,453/9397,0.002207505518763797,1.2964955849889626,0.26712120424827807,0.5466852945711642,0.5523799330562805,0.491537216610038,5136,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,1/16,483/9397,0.002070393374741201,1.2159679089026916,0.20124884713710206,0.5704303379996547,0.5704303379996547,0.5075994326204198,2893,1
