gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
ELOVL5,1.3311291,1.0912131,-0.23991597,0.23991597,6.950813893289715,6.551396676058302e-12,1.3102793352116602e-10,False
LRRTM3,3.0901399,4.0681577,0.9780178,0.9780178,-6.915863106865345,8.293622962169222e-12,1.6262005808174946e-10,True
HSPA1A,0.55372804,0.17893787,-0.3747902,0.3747902,6.727848515715368,2.8968318774587777e-11,5.570830533574573e-10,False
GRIN2A,1.5958223,0.9800781,-0.61574423,0.61574423,6.717019533622227,3.110358335628157e-11,5.868600633260673e-10,True
PICALM,8.135059,6.836664,-1.2983952,1.2983952,6.696873124278201,3.549422335266158e-11,6.573004324566959e-10,True
LDB3,1.6364813,2.2037861,0.56730485,0.56730485,-6.689545732396657,3.7237280134412086e-11,6.770414569893107e-10,False
MAPT,5.751615,4.695292,-1.056323,1.056323,6.644823335638696,4.984499353489771e-11,8.900891702660306e-10,True
GREB1L,1.64906,2.281939,0.632879,0.632879,-6.591247283509781,7.052744495465916e-11,1.2373235956957747e-09,True
SPOCK1,12.606724,10.089404,-2.5173197,2.5173197,6.564175877377701,8.3968717906907e-11,1.4477365156363276e-09,True
ACER3,3.0953603,2.6171718,-0.4781885,0.4781885,6.548591653035997,9.281243715967854e-11,1.5730921552487888e-09,False
ARHGAP21,8.782231,7.5983233,-1.183908,1.183908,6.498291331639732,1.28042495499577e-10,2.1340415916596168e-09,True
SVEP1,2.0428362,2.9234116,0.8805754,0.8805754,-6.489078692118709,1.3578350966065217e-10,2.2259591747647897e-09,True
SGK1,7.075335,5.70806,-1.3672752,1.3672752,6.475655165310672,1.4788884048069225e-10,2.385303878720843e-09,True
CADM2,64.04465,52.01598,-12.028667,12.028667,6.454429161910736,1.6921704779993123e-10,2.6859848857131943e-09,True
GPHN,6.5832667,5.8933134,-0.6899533,0.6899533,6.37037332042265,2.873990429819228e-10,4.490610046592544e-09,True
QDPR,6.536646,5.1126986,-1.4239473,1.4239473,6.3209659010158425,3.912606188750604e-10,6.019394136539391e-09,True
PARD3B,2.7626445,3.5561519,0.79350734,0.79350734,-6.312730977497139,4.1182067215858583e-10,6.239707153917967e-09,True
ZFAND3,4.402397,3.8932216,-0.50917554,0.50917554,6.241205216215718,6.409475734677997e-10,9.566381693549249e-09,False
SLC22A23,3.0787,2.6366963,-0.44200373,0.44200373,6.2176192578867475,7.408854674980298e-10,1.0895374522029849e-08,False
OSBPL1A,5.074383,4.4132853,-0.6610975,0.6610975,6.188266462383866,8.866927235317191e-10,1.2850619181619115e-08,True
ROBO1,6.852089,5.638071,-1.2140179,1.2140179,6.158972640420494,1.06002120627488e-09,1.5143160089641143e-08,True
ESRRG,4.1445317,3.394543,-0.7499888,0.7499888,6.121550926134857,1.3301466338983586e-09,1.873445963237125e-08,True
STARD13,6.0751896,4.980354,-1.0948358,1.0948358,6.080062545807979,1.7083597742134437e-09,2.3420423665306664e-08,True
DOCK5,11.448668,9.303117,-2.1455507,2.1455507,6.079933022469902,1.7096909275673862e-09,2.3420423665306664e-08,True
CNP,3.614577,4.733348,1.1187708,1.1187708,-6.070727152916347,1.8069407416096665e-09,2.441811812986036e-08,True
MTRNR2L12,2.0672636,1.134715,-0.93254864,0.93254864,5.996296115058683,2.818526711825286e-09,3.758035615767048e-08,True
PIP4K2A,23.07957,19.062662,-4.0169086,4.0169086,5.964540446495545,3.4021935901260866e-09,4.4765705133237985e-08,True
TMTC2,19.956568,16.48294,-3.473627,3.473627,5.957784289290967,3.5407847825167636e-09,4.5984217954763167e-08,True
NCOA7,3.753728,3.1477892,-0.6059387,0.6059387,5.917838532967659,4.47992769017077e-09,5.743497038680475e-08,True
SLC39A11,3.6176958,3.029882,-0.58781385,0.58781385,5.853828567678491,6.5122049977092365e-09,8.223552835504169e-08,False
ZDHHC14,1.8011104,1.3657607,-0.4353497,0.4353497,5.852077850091133,6.578842268403335e-09,8.223552835504169e-08,False
SORCS2,1.0633057,1.4475287,0.38422298,0.38422298,-5.846571355473122,6.792793854649478e-09,8.386165252653676e-08,False
AC009063.2,2.5866323,2.0234137,-0.5632186,0.5632186,5.8411638532728265,7.009487920208982e-09,8.548156000254855e-08,False
GRIA4,2.8249674,1.9320604,-0.892907,0.892907,5.824162269233986,7.73556703683795e-09,9.319960285346929e-08,True
ELF2,3.613668,3.2281687,-0.38549924,0.38549924,5.790905011120141,9.373620413659045e-09,1.1159071921022672e-07,False
AL033523.1,3.5248013,2.3695166,-1.1552846,1.1552846,5.757957107877512,1.132741196997303e-08,1.332636702349768e-07,True
KIF6,3.888657,3.1862993,-0.70235777,0.70235777,5.750734961892639,1.180588657175633e-08,1.3727775083437593e-07,True
PHLDB1,3.1733513,3.7830818,0.6097305,0.6097305,-5.737185672651314,1.2757160809718713e-08,1.466340322956174e-07,True
ERBIN,14.831984,12.409588,-2.4223957,2.4223957,5.7065479407518245,1.5191382791541615e-08,1.7262934990388199e-07,True
FTL,1.5595977,2.081741,0.52214336,0.52214336,-5.7002564107018765,1.574445046672502e-08,1.7690393782837103e-07,False
RIN2,2.6262228,2.2006397,-0.42558312,0.42558312,5.681570716842189,1.750501983847946e-08,1.944289747626436e-07,False
ASTN2,7.389296,6.2533565,-1.1359396,1.1359396,5.679684417245965,1.7693036703400568e-08,1.944289747626436e-07,True
RNF130,6.392,5.77126,-0.6207404,0.6207404,5.676522907025749,1.8012573256335586e-08,1.957888397427781e-07,True
ERBB4,26.816847,23.03213,-3.7847176,3.7847176,5.629647619499979,2.3462909592468634e-08,2.52289350456652e-07,True
PRUNE2,15.309225,12.293198,-3.0160275,3.0160275,5.606277592957871,2.6748843667359782e-08,2.8456216667404026e-07,True
IGSF11,3.5224295,3.063489,-0.4589405,0.4589405,5.575670929751604,3.173497128819751e-08,3.3405232934944745e-07,False
CHD7,4.699081,4.14003,-0.55905104,0.55905104,5.5708073012352415,3.260627844150884e-08,3.3964873376571705e-07,False
CALN1,1.1825083,0.78231734,-0.400191,0.400191,5.5600612038987896,3.461461179120522e-08,3.5685166795056926e-07,False
ADIPOR2,3.370332,2.8242316,-0.5461004,0.5461004,5.551158881266417,3.6368913682221474e-08,3.7111136410430074e-07,False
PDE4DIP,2.6239276,3.1360476,0.51212,0.51212,-5.531256988502258,4.060880921247451e-08,4.10189992045197e-07,False
ACYP2,4.5450597,4.1543756,-0.39068413,0.39068413,5.4980895556743095,4.8763304214301184e-08,4.876330421430118e-07,False
PCDH9,114.698296,99.87479,-14.823509,14.823509,5.4810264167274605,5.355668293588094e-08,5.302641874839697e-07,True
DNER,2.8094604,2.4210522,-0.38840818,0.38840818,5.476133721048651,5.5013498292814774e-08,5.393480224785763e-07,False
CNDP1,7.254977,5.4296055,-1.8253717,1.8253717,5.469872174237677,5.693408761781282e-08,5.52758132211775e-07,True
CAMK2D,2.2639215,1.9928111,-0.27111042,0.27111042,5.448255209944614,6.407771473804519e-08,6.161318724812038e-07,False
KIF13B,4.652864,3.9290595,-0.7238045,0.7238045,5.4195702648287085,7.491153963866496e-08,7.13443234653952e-07,True
DMD,5.058897,6.15742,1.0985231,1.0985231,-5.410286362917761,7.878397721771207e-08,7.428762864601964e-07,True
PCA3,0.8445273,1.2040915,0.35956424,0.35956424,-5.408646744977423,7.9487762651241e-08,7.428762864601964e-07,False
NLGN1,28.268753,22.91079,-5.3579636,5.3579636,5.363291247583526,1.0156208565291691e-07,9.403896819714528e-07,True
PTGDS,4.2337203,5.2057424,0.97202206,0.97202206,-5.349768371485751,1.0922222518485026e-07,1.0020387631637639e-06,True
GOLGA4,2.646398,2.8792806,0.2328825,0.2328825,-5.3358798558581,1.1767139426135332e-07,1.0697399478304847e-06,False
HIP1,6.084973,5.0952973,-0.9896755,0.9896755,5.272155980761924,1.652691384555379e-07,1.4889111572570982e-06,True
PLCG2,10.537605,8.790583,-1.7470226,1.7470226,5.262090418509972,1.7432118882694266e-07,1.5564391859548452e-06,True
GAB2,6.2412877,5.542878,-0.69840956,0.69840956,5.2416807948420985,1.94172454527335e-07,1.718340305551637e-06,True
IMMP2L,4.522786,4.0590076,-0.4637785,0.4637785,5.239097239293678,1.968362433724558e-07,1.726633713793472e-06,False
HIF1A-AS3,0.098549716,0.22234717,0.123797454,0.123797454,-5.227498152749201,2.0923779988850953e-07,1.8194591294653002e-06,False
OTUD7A,4.6543694,5.673124,1.0187545,1.0187545,-5.186882793258091,2.589079289236817e-07,2.2319649045144973e-06,True
HSPH1,0.5189193,0.41127643,-0.10764286,0.10764286,5.173101143586623,2.782206188282911e-07,2.377954007079411e-06,False
FMNL2,18.929186,16.8277,-2.1014862,2.1014862,5.159904318059065,2.9801528410492595e-07,2.525553255126491e-06,True
DIP2B,12.212269,10.6171055,-1.5951633,1.5951633,5.146953128237409,3.1876205652203363e-07,2.6786727438826356e-06,True
DAAM2,6.2321815,5.3108935,-0.921288,0.921288,5.143791576622396,3.2403483952193673e-07,2.700290329349473e-06,True
MBNL1,5.2789536,4.2299013,-1.0490522,1.0490522,5.137023314896635,3.356078467978529e-07,2.7736185685772966e-06,True
SLC44A1,26.392433,22.43964,-3.9527931,3.9527931,5.085133504497355,4.386166199711459e-07,3.5952181964848025e-06,True
MOG,3.7973783,4.56725,0.7698715,0.7698715,-5.079524188840241,4.5142913358517117e-07,3.6701555576030176e-06,True
POLR2F,4.6994095,5.6993732,0.99996376,0.99996376,-5.057983429980342,5.040755801396862e-07,4.0651256462877925e-06,True
FTX,9.112418,9.657416,0.54499817,0.54499817,-5.028675310162213,5.853114991260768e-07,4.682491993008614e-06,False
LRRC8D,4.26355,3.8080072,-0.45554256,0.45554256,4.996163152598695,6.902119270608073e-07,5.477872436990534e-06,False
BBS9,3.824846,4.1421313,0.3172853,0.3172853,-4.989305750015004,7.145470109845762e-07,5.626354417201387e-06,False
CD9,1.386209,1.7359412,0.34973216,0.34973216,-4.934184865318036,9.426013962674562e-07,7.3640734083395014e-06,False
QKI,41.151943,37.13291,-4.0190315,4.0190315,4.922640228738921,9.985591765711513e-07,7.74076881062908e-06,True
TCF12,16.9217,15.244987,-1.676713,1.676713,4.870492183891426,1.2937826392843653e-06,9.952174148341271e-06,True
AC008571.2,7.0828905,5.3491106,-1.7337799,1.7337799,4.848160171221049,1.44447349459593e-06,1.102651522592313e-05,True
PPP2R2A,3.780766,3.3715649,-0.40920115,0.40920115,4.839410613948475,1.5080068285440474e-06,1.136659140805402e-05,False
WSB1,4.164204,4.5559845,0.39178038,0.39178038,-4.838905360117844,1.5117566572711849e-06,1.136659140805402e-05,False
FAM49B,3.78445,2.982947,-0.80150294,0.80150294,4.816668862422248,1.6859797962175738e-06,1.2581938777743087e-05,True
STAG1,3.5767775,3.2141993,-0.36257815,0.36257815,4.79690188834012,1.856950207387983e-06,1.3755186721392467e-05,False
HSP90AA1,4.2799788,3.6488252,-0.6311536,0.6311536,4.768757865364825,2.129425570876076e-06,1.565754096232409e-05,True
SORT1,6.3001304,5.4754295,-0.82470083,0.82470083,4.7672092711903895,2.1454843166254736e-06,1.5660469464419514e-05,True
GAB1,11.555293,10.112296,-1.442997,1.442997,4.750403585095111,2.3274195879615865e-06,1.686535933305497e-05,True
AUTS2,20.21701,18.189838,-2.027172,2.027172,4.704841794759416,2.898383140806974e-06,2.085167727199262e-05,True
NEAT1,10.721391,9.032866,-1.6885252,1.6885252,4.697015641854972,3.009128341436344e-06,2.1493773867402453e-05,True
LPGAT1,7.0785117,8.32772,1.249208,1.249208,-4.66858963941664,3.446587490714234e-06,2.444388291286691e-05,True
GRID2,11.87619,8.991075,-2.8851156,2.8851156,4.646802957566246,3.822574489731111e-06,2.691953866007825e-05,True
DIP2C,8.612962,7.6618586,-0.9511032,0.9511032,4.614649516176367,4.450207838859393e-06,3.112033453747827e-05,True
SLIT2,2.1752083,2.6857018,0.5104935,0.5104935,-4.606584080559932,4.622517775367505e-06,3.210081788449656e-05,False
PDE4B,42.07957,36.827335,-5.2522354,5.2522354,4.592312057941856,4.94322629118528e-06,3.393561947668479e-05,True
GSN,3.5094018,3.9693687,0.4599669,0.4599669,-4.5918223639729066,4.954600443595979e-06,3.393561947668479e-05,False
NAALADL2,6.505948,7.0843225,0.5783744,0.5783744,-4.587795184314784,5.0490968030448775e-06,3.434759729962502e-05,False
PNISR,3.3466063,2.9281657,-0.41844058,0.41844058,4.579023152446883,5.260948713447291e-06,3.5546950766535754e-05,False
PIK3C2A,1.4367661,2.0667875,0.63002133,0.63002133,-4.571516785101649,5.448977610973905e-06,3.6570319536737616e-05,True
FNIP1,5.1183877,4.6008253,-0.5175624,0.5175624,4.568494483910696,5.5264891128416355e-06,3.684326075227757e-05,False
TMEM161B-AS1,2.7213266,3.1121085,0.39078188,0.39078188,-4.529311184910691,6.632164873347023e-06,4.37054015933573e-05,False
TACC1,2.3768978,2.0930362,-0.28386164,0.28386164,4.528951948828461,6.64322104219031e-06,4.37054015933573e-05,False
DLEU2,6.528869,5.9257827,-0.6030865,0.6030865,4.503457264077881,7.474601442074132e-06,4.8853604196562954e-05,True
NCAM2,25.10783,22.301754,-2.806076,2.806076,4.487788987475822,8.034031951305108e-06,5.216903864483836e-05,True
BACH2,4.0135393,3.5762784,-0.43726087,0.43726087,4.477694290179856,8.415459087403365e-06,5.429328443486042e-05,False
KAZN,6.5779204,5.025628,-1.5522923,1.5522923,4.456649906730018,9.267107084876903e-06,5.9404532595364765e-05,True
ARHGEF3,0.831426,1.0173137,0.1858877,0.1858877,-4.448497206124039,9.618709566280368e-06,6.12656660272635e-05,False
PALM2-AKAP2,14.281339,12.072748,-2.2085905,2.2085905,4.430605870547304,1.0435586176886364e-05,6.60480137777618e-05,True
ARAP2,12.346237,10.890542,-1.4556952,1.4556952,4.418681793770233,1.1016416432937048e-05,6.901720296747705e-05,True
DSCAML1,8.439127,7.269696,-1.1694307,1.1694307,4.418155490480253,1.1042752474796327e-05,6.901720296747705e-05,True
LRP1B,11.86016,15.472664,3.612504,3.612504,-4.359683239789121,1.4375108843432508e-05,8.928639033187893e-05,True
ZSWIM6,9.314194,8.646296,-0.6678982,0.6678982,4.346486006919769,1.52502199792044e-05,9.413716036545926e-05,True
SH3TC2,2.3779135,2.805226,0.4273126,0.4273126,-4.342847982441328,1.5500262404372635e-05,9.50936343826542e-05,False
WDFY3,4.634827,4.4057083,-0.22911882,0.22911882,4.333046271915466,1.619356537620282e-05,9.874125229391964e-05,False
IGF1R,3.4411447,2.9441729,-0.49697185,0.49697185,4.284337975504397,2.0101039741618334e-05,0.00012182448328253536,False
MAGI1,4.167637,3.8536963,-0.31394053,0.31394053,4.263080960577318,2.207474143666873e-05,0.00013298037010041404,False
PPFIA2,6.1757617,6.9411416,0.7653799,0.7653799,-4.235638999775301,2.48969348335881e-05,0.000149083442117294,True
MED13L,5.117503,4.528124,-0.5893793,0.5893793,4.222413239788993,2.6376825316775695e-05,0.0001570049125998553,False
TRIM2,15.767258,13.914665,-1.8525925,1.8525925,4.213838095575409,2.738070872048054e-05,0.0001620160279318375,True
FRYL,11.79017,10.4302635,-1.3599062,1.3599062,4.199618436417851,2.9126030956455195e-05,0.00017132959386150114,True
GNAO1,8.670194,7.570483,-1.0997105,1.0997105,4.1579332705653025,3.4873511692366805e-05,0.00020393866486764211,True
NFASC,7.6070185,6.578989,-1.0280294,1.0280294,4.15085958657164,3.5950122859618576e-05,0.00020901234220708476,True
SYNJ2,3.8787482,3.2877934,-0.5909548,0.5909548,4.142200076825937,3.7311149582854975e-05,0.0002156713848719941,False
ADD1,3.6689703,3.2870643,-0.38190603,0.38190603,4.136096787197364,3.829969316465092e-05,0.00022011317910718923,False
ANLN,2.4954398,2.057933,-0.43750668,0.43750668,4.057550295005785,5.346182904836536e-05,0.00030549616599065925,False
RAB3IP,1.5247071,1.3278564,-0.19685066,0.19685066,4.051074487712297,5.4938616342955414e-05,0.0003121512292213376,False
KANK1,6.0469785,5.3207345,-0.726244,0.726244,4.0310081020967825,5.9764374136508435e-05,0.0003376518312797087,True
PLCL1,18.028399,15.737445,-2.2909536,2.2909536,4.026539347893894,6.0892487610720294e-05,0.0003407533373091257,True
LINC00461,1.6835401,2.2753742,0.59183407,0.59183407,-4.026137767280875,6.0994847378333496e-05,0.0003407533373091257,False
SH3KBP1,1.8345119,1.437372,-0.3971399,0.3971399,4.023576683693572,6.165149593344943e-05,0.00034250831074138574,False
PRR5L,3.2007506,2.7859154,-0.4148352,0.4148352,3.968168519459518,7.76110196916988e-05,0.00042879016404253484,False
ALCAM,9.203486,8.444742,-0.75874424,0.75874424,3.9602765926154855,8.017990315246748e-05,0.00043827040473941954,True
ANKRD44,4.1642838,3.2565684,-0.9077153,0.9077153,3.9602052640835654,8.020348406731377e-05,0.00043827040473941954,True
AC002460.2,0.46211725,0.87313014,0.4110129,0.4110129,-3.9514122797914677,8.31612377844306e-05,0.00045196324882842715,False
ELL2,3.6672773,3.307849,-0.3594284,0.3594284,3.9220612629407525,9.379936596110044e-05,0.0005070235997897321,False
ANKRD11,2.7690518,2.4486806,-0.32037115,0.32037115,3.902020782249763,0.00010178893560243385,0.0005472523419485691,False
KLHL32,8.082368,9.104302,1.0219345,1.0219345,-3.876745532711621,0.00011278440332319525,0.0006031251514609371,True
SPRED1,2.456117,2.0629265,-0.39319038,0.39319038,3.8727014783362836,0.000114644572989261,0.000609811558453516,False
TIAM1,4.0987206,3.6823683,-0.41635227,0.41635227,3.862227653588569,0.00011959792304952752,0.0006327932436482938,False
ETNPPL,0.36227274,0.79909927,0.43682653,0.43682653,-3.855304620825468,0.0001229822153539447,0.0006472748176523405,False
PPP1R9A,4.1920795,4.899535,0.70745564,0.70745564,-3.846232867182297,0.00012755390062297616,0.0006678214692302417,True
SYNDIG1,5.1639123,3.3123472,-1.8515651,1.8515651,3.844789142130334,0.00012829609402968865,0.000668208823071295,True
CLMN,8.268736,7.2144303,-1.0543056,1.0543056,3.833649438087237,0.00013416142079046583,0.0006951368952873877,True
ST6GALNAC3,9.21784,7.619953,-1.597887,1.597887,3.8237052656338317,0.00013961016606448616,0.0007196400312602379,True
PREX1,3.4355612,3.0133753,-0.4221859,0.4221859,3.7955309155850534,0.00015620356332203008,0.0008010439144719491,False
CPEB4,2.5435674,2.7752945,0.23172712,0.23172712,-3.772847994593957,0.00017089579024729966,0.0008719172971801002,False
PDE4D,3.3946612,4.0758257,0.6811645,0.6811645,-3.756580918998604,0.00018222357156359736,0.0009249927490537936,True
PEX5L,15.635355,13.429518,-2.2058372,2.2058372,3.744949368827649,0.00019075285113892278,0.0009633982380753675,True
LINC01170,3.8762546,4.521994,0.64573956,0.64573956,-3.735592425183952,0.00019788546012175452,0.0009943992970942437,True
AOPEP,7.826992,7.1141562,-0.7128358,0.7128358,3.7252034637045677,0.000206098469541106,0.00103049234770553,True
GABRA2,0.40612823,0.8672567,0.46112847,0.46112847,-3.719427380203783,0.0002108023933372396,0.0010487681260559184,False
NEDD4L,2.6756377,2.328082,-0.34755564,0.34755564,3.712160792430611,0.00021686362896537476,0.001073582321610766,False
AKT3,5.9503174,5.6838474,-0.26646996,0.26646996,3.702875625511523,0.00022484724574951533,0.0011076219002439179,False
CACNA2D1,6.441963,5.8539114,-0.5880518,0.5880518,3.6997950679082114,0.0002275564640268946,0.0011154728628769343,False
MKLN1,4.8281417,4.4808416,-0.34730005,0.34730005,3.685466033808914,0.00024056644068797803,0.001173494832624283,False
SRPK2,5.236971,4.8775816,-0.3593893,0.3593893,3.6822424219154883,0.00024358807187450373,0.0011824663683228337,False
SRGAP1,2.8226213,2.5596924,-0.26292896,0.26292896,3.674314476321174,0.00025117165048108193,0.0012133896158506375,False
CD22,2.2628188,1.9687908,-0.29402804,0.29402804,3.6541007409975528,0.0002715230235940484,0.0013053991518944634,False
DANT2,1.9667951,2.3398042,0.3730091,0.3730091,-3.6528443340002568,0.0002728377559636606,0.0013054438084385675,False
IQCJ-SCHIP1,2.687138,2.2565746,-0.43056345,0.43056345,3.6507622123610592,0.00027502969959557476,0.001306144563759719,False
LRP2,0.9555572,0.6600669,-0.29549032,0.29549032,3.650226342069742,0.0002755965029533007,0.001306144563759719,False
RTN4,9.294117,8.532102,-0.76201534,0.76201534,3.583118613926469,0.0003559185907263923,0.0016788612770112846,True
PTPRK,12.041909,10.819766,-1.2221432,1.2221432,3.573665118672172,0.00036885502595205443,0.0017317137368641053,True
ADGRL3,10.070202,11.46236,1.3921585,1.3921585,-3.562457021270978,0.0003847626944622165,0.0017979565161785817,True
ADAMTS17,0.6956389,1.0907356,0.39509666,0.39509666,-3.5455624993633212,0.0004099587730398164,0.001906784990882867,False
RFTN2,4.5528216,4.1675797,-0.385242,0.385242,3.541396376617003,0.0004164050215781333,0.0019278010258246912,False
CCNH,5.7849054,5.332226,-0.45267963,0.45267963,3.5151484969766864,0.0004592491738557236,0.002116355639888127,False
RNF220,22.02432,19.34182,-2.6825008,2.6825008,3.5087463556506697,0.0004703069265685145,0.002157371222791351,True
AC092691.1,3.0669117,4.4815664,1.4146547,1.4146547,-3.488771685956125,0.0005064267463046542,0.002312450896368284,True
FAM107B,5.4326406,4.84243,-0.59021044,0.59021044,3.4777200098188192,0.0005275080842533981,0.0023977640193336277,False
EVA1C,1.7166806,1.9092757,0.192595,0.192595,-3.4757152325258645,0.0005314189299340027,0.0023994917033453855,False
DPP6,6.2538786,4.624171,-1.6297078,1.6297078,3.4750680693330525,0.0005326871581426756,0.0023994917033453855,True
