gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
PCDH9,83.561424,107.28654,23.725113,23.725113,-12.460568649990181,2.239739028340482e-34,5.894050074580216e-33,True
AC008771.1,2.9416225,1.8990965,-1.042526,1.042526,12.156616386669281,7.418041106808397e-33,1.8545102767020993e-31,True
PDE1A,4.333742,8.515396,4.181654,4.181654,-12.152983740775662,7.73150367908804e-33,1.8857326046556194e-31,True
MEGF10,3.4627535,4.3983707,0.9356172,0.9356172,-12.13115704451484,9.91217088125633e-33,2.360040686013412e-31,True
NEAT1,17.672817,9.877128,-7.7956896,7.7956896,12.071184271595977,1.9579771532119224e-32,4.489256586569338e-31,True
AL139294.1,1.984029,1.1697404,-0.8142886,0.8142886,12.070407799929367,1.9752728980905086e-32,4.489256586569338e-31,True
CADM2,42.87808,58.030315,15.152237,15.152237,-11.990485973540085,4.87130838254144e-32,1.082512973898098e-30,True
ARHGAP21,10.187427,8.190277,-1.9971495,1.9971495,11.90580982540422,1.2605533628069863e-31,2.740333397406492e-30,True
SASH1,2.8513985,3.6754854,0.8240869,0.8240869,-11.894579297427871,1.4293489676435844e-31,3.0411680162629455e-30,True
MAGI1,3.2767003,4.010667,0.7339666,0.7339666,-11.826162014929134,3.066726045196482e-31,6.389012594159336e-30,True
RFTN2,3.4168706,4.3602014,0.94333076,0.94333076,-11.79389396298396,4.390074670717348e-31,8.959336062688464e-30,True
FOXP1,3.1523974,4.0642147,0.9118173,0.9118173,-11.748649556444573,7.249492033765289e-31,1.4498984067530576e-29,True
IGF1R,2.1927273,3.1926587,0.99993134,0.99993134,-11.680670591329315,1.5355101522161872e-30,2.952904138877283e-29,True
CD9,2.3883233,1.5610751,-0.8272482,0.8272482,11.513665808844376,9.552232672634086e-30,1.8023080514403936e-28,True
ZBTB20,20.832457,23.777317,2.9448605,2.9448605,-11.413757008935264,2.8204046522955066e-29,5.128008458719103e-28,True
TUBA1A,2.716684,1.9180686,-0.79861546,0.79861546,11.396262643651546,3.4062969407629984e-29,6.082673108505354e-28,True
RIN2,3.140995,2.4134314,-0.7275636,0.7275636,11.34660343607507,5.812630384419766e-29,1.0197597165648712e-27,True
SH3D19,5.322332,6.776963,1.4546313,1.4546313,-11.323453345217406,7.451935226756849e-29,1.2848164184063531e-27,True
PPFIA2,5.178465,6.5584517,1.3799868,1.3799868,-11.185649374281002,3.240331512256945e-28,5.400552520428242e-27,True
NFIB,2.92254,3.9918303,1.0692904,1.0692904,-11.117064157990052,6.695102465694864e-28,1.0975577812614531e-26,True
CLIC4,3.5755363,2.7327805,-0.8427558,0.8427558,10.98947322765145,2.5561807402122505e-27,4.057429746368652e-26,True
DLG2,32.692337,40.040737,7.3484,7.3484,-10.945045315484451,4.062731641282177e-27,6.348018189503401e-26,True
PLCG2,6.9455247,9.664094,2.7185693,2.7185693,-10.898781793599928,6.570584711861078e-27,1.0108591864401659e-25,True
KIRREL3,8.783017,11.907047,3.12403,3.12403,-10.726603932001671,3.8712757860531367e-26,5.69305262654873e-25,True
CACNA2D1,5.0279884,6.1479373,1.1199489,1.1199489,-10.662122375181939,7.47406340947941e-26,1.0831975955767259e-24,True
CLDND1,4.133515,3.0853326,-1.0481822,1.0481822,10.441419780527767,6.918329417884783e-25,9.883327739835403e-24,True
SGCD,1.3353481,2.3439488,1.0086007,1.0086007,-10.417975343564077,8.742182250899539e-25,1.231293274774583e-23,True
DBNDD2,2.163963,1.4295766,-0.73438644,0.73438644,10.2663761913175,3.925206957468695e-24,5.451676329817633e-23,True
NUTM2A-AS1,3.5482924,4.3000274,0.751735,0.751735,-10.246955983443764,4.751246304956843e-24,6.508556582132662e-23,True
HIP1,4.368645,5.590135,1.2214899,1.2214899,-10.183124428252004,8.880960817308914e-24,1.2001298401768802e-22,True
TSPAN5,3.8898127,4.7811303,0.8913176,0.8913176,-10.0870293856955,2.2625069708941844e-23,2.9769828564397164e-22,True
LPAR1,7.3947306,9.510757,2.1160269,2.1160269,-10.081897972639974,2.3778324831364618e-23,3.088094133943457e-22,True
FRY,1.9318527,3.2106035,1.2787508,1.2787508,-10.066297348441072,2.765438227011612e-23,3.5454336243738615e-22,True
LURAP1L-AS1,1.9441645,1.1878213,-0.75634325,0.75634325,9.926838408171424,1.0568959355495828e-22,1.337842956391877e-21,True
TRIM2,11.9072485,14.840961,2.933713,2.933713,-9.911504662027479,1.2235289769988892e-22,1.5294112212486114e-21,True
ENOX1,6.267228,7.670327,1.4030991,1.4030991,-9.877875513239546,1.685596585236389e-22,2.080983438563443e-21,True
COL4A5,6.126777,4.824927,-1.3018503,1.3018503,9.861931038770063,1.961447450116609e-22,2.3920090855080596e-21,True
ZNF704,3.5972838,4.343708,0.7464242,0.7464242,-9.762424910718444,5.026088653246933e-22,5.983438872913015e-21,True
LINC01608,7.044019,9.42791,2.3838906,2.3838906,-9.710813062007135,8.160924156571894e-22,9.601087243025757e-21,True
PDE4B,32.225567,39.453453,7.227886,7.227886,-9.683305885510293,1.0556677134402213e-21,1.2134111648738177e-20,True
CADM1,5.9294844,7.439832,1.5103478,1.5103478,-9.640039445821007,1.5804790941501306e-21,1.7959989706251487e-20,True
KANK1,4.5280833,5.6838565,1.1557732,1.1557732,-9.626523034456387,1.7922436667807756e-21,2.0137569289671638e-20,True
KIF6,2.7392213,3.537478,0.79825664,0.79825664,-9.571708223334952,2.97959312830563e-21,3.3106590314507e-20,True
PHLPP1,15.357317,18.673359,3.316042,3.316042,-9.547696501684282,3.719693746412104e-21,4.0875755455078066e-20,True
ADGRL3,8.265234,10.766281,2.5010471,2.5010471,-9.516757627810485,4.946923748763111e-21,5.3770910312642513e-20,True
AK5,5.276371,6.933608,1.657237,1.657237,-9.455411465595551,8.685656681332457e-21,9.339415786378986e-20,True
PTPRD,21.696777,26.581383,4.8846054,4.8846054,-9.41885866617001,1.2128188089259741e-20,1.290232775453164e-19,True
NFIA,7.5223684,9.042513,1.5201445,1.5201445,-9.291681681486889,3.8401825430819035e-20,4.0001901490436495e-19,True
TNIK,5.393773,7.8108253,2.4170523,2.4170523,-9.27539785724886,4.446348910821817e-20,4.583864856517337e-19,True
DOCK10,14.186983,17.002192,2.8152084,2.8152084,-9.260823153618862,5.068619062607773e-20,5.161984829169677e-19,True
MAP4K5,5.7247314,6.7566333,1.0319018,1.0319018,-9.2599097874615,5.110364980877981e-20,5.161984829169677e-19,True
TCF4,7.0258436,7.887289,0.8614454,0.8614454,-9.252399134801054,5.466793422804699e-20,5.466793422804698e-19,True
SLAIN1,11.130368,8.738555,-2.3918133,2.3918133,9.234325503155596,6.428454860165993e-20,6.364806792243557e-19,True
PHLDB1,4.3300934,3.4782164,-0.851877,0.851877,9.120029743374744,1.7794523368544796e-19,1.727623628014058e-18,True
FRMD5,20.954687,25.715649,4.7609615,4.7609615,-9.0969610304983,2.1823969003244876e-19,2.098458558004315e-18,True
ZSWIM6,7.9697714,8.980244,1.0104723,1.0104723,-9.044763139662832,3.4575873635350014e-19,3.292940346223811e-18,True
ADARB2,3.2636168,4.5310655,1.2674487,1.2674487,-8.964034169364629,7.01145915634707e-19,6.614584109761387e-18,True
ANK3,22.962967,28.887972,5.925005,5.925005,-8.886452294459664,1.3757543556647455e-18,1.2857517342661173e-17,True
SLC44A1,19.842207,24.416035,4.5738277,4.5738277,-8.805781948752886,2.757380628930021e-18,2.5067096626636557e-17,True
LANCL1,3.9278407,4.847507,0.9196663,0.9196663,-8.803863038598832,2.803168181769213e-18,2.5253767403326246e-17,True
KANSL1,5.2098246,4.4725266,-0.737298,0.737298,8.764504810199785,3.9268182316269455e-18,3.475060381970748e-17,True
ANO4,10.0666485,12.531221,2.464573,2.464573,-8.66566431668061,9.100514695561645e-18,7.982907627685652e-17,True
SHTN1,11.975809,14.468129,2.49232,2.49232,-8.629192070501732,1.2382740946473374e-17,1.0767600823020325e-16,True
GLUL,2.7424214,1.9488528,-0.7935686,0.7935686,8.560321013378125,2.2079573250436143e-17,1.903411487106564e-16,True
SH3GL3,7.759025,9.766893,2.0078683,2.0078683,-8.529981638367627,2.8448654418707357e-17,2.4315089246758423e-16,True
FBXL7,9.229153,10.931912,1.7027597,1.7027597,-8.517793046040246,3.1490705260112903e-17,2.6687038356027887e-16,True
ALCAM,7.6985784,8.824115,1.1255364,1.1255364,-8.410641048345674,7.648880025109966e-17,6.321388450504104e-16,True
NKAIN2,13.027261,16.665668,3.6384077,3.6384077,-8.380983342694055,9.760979054141365e-17,7.935755328570216e-16,True
ELL2,4.297458,3.487563,-0.8098953,0.8098953,8.37492012613964,1.0258903524451254e-16,8.273309293912301e-16,True
CDH19,3.231184,2.446747,-0.78443694,0.78443694,8.292524563181138,2.0106225738994978e-16,1.6084980591195983e-15,True
GALNT13,4.6267166,5.701464,1.0747476,1.0747476,-8.22206699249097,3.5574788659686736e-16,2.8233959253719633e-15,True
HECW2,4.3307304,5.2371297,0.90639925,0.90639925,-8.107237743889609,8.931091063865096e-16,7.032355168397714e-15,True
MOG,5.1487823,4.182314,-0.96646833,0.96646833,8.0815538935608,1.0955208996817837e-15,8.558757028763935e-15,True
TPST1,1.6402522,0.6761112,-0.964141,0.964141,8.067022435818263,1.2294232105288214e-15,9.530412484719545e-15,True
IL1RAPL1,53.421764,64.94437,11.522602,11.522602,-8.005706549941532,1.9957979268252484e-15,1.5352291744809603e-14,True
HHIP,4.6833715,5.8467236,1.163352,1.163352,-7.832421699652918,7.706792772198252e-15,5.751337889700188e-14,True
MAML2,6.9892483,8.633717,1.6444683,1.6444683,-7.830900902663489,7.797789419698216e-15,5.776140310887567e-14,True
DIP2C,9.495028,8.13741,-1.3576174,1.3576174,7.7817469563382256,1.1382920776573075e-14,8.369794688656672e-14,True
SGK1,7.7754965,6.3916974,-1.3837991,1.3837991,7.733637165855253,1.6448781861585055e-14,1.1968358522445923e-13,True
STARD13,4.629396,5.5277715,0.8983755,0.8983755,-7.678683618322428,2.4983410861360472e-14,1.7718731107347853e-13,True
PPP1R9A,3.6620703,4.545808,0.88373756,0.88373756,-7.54954416482024,6.600356746342488e-14,4.551970169891371e-13,True
EXOC6B,9.790283,11.230526,1.4402428,1.4402428,-7.508502733148687,8.959587369582261e-14,6.053775249717745e-13,True
NLGN1,20.784573,25.589771,4.8051987,4.8051987,-7.445444970819415,1.428626377201592e-13,9.461101835772133e-13,True
SLC12A2,3.8401482,4.5940557,0.75390744,0.75390744,-7.441524216954054,1.4705038114537872e-13,9.674367180617022e-13,True
AGTPBP1,4.845215,4.109156,-0.7360587,0.7360587,7.355213244758321,2.767935005931597e-13,1.797360393462076e-12,True
APP,8.305922,9.58809,1.2821684,1.2821684,-7.352186668399462,2.829665027889018e-13,1.82559034057356e-12,True
PLD1,4.298996,5.05308,0.7540841,0.7540841,-7.295423233204259,4.2729170162721745e-13,2.7043778584001106e-12,True
MBNL2,6.3835244,7.286183,0.90265846,0.90265846,-7.229155497700848,6.887777560613025e-13,4.331935572712594e-12,True
PTBP2,5.996032,6.8558817,0.85984945,0.85984945,-7.178666431606359,9.883267028116475e-13,6.100782116121281e-12,True
CNTNAP4,4.892128,6.3721075,1.4799795,1.4799795,-7.1337661804315955,1.3599359345175008e-12,8.343165242438655e-12,True
MOBP,7.127182,9.01599,1.8888083,1.8888083,-7.0476045514071535,2.496270698643981e-12,1.503777529303603e-11,True
LIMCH1,10.209513,12.051879,1.8423662,1.8423662,-6.995888345120385,3.5826623935809247e-12,2.1325371390362647e-11,True
FTH1,4.810846,3.6050096,-1.2058363,1.2058363,6.951718073788209,4.8684103038635514e-12,2.8807161561322787e-11,True
ETV6,2.3610284,1.3497864,-1.011242,1.011242,6.933672039843335,5.515400462858273e-12,3.2066281760803915e-11,True
GNAO1,6.9031434,8.120338,1.217195,1.217195,-6.763837463052037,1.75892336125719e-11,9.717808625730332e-11,True
LRRTM3,4.3573427,3.5791488,-0.77819395,0.77819395,6.716020733529023,2.426556355162889e-11,1.333272722616972e-10,True
MAN2A1,12.084396,14.293466,2.2090693,2.2090693,-6.696059185878708,2.7736965796627148e-11,1.5156811910725217e-10,True
QDPR,4.8322287,5.8246717,0.9924431,0.9924431,-6.6897446711110735,2.8933105419213024e-11,1.5724513814789687e-10,True
RTN4,7.970115,8.91311,0.9429946,0.9429946,-6.672095803499595,3.255066220427269e-11,1.7594952542850104e-10,True
HIPK2,6.7313232,7.639576,0.9082527,0.9082527,-6.66848657577344,3.3343246119540204e-11,1.7926476408354948e-10,True
NAV2,4.7148905,3.2055082,-1.5093822,1.5093822,6.62202221629845,4.539950823190902e-11,2.414867459144097e-10,True
DMD,6.680946,5.6081586,-1.0727873,1.0727873,6.595127872204797,5.423071010285559e-11,2.8542479001502943e-10,True
DOCK5,8.790117,10.375893,1.5857754,1.5857754,-6.578195522822176,6.063147649074727e-11,3.1253338397292405e-10,True
OTUD7A,6.1183,5.1637464,-0.9545536,0.9545536,6.525698723826134,8.554511225725056e-11,4.364546543737273e-10,True
FNBP1,6.3165703,7.049946,0.73337555,0.73337555,-6.479882770789451,1.1528425314237981e-10,5.793178549868332e-10,True
DLC1,6.1904345,7.1438584,0.953424,0.953424,-6.466187322003763,1.2599128527548496e-10,6.299564263774247e-10,True
PDE1C,12.530369,14.731015,2.2006464,2.2006464,-6.464691600965938,1.2721794609818636e-10,6.329251049661012e-10,True
UGT8,5.0118213,5.8698754,0.85805416,0.85805416,-6.431321322417909,1.5783241265055362e-10,7.774995697071607e-10,True
FRMD4B,10.822543,12.568137,1.745594,1.745594,-6.421805634528,1.678104241618924e-10,8.226001184406491e-10,True
SPP1,5.282484,1.8583989,-3.4240851,3.4240851,6.326722135411721,3.0821721296499006e-10,1.4677010141190004e-09,True
ADGRB3,9.57265,11.609163,2.0365133,2.0365133,-6.278032361889898,4.1943662574545575e-10,1.9878513068505013e-09,True
PCDH9-AS2,4.346375,3.4207592,-0.9256158,0.9256158,6.241365613944915,5.28212664834327e-10,2.479871665888859e-09,True
CNTNAP2,10.237748,12.293608,2.0558596,2.0558596,-6.224239235646134,5.880299104662125e-10,2.747803319935573e-09,True
AGPAT4,5.2049885,4.4768586,-0.72812986,0.72812986,6.22347012462404,5.90865939451056e-10,2.748213671865377e-09,True
SSH2,5.907033,6.6458592,0.7388263,0.7388263,-6.199069383412762,6.881112370037303e-10,3.185700171313566e-09,True
LINC00639,5.464351,6.371036,0.9066849,0.9066849,-6.085284797528918,1.3901864106249977e-09,6.347883153538802e-09,True
ERBIN,15.738589,13.620785,-2.1178045,2.1178045,5.946733102480599,3.22080358480401e-09,1.4573771876941221e-08,True
ST18,28.061571,32.74497,4.6833973,4.6833973,-5.920119918018269,3.777215856060206e-09,1.7014485838109037e-08,True
SPOCK3,14.175256,16.250483,2.0752268,2.0752268,-5.870352654758936,5.079592784380643e-09,2.2778442979285395e-08,True
ANKS1B,9.288544,10.71045,1.4219065,1.4219065,-5.787275303454425,8.28672675971962e-09,3.650540422783974e-08,True
CNP,4.985744,4.1739626,-0.8117814,0.8117814,5.655754841701461,1.7750430399319963e-08,7.651047585913777e-08,True
ZEB2,14.828998,16.387358,1.5583601,1.5583601,-5.589488739034148,2.589756026374329e-08,1.0927240617613202e-07,True
AC002429.2,0.97614616,2.1506996,1.1745534,1.1745534,-5.55908724371533,3.0756024937764247e-08,1.2922699553682458e-07,True
SAMD4A,1.9206396,1.09798,-0.8226596,0.8226596,5.5375992559703695,3.471234966486982e-08,1.4463479027029092e-07,True
PEX5L,12.305977,14.532436,2.2264595,2.2264595,-5.488398128678617,4.5721076328317184e-08,1.8971400966106716e-07,True
FMNL2,16.256088,17.87844,1.6223526,1.6223526,-5.4445952696815345,5.831799425448933e-08,2.4098344733260055e-07,True
RNF220,17.863207,20.683071,2.8198643,2.8198643,-5.43282140752699,6.224125808565948e-08,2.540459513700387e-07,True
PIP4K2A,23.835562,21.071115,-2.7644463,2.7644463,5.324204084260004,1.1279648492276255e-07,4.4760509889985136e-07,True
CTNND2,13.470576,15.704209,2.233633,2.233633,-5.322612071650139,1.1377449290485039e-07,4.497015529835984e-07,True
LSAMP,17.409622,21.719433,4.3098106,4.3098106,-5.270083987302823,1.5107073754853863e-07,5.924342648962299e-07,True
GAB1,9.7399435,10.833795,1.0938511,1.0938511,-5.2485156186386135,1.6959703091861656e-07,6.624884020258459e-07,True
TCF12,14.877444,16.083342,1.2058973,1.2058973,-5.201683712246743,2.176981719964414e-07,8.470745992079432e-07,True
SLC24A2,27.357597,31.094467,3.7368698,3.7368698,-5.187045448484108,2.3527039499375574e-07,9.048861345913682e-07,True
LAMA2,7.740045,6.362332,-1.3777132,1.3777132,5.13196821560115,3.145121817801906e-07,1.1913340218946614e-06,True
PALM2-AKAP2,15.195057,13.177043,-2.018014,2.018014,5.125740728442196,3.2494881499028707e-07,1.2262219433595738e-06,True
PICALM,8.254986,7.485862,-0.76912403,0.76912403,5.114094848644241,3.45371050646264e-07,1.2909608214340426e-06,True
NKAIN3,1.561081,3.1605616,1.5994805,1.5994805,-5.093714583603966,3.841300878982111e-07,1.427992891814911e-06,True
PDE8A,10.358929,11.635728,1.2767992,1.2767992,-5.070005130200177,4.3451560483473317e-07,1.6033786156263216e-06,True
NCKAP5,20.824965,23.346,2.5210361,2.5210361,-5.042970772377173,4.997604054813075e-07,1.8306241959022253e-06,True
SEPTIN7,12.117316,13.47201,1.3546934,1.3546934,-5.005987730335107,6.045033522494093e-07,2.1744724901057885e-06,True
GABRB1,1.5502566,2.643582,1.0933255,1.0933255,-4.895858730266713,1.0573154928681784e-06,3.6969073177209037e-06,True
AL033523.1,3.7783892,2.9471593,-0.8312299,0.8312299,4.87577456282396,1.1693827302705618e-06,4.07450428665701e-06,True
ENPP2,7.801123,8.775991,0.9748683,0.9748683,-4.87084901252624,1.1985655343676163e-06,4.16168588322089e-06,True
KLHL32,9.706949,8.593336,-1.1136131,1.1136131,4.860323036358898,1.2632982835340912e-06,4.356200977703763e-06,True
SLC1A2,3.552473,7.8978076,4.3453345,4.3453345,-4.803552750260248,1.6747127581686196e-06,5.651250053229164e-06,True
CNDP1,7.5674453,6.342291,-1.2251544,1.2251544,4.675517280881037,3.128153981902565e-06,1.0123475669587589e-05,True
ANK2,16.956911,15.695069,-1.2618418,1.2618418,4.637573726319637,3.753441998736801e-06,1.2107877415280003e-05,True
MARCH1,16.867542,18.443668,1.5761261,1.5761261,-4.610623884268152,4.268619446190147e-06,1.3587087406755076e-05,True
CLASP2,12.8884,13.968523,1.080123,1.080123,-4.597901280157186,4.534767129187915e-06,1.421557093789315e-05,True
CLMN,8.7030525,7.741583,-0.96146965,0.96146965,4.4562747340020925,8.801240483054654e-06,2.69151085108705e-05,True
FRYL,10.103152,11.110217,1.0070648,1.0070648,-4.452062089227561,8.97399590493736e-06,2.7276583297681943e-05,True
GPM6A,3.2254179,5.968372,2.742954,2.742954,-4.439758696876225,9.49730371088468e-06,2.8779708214802063e-05,True
LINC00609,4.0151396,3.1762002,-0.8389394,0.8389394,4.4052374944497465,1.1125962086676068e-05,3.351193399601225e-05,True
ARHGAP26,2.6567576,1.3725554,-1.2842022,1.2842022,4.38635169764614,1.2126581325885277e-05,3.630712971821939e-05,True
TTLL7,16.133873,18.018785,1.8849125,1.8849125,-4.362842341598836,1.3492552569463737e-05,4.003724798060456e-05,True
SLCO3A1,8.05217,8.962227,0.91005707,0.91005707,-4.301616593149193,1.7773406529996326e-05,5.1969024941509724e-05,True
AC131944.1,0.9125322,0.100345366,-0.81218684,0.81218684,4.295485849769025,1.826715269117645e-05,5.3257004930543585e-05,True
PLP1,38.662704,33.931873,-4.730831,4.730831,4.247425465115651,2.2616901513859286e-05,6.53667673810962e-05,True
OBI1-AS1,1.5891986,3.1740963,1.5848978,1.5848978,-4.115505436022881,4.020301608778922e-05,0.00011261349044198661,True
NRXN1,5.6135902,9.186412,3.5728216,3.5728216,-4.095773712134727,4.375439043716864e-05,0.00012187852489462017,True
RORA,3.9434345,5.628829,1.6853945,1.6853945,-4.085949396745152,4.56317488249364e-05,0.00012640373635716456,True
AKAP6,11.51753,10.621357,-0.8961735,0.8961735,4.083893188615963,4.603423398585105e-05,0.00012716639222610788,True
MGAT4C,0.92032254,1.8039781,0.88365555,0.88365555,-4.078065362190236,4.71933671493327e-05,0.00013000927589347852,True
TJP1,9.80843,10.525033,0.7166033,0.7166033,-4.061833556919507,5.056956704450009e-05,0.0001366745055256759,True
PRUNE2,12.327689,13.801211,1.4735222,1.4735222,-4.0527244045355255,5.256334964174459e-05,0.00014168018771359728,True
SOX5,2.1466842,3.3491066,1.2024224,1.2024224,-4.002554151018249,6.494977215864822e-05,0.0001727387557410857,True
ADGRV1,2.3704145,4.6302295,2.259815,2.259815,-3.9968867792044316,6.651114870235536e-05,0.00017642214509908585,True
TF,8.353069,7.551267,-0.80180216,0.80180216,3.9473958972086702,8.1740326671175e-05,0.000215673685148219,True
SH3RF3,1.7235156,0.8728792,-0.8506364,0.8506364,3.9327549870397975,8.684327857043608e-05,0.00022853494360641075,True
BCAS1,8.3445425,9.175792,0.83124924,0.83124924,-3.918211762545629,9.220935546536225e-05,0.0002413857472915242,True
IPCEF1,1.6565838,0.9253549,-0.7312289,0.7312289,3.824067192166664,0.00013529209656585787,0.00034513289940269864,True
MT-ND3,1.884395,2.607077,0.7226819,0.7226819,-3.792438653230293,0.00015360551075782096,0.0003878927039338913,True
RUNX1,2.1387236,1.0667936,-1.07193,1.07193,3.775244647859976,0.00016451671361690718,0.0004143997824103455,True
NPAS3,19.73446,21.662992,1.9285316,1.9285316,-3.7526833930182955,0.00017994341177359513,0.00044873668771470103,True
MIR99AHG,8.108801,9.208629,1.0998278,1.0998278,-3.7229781396871804,0.0002023369220347721,0.0005008339654326042,True
HS3ST5,7.228303,7.9601583,0.7318554,0.7318554,-3.70980750164262,0.00021308199551425572,0.0005261283839858166,True
DPYD,11.113408,10.095588,-1.0178204,1.0178204,3.6341233521847176,0.0002859731453451924,0.000690756389722687,True
NCAM1,13.214796,14.058685,0.84388924,0.84388924,-3.6104327088138732,0.0003132196369168642,0.0007493292749207278,True
PLCL1,15.492744,16.882921,1.3901768,1.3901768,-3.509988020058781,0.00045805529486689134,0.0010752471710490407,True
ARAP2,10.799693,11.61839,0.818697,0.818697,-3.5055639975212256,0.0004656880421895436,0.0010880561733400552,True
AGAP1,16.393772,17.593256,1.1994839,1.1994839,-3.4728309489490123,0.0005259620829186999,0.0012203296587440834,True
DLG1,12.735053,11.74717,-0.9878826,0.9878826,3.4660572819990185,0.0005393109930142752,0.0012484050764219332,True
SPOCK1,12.351939,11.348064,-1.0038748,1.0038748,3.456802436665643,0.0005580606990485015,0.0012888237853314122,True
AC008571.2,7.219584,6.216001,-1.003583,1.003583,3.422446640067971,0.0006331082226011898,0.0014520830793605271,True
MEF2A,5.2577486,4.260749,-0.99699974,0.99699974,3.164516018195048,0.0015767913412505917,0.0033982572009711026,True
FAM155A,1.8312352,2.646248,0.81501293,0.81501293,-3.1121016639178847,0.0018838907333168225,0.003965036692991286,True
MACF1,8.59378,7.5208645,-1.0729151,1.0729151,3.0423547554972203,0.0023779066583932158,0.004913030285936397,True
