"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048002","antigen processing and presentation of peptide antigen",43,-0.729300755004036,-2.54724438084456,1.13947205694915e-09,5.54922891734237e-07,5.12162703491882e-07,521,"tags=42%, list=5%, signal=40%","14972/12317/14130/66824/73149/14999/21354/13040/14127/14129/54445/18173/26888/83433/17476/14961/14969/16149"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",25,-0.822345152292272,-2.53699722593976,1.97572964154499e-09,8.6026860516672e-07,7.93979670174407e-07,775,"tags=52%, list=7%, signal=49%","14972/14130/73149/14999/13040/14127/14129/54445/26888/17476/14961/14969/16149"
"GO:0050778","positive regulation of immune response",422,-0.366701368992827,-1.78511734249029,2.08764081895975e-09,8.6026860516672e-07,7.93979670174407e-07,1469,"tags=24%, list=13%, signal=22%","57738/12010/109905/15511/16952/67070/20218/22038/69379/66513/21803/17175/70572/12368/142980/74039/20128/13057/54651/170743/19264/71956/71586/233046/16859/12362/217303/24088/17087/215243/13982/80859/27419/56496/21682/18038/100040462/18950/16145/105855/14972/64685/217826/20877/65221/140792/12475/94185/216869/102626/12628/16678/317757/17874/12258/232944/17060/77799/101540/13482/66824/58185/16168/16183/14469/100340/14082/216799/16019/243910/12267/14999/22042/12260/16792/21926/17096/19204/56743/15284/16176/12262/14127/16409/18783/22177/12259/55932/20375/14129/54445/18173/230787/279572/16414/83433/15170/14961/16768/14969/16149"
"GO:0002250","adaptive immune response",247,-0.424618249416854,-1.97103919056149,8.4479074113596e-09,3.23253142876096e-06,2.98344519632752e-06,854,"tags=22%, list=7%, signal=21%","12523/21682/18950/105855/19885/14972/94185/16331/12628/16842/317757/56744/17874/14130/12258/77799/101540/13482/66824/58185/16183/16172/14082/216799/22376/16019/243910/12267/14999/14190/22042/12260/21926/17096/21354/56743/15284/16176/12262/14127/18783/12259/14129/54445/67742/18173/57916/26888/83433/15170/321019/17476/16768/13051/16149"
"GO:0045088","regulation of innate immune response",273,-0.400897926924967,-1.88065521729468,1.54660975741681e-08,5.41290387076047e-06,4.99580666338424e-06,1469,"tags=26%, list=13%, signal=23%","57738/104709/15511/67070/22038/56335/66513/21803/70572/12368/142980/20128/13057/14824/54651/12370/170743/71956/71586/233046/16859/12362/217303/24088/17087/215243/13982/80859/27419/56496/100038882/18038/100040462/16145/64685/217826/20877/65221/140792/12475/216869/102626/66222/12628/317757/547253/93694/17874/12258/232944/13489/13482/66824/58185/17916/14469/100340/14082/216799/21926/17096/21354/22177/55932/20375/54445/279572/83433/15170/16768/16149"
"GO:0002252","immune effector process",366,-0.37398059120188,-1.80263616400204,1.61669706798894e-08,5.41290387076047e-06,4.99580666338424e-06,1115,"tags=22%, list=10%, signal=21%","20947/14824/16431/68667/170743/19264/210293/233046/16859/12362/217303/24088/80859/12523/18950/105855/19885/14972/64685/11806/16331/216869/18159/12721/12628/16678/15900/16842/317757/56744/93694/17874/14130/12258/14159/13482/66824/58185/17916/16183/54519/14082/216799/22376/16019/243910/18826/14999/14190/22042/12260/21687/16792/21926/17096/94176/21354/19204/56743/15284/16176/12262/14127/12493/16409/22177/12259/20375/14129/54445/18173/11542/19354/16414/83433/15170/321019/16768/13051/16149/17079"
"GO:0031349","positive regulation of defense response",323,-0.381468825588275,-1.82231109550926,1.86060289765186e-08,5.86308807218884e-06,5.41130143050824e-06,1469,"tags=26%, list=13%, signal=23%","57738/15511/12367/67070/22038/66513/16170/21803/70572/12368/142980/242202/20128/19376/13057/12918/14824/54651/170743/71956/71586/15587/233046/16859/12362/217303/24088/17087/215243/13982/319197/80859/27419/56496/18038/100040462/16145/64685/217826/20877/105450/23871/65221/140792/12475/216869/11690/102626/317757/30955/17874/232944/12426/13482/66824/58185/11754/14469/100340/16172/14082/69146/216799/14829/21926/17096/12978/16176/13040/14127/22177/55932/20375/14129/54445/11542/106512/279572/83433/12424/16768/16149/12774"
"GO:0002831","regulation of response to biotic stimulus",330,-0.372576556911679,-1.78031939838762,2.94109678335849e-08,8.75303081580635e-06,8.0785564862192e-06,1469,"tags=25%, list=13%, signal=22%","57738/104709/15511/67070/22038/56335/66513/21803/70572/12368/142980/20128/19376/13057/14824/54651/12370/170743/71956/71586/233046/16859/12362/217303/24088/17087/215243/13982/80859/27419/56496/12523/100038882/18038/100040462/16145/64685/217826/20877/105450/65221/140792/12475/216869/102626/66222/12628/317757/547253/93694/17874/12258/232944/13489/13482/66824/58185/17916/16168/14469/100340/14082/216799/14190/21926/17096/21354/16176/12493/22177/55932/20375/54445/279572/17084/83433/15170/16768/17472/16149/17079"
"GO:0003351","epithelial cilium movement involved in extracellular fluid movement",35,0.756718904046937,2.30203044811978,4.0907404464376e-08,1.15337350376664e-05,1.06449905135276e-05,754,"tags=46%, list=7%, signal=43%","74362/71227/320277/78801/13411/110082/207607/22092/69387/66722/237806/214704/100037282/212892/171567/68339"
"GO:0002697","regulation of immune effector process",236,-0.410983010654976,-1.9033384759301,4.33731089500564e-08,1.16174872322726e-05,1.07222890914955e-05,1217,"tags=26%, list=11%, signal=24%","142980/21938/109934/14824/68667/170743/19264/233046/16859/12362/217303/24088/80859/12523/18950/105855/14972/11806/216869/18159/12628/317757/56744/93694/17874/14130/12258/14159/13482/66824/58185/16183/14082/216799/22376/16019/243910/14999/14190/22042/21687/16792/21926/17096/21354/19204/15284/16176/14127/12493/16409/22177/20375/14129/11542/19354/16414/83433/15170/16768/13051/16149"
"GO:0006858","extracellular transport",37,0.750770107327822,2.32980150170734,5.68782532554352e-08,1.45093715566365e-05,1.33913361173323e-05,754,"tags=43%, list=7%, signal=41%","74362/71227/320277/78801/13411/110082/207607/22092/69387/66722/237806/214704/100037282/212892/171567/68339"
"GO:0019884","antigen processing and presentation of exogenous antigen",30,-0.755247464267656,-2.43027915027689,6.64520595768368e-08,1.61810765069598e-05,1.49342260206891e-05,775,"tags=43%, list=7%, signal=41%","14972/14130/73149/14999/13040/14127/14129/54445/26888/17476/14961/14969/16149"
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",16,-0.872474549895482,-2.35089193913473,8.94056542168243e-08,1.91589899341092e-05,1.76826730830318e-05,462,"tags=62%, list=4%, signal=60%","14130/66824/14999/13040/14127/54445/83433/14961/14969/16149"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",16,-0.872474549895482,-2.35089193913473,8.94056542168243e-08,1.91589899341092e-05,1.76826730830318e-05,462,"tags=62%, list=4%, signal=60%","14130/66824/14999/13040/14127/54445/83433/14961/14969/16149"
"GO:0044782","cilium organization",274,0.443579698541045,1.85369640683543,8.94110039859494e-08,1.91589899341092e-05,1.76826730830318e-05,1445,"tags=22%, list=13%, signal=19%","237625/74362/71227/75563/73301/320277/75172/71840/244653/78801/74052/21689/72844/227058/216274/280408/110082/207607/74354/15223/22092/16977/69387/66722/214704/332110/108686/212892/94187/67694/232943/19725/17427/382253/64009/100502861/171567/68339/218232/286942/69707/17152/225631/229776/244608/68270/101100/24084/269702/244585/68146/77945/73873/231214/52023/74081/327954/22772/18004"
"GO:0007283","spermatogenesis",344,0.41193021926248,1.75901610837968,9.37019996242075e-08,1.93062158456492e-05,1.7818554341494e-05,2215,"tags=31%, list=19%, signal=25%","237625/74362/329977/72236/75563/320277/75172/235320/27356/104271/18431/78801/30054/74052/53857/75801/232174/20962/232286/12310/215772/433700/74354/50501/22092/382077/94246/625249/74369/11421/70882/66722/241296/21357/100986/22589/18551/20535/208908/21887/12190/232943/380702/19725/17427/64009/338349/56291/11835/213236/330319/244891/19047/12053/69707/214899/213389/72504/231386/18211/12929/78174/101100/117229/100009600/114606/171429/83984/20682/252967/97165/263876/12801/12593/18004/11774/70891/76800/238247/12048/58230/19773/75533/54383/227394/12316/22764/24128/72162/269254/103554/244551/54608/71242/22694/231801/101476/21821/67042/207352/12753/71836/240697/226162/195434"
"GO:0002366","leukocyte activation involved in immune response",182,-0.442141602278983,-1.97737812738764,1.01751381612743e-07,2.0188227825906e-05,1.86326019272925e-05,1115,"tags=27%, list=10%, signal=25%","20947/14824/16431/19264/210293/16859/217303/80859/12523/105855/19885/64685/18159/12721/15900/16842/56744/17874/14159/66824/17916/16183/54519/216799/243910/18826/14999/14190/22042/21926/17096/94176/19204/56743/15284/14127/16409/22177/20375/18173/11542/19354/16414/83433/15170/321019/13051/16149/17079"
"GO:0006909","phagocytosis",132,-0.487012500592906,-2.09906583130531,1.13425338240107e-07,2.16513418913204e-05,1.99829741437238e-05,1587,"tags=33%, list=14%, signal=28%","20963/22141/233571/20401/73182/109905/16952/22038/21803/18752/109934/19376/13057/19264/217303/24088/17304/381560/105855/11806/140792/12721/15900/12317/17874/14130/12798/66824/16168/94176/16416/14127/17970/16409/22177/15162/104759/14129/18173/16414/11629/83433/668218"
"GO:0006954","inflammatory response",496,-0.333495754799928,-1.65338164913341,1.17209056346517e-07,2.16513418913204e-05,1.99829741437238e-05,1444,"tags=23%, list=13%, signal=21%","11540/67866/12367/16952/54199/22038/12514/16170/21803/192187/13610/245944/12368/216820/142980/21938/109934/242202/20128/13057/12918/17951/12562/14824/23887/12370/19015/170743/15587/16859/12362/217303/24088/17087/13982/319197/80859/27419/15937/238205/100040462/16145/64685/11806/217826/100182/23871/12475/17171/69769/11690/19645/66222/12628/16678/56838/56744/30955/17874/14130/232944/15234/66824/22695/12702/20308/16183/11754/14469/100340/16172/20303/69146/216799/67547/243910/12267/16154/108670/12833/22042/574402/21926/17096/19204/12978/16176/13040/14127/16409/12167/13058/22177/15162/12259/104759/55932/17986/14129/18173/230787/11542/106512/279572/16414/17084/70481/21390/11629/83433/15170/16175/13051/20293/17079/12774"
"GO:0035082","axoneme assembly",53,0.679706080380135,2.24777366833495,1.2997359426321e-07,2.32089514822672e-05,2.14205604299754e-05,1366,"tags=43%, list=12%, signal=38%","237625/74362/71227/320277/244653/78801/227058/110082/207607/74354/15223/22092/16977/69387/66722/212892/17427/69707/68270/101100/24084/231214/327954"
"GO:0002263","cell activation involved in immune response",184,-0.440142947443304,-1.96825961382371,2.02276987324072e-07,3.4954768422421e-05,3.22612906438426e-05,1115,"tags=27%, list=10%, signal=24%","20947/14824/16431/19264/210293/16859/217303/80859/12523/105855/19885/64685/18159/12721/15900/16842/56744/17874/14159/66824/17916/16183/54519/216799/243910/18826/14999/14190/22042/21926/17096/94176/19204/56743/15284/14127/16409/22177/20375/18173/11542/19354/16414/83433/15170/321019/13051/16149/17079"
"GO:0006935","chemotaxis",297,-0.377309569778615,-1.7849834781929,2.36075198037404e-07,3.83228738147386e-05,3.53698630042005e-05,1653,"tags=28%, list=14%, signal=25%","11603/237038/13618/20963/237847/19141/19035/12215/101502/16952/54199/445007/18183/11876/16170/21803/14254/20947/68667/20348/20563/14165/18846/80903/16859/17390/105855/11806/18654/18187/73710/18186/216869/18596/12721/16842/14388/12317/56838/56744/30955/13805/65079/14159/16985/15234/101540/20198/13482/18208/20315/12159/20308/16172/20303/54324/12267/12986/21375/22422/11601/17096/94176/16416/19204/16542/12978/16176/14127/16409/20375/68545/106512/19354/16414/11629/83433/321019/13051/70839/668218/20293/16149/12774"
"GO:0042330","taxis",297,-0.377309569778615,-1.7849834781929,2.36075198037404e-07,3.83228738147386e-05,3.53698630042005e-05,1653,"tags=28%, list=14%, signal=25%","11603/237038/13618/20963/237847/19141/19035/12215/101502/16952/54199/445007/18183/11876/16170/21803/14254/20947/68667/20348/20563/14165/18846/80903/16859/17390/105855/11806/18654/18187/73710/18186/216869/18596/12721/16842/14388/12317/56838/56744/30955/13805/65079/14159/16985/15234/101540/20198/13482/18208/20315/12159/20308/16172/20303/54324/12267/12986/21375/22422/11601/17096/94176/16416/19204/16542/12978/16176/14127/16409/20375/68545/106512/19354/16414/11629/83433/321019/13051/70839/668218/20293/16149/12774"
"GO:0007186","G protein-coupled receptor signaling pathway",483,-0.329353731271786,-1.62707442500887,2.55848103456499e-07,4.03111261828371e-05,3.72049084190456e-05,1608,"tags=24%, list=14%, signal=21%","13618/11554/56193/67865/20963/70771/22141/233571/381489/30878/381413/19088/104709/11540/109305/16952/20977/54199/13610/66381/245944/18430/18752/110784/242202/108068/54611/20607/20563/19015/16923/15562/233046/238252/13982/383563/319197/14788/14738/17300/18155/19737/66066/18166/15552/19228/15550/11806/210044/21334/15560/17171/54598/216869/14371/22354/12614/104110/338346/22063/56744/30955/14773/15565/13489/12426/101540/58175/67405/20315/20308/15566/16183/18610/20303/14829/387285/50778/12267/238725/12952/574402/16867/17096/320207/14710/245424/16416/19204/70355/226304/229214/27220/18821/15446/11542/11552/19354/18441/23890/21390/83433/321019/12424/22353/14676/13051/71862/70839/22045/74191/20293/12774/12311/80910"
"GO:0002443","leukocyte mediated immunity",227,-0.405258068254029,-1.8723120357493,2.65782271192519e-07,4.06798750508093e-05,3.75452429410906e-05,1587,"tags=31%, list=14%, signal=27%","20963/15368/27060/27223/57914/12010/104709/69379/21803/17175/142980/21938/109934/20947/68667/19264/233046/16859/217303/24088/80859/12523/18950/105855/14972/16331/216869/18159/12721/12628/317757/93694/17874/14130/12258/14159/13482/58185/17916/16183/14082/216799/22376/16019/14190/22042/12260/21926/17096/21354/19204/56743/16176/12262/14127/16409/22177/12259/20375/14129/54445/18173/11542/19354/16414/83433/15170/16768/13051/16149"
"GO:0048232","male gamete generation",356,0.409647944412272,1.75580053555649,3.59941015570654e-07,5.35612227892221e-05,4.94340043899229e-05,2630,"tags=35%, list=23%, signal=28%","237625/74362/329977/72236/75563/320277/75172/235320/27356/104271/18431/78801/30054/74052/53857/75801/232174/20962/232286/12310/215772/433700/74354/50501/22092/382077/94246/625249/74369/11421/70882/66722/241296/21357/320558/100986/22589/18551/20535/208908/21887/12190/232943/380702/19725/17427/64009/338349/56291/11835/213236/330319/244891/19047/12053/69707/214899/213389/72504/231386/18211/12929/78174/101100/117229/100009600/114606/171429/83984/20682/252967/97165/263876/12801/12593/18004/11774/70891/76800/238247/12048/58230/19773/75533/54383/11920/227394/12316/22764/24128/72162/64707/269254/103554/244551/54608/71242/22694/231801/101476/21821/67042/207352/12753/71836/240697/226162/195434/19735/13435/104601/69260/17128/67946/217716/22187/56469/53604/73316/67031/54137/17776/544752/58186/214901/227210"
"GO:0050900","leukocyte migration",240,-0.393990725438728,-1.82959821025348,6.22941927142643e-07,9.0191889289274e-05,8.32420549584351e-05,1608,"tags=30%, list=14%, signal=27%","13618/23886/20963/16403/19141/19035/12215/101502/16952/445007/11876/16170/21803/12490/16401/67374/14254/109934/20947/68667/20563/16859/217303/24088/76088/17390/105855/18654/12721/12317/56838/56744/17874/12798/13482/66824/17916/13860/20315/14537/11754/16456/27205/16172/14082/20303/54324/216799/12267/20345/12986/21926/17096/16416/19204/12978/16176/14127/16409/65256/20375/11542/106512/19354/16414/11629/83433/321019/16175/13051/70839/20293/16149"
"GO:0060271","cilium assembly",250,0.441064660742407,1.82235749212909,7.31645573974557e-07,0.000103142772099518,9.51949933783516e-05,1366,"tags=21%, list=12%, signal=19%","237625/74362/71227/75563/320277/75172/71840/244653/78801/21689/72844/227058/216274/280408/110082/207607/74354/15223/22092/16977/69387/66722/214704/332110/108686/212892/94187/67694/232943/19725/17427/382253/64009/100502861/218232/69707/17152/225631/229776/244608/68270/101100/24084/269702/244585/68146/77945/73873/231214/52023/74081/327954"
"GO:0002573","myeloid leukocyte differentiation",193,-0.414269321510441,-1.86334450283764,8.54982630046354e-07,0.000117439537157906,0.000108390105622881,1302,"tags=26%, list=11%, signal=23%","21803/12394/12703/12571/245944/216820/12370/24088/17869/27419/100040462/80752/83554/21813/16331/19645/21349/16842/317757/72175/93694/17874/14159/16168/12159/20308/233328/13386/14082/108670/22042/22778/21926/17096/16416/12978/12262/14127/16409/22177/17986/20375/27220/15163/83433/321019/381319/74511/16149/12311"
"GO:0002274","myeloid leukocyte activation",158,-0.442999683099037,-1.95136932767176,1.24956660856424e-06,0.000167348208051966,0.000154453009484901,1402,"tags=31%, list=12%, signal=28%","16952/22038/16170/21803/142980/109934/14824/15587/16859/12362/217303/24088/12638/27419/238205/12523/64685/21813/18159/317757/17874/14159/66824/17916/16168/108670/21926/17096/94176/19204/12978/56743/14127/12493/16409/18783/22177/12259/20375/18173/11542/19354/16414/11629/83433/15170/381319/12506/13051"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",14,-0.855520167331547,-2.25325194922336,1.5635372851229e-06,0.000201665477370418,0.000186125924213052,462,"tags=57%, list=4%, signal=55%","14130/14999/13040/14127/54445/14961/14969/16149"
"GO:0071219","cellular response to molecule of bacterial origin",151,-0.432436186061538,-1.90921004774662,1.58109950523755e-06,0.000201665477370418,0.000186125924213052,968,"tags=25%, list=8%, signal=23%","12362/24088/17087/80859/12523/18038/18671/16145/12475/70310/12628/15900/235527/56838/56744/17874/14130/66824/22695/14469/216799/108670/21926/17096/19204/16176/55932/20375/100702/17084/21390/83433/15170/16175/13051/17079/12774"
"GO:0045089","positive regulation of innate immune response",231,-0.378683892891705,-1.74939181007842,2.26671311461376e-06,0.00028239028267409,0.00026063039166073,1469,"tags=24%, list=13%, signal=22%","57738/15511/67070/22038/66513/70572/12368/142980/20128/13057/54651/170743/71956/71586/233046/16859/12362/217303/24088/17087/215243/13982/80859/27419/56496/18038/100040462/16145/64685/217826/20877/65221/140792/12475/216869/102626/317757/17874/232944/13482/66824/58185/14469/100340/14082/216799/21926/17096/22177/55932/20375/54445/279572/83433/16768/16149"
"GO:0098883","synapse pruning",15,-0.835515382768577,-2.22691669518259,2.53852180759743e-06,0.000309065030074987,0.000285249687327395,756,"tags=60%, list=7%, signal=56%","217826/23829/54712/12260/12262/16409/12259/83433/13051"
"GO:0002703","regulation of leukocyte mediated immunity",144,-0.445931770968468,-1.94068710582515,3.12605820856578e-06,0.000372139862739708,0.000343464220014818,1587,"tags=34%, list=14%, signal=30%","20963/15368/27223/12010/104709/21803/142980/21938/109934/68667/19264/233046/16859/217303/24088/12523/18950/105855/14972/216869/18159/317757/93694/14130/14159/13482/58185/16183/14082/216799/22376/22042/21926/17096/21354/19204/16176/14127/16409/22177/20375/14129/11542/19354/16414/83433/15170/16768/13051"
"GO:0007159","leukocyte cell-cell adhesion",254,-0.375390308955433,-1.75502016160357,3.66551976585255e-06,0.000426873682297219,0.000393980465451016,1520,"tags=26%, list=13%, signal=23%","20667/15505/12010/104709/11540/12367/16952/21803/12394/12703/16401/67374/242202/19264/16859/217303/76088/80859/72057/18950/16402/105855/23871/21813/94185/69769/108101/12721/12628/16842/317757/56838/56744/13482/66824/16168/20315/14537/12159/16183/16456/14082/216799/67547/243910/20345/14999/14190/22042/16792/21926/19204/15284/16176/12493/16409/320484/19354/16414/11629/15170/16175/14961/16768/13051/14969/16149"
"GO:0030099","myeloid cell differentiation",334,-0.341784048357198,-1.6358580676126,3.83330831086316e-06,0.000436915587687106,0.000403248580876244,1470,"tags=22%, list=13%, signal=20%","66154/12010/15511/12367/22038/21803/12394/12703/12571/67773/245944/216820/12370/319653/16923/24088/17869/27419/100038882/100040462/11480/80752/83554/105855/23871/21813/16331/19645/11656/54368/15900/21349/16842/317757/72175/56744/93694/18174/19411/17874/14159/16168/22695/12159/20308/23845/233328/13386/14082/108670/12986/22042/22778/21926/17096/16416/12978/12262/14127/16409/22177/17986/20375/27220/19354/15163/83433/15170/321019/381319/74511/16149/12311"
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",133,-0.451846130441157,-1.95044683962655,4.41399260420534e-06,0.000485398595538818,0.000447995677715498,1321,"tags=25%, list=12%, signal=22%","235611/13842/21803/21812/14254/216021/108068/19732/19015/237542/67888/18214/216869/18596/30955/13805/15234/67405/20315/21687/21926/320207/16542/12978/17986/11542/15163/83433/15170/13051/70839/12311/17926"
"GO:0002699","positive regulation of immune effector process",154,-0.429747994042705,-1.89293366137755,4.43989755112975e-06,0.000485398595538818,0.000447995677715498,1051,"tags=25%, list=9%, signal=23%","170743/19264/233046/12362/217303/24088/80859/18950/14972/18159/317757/17874/13482/66824/58185/16183/14082/216799/243910/14999/22042/21687/16792/21926/19204/15284/16176/14127/12493/16409/22177/20375/14129/11542/16414/83433/15170/16768/16149"
"GO:0002449","lymphocyte mediated immunity",161,-0.421866231979325,-1.86070804570154,5.22328642208402e-06,0.000559622907262082,0.000516500554200603,1542,"tags=31%, list=13%, signal=27%","27060/27223/57914/12010/104709/69379/21803/17175/21938/20947/68667/19264/233046/16859/80859/18950/105855/14972/16331/216869/12721/12628/317757/93694/17874/14130/12258/13482/58185/16183/14082/216799/22376/16019/14190/22042/12260/21926/21354/16176/12262/14127/12259/14129/54445/18173/83433/15170/16768/16149"
"GO:0002833","positive regulation of response to biotic stimulus",251,-0.369037750199031,-1.72472641502864,6.1280145041564e-06,0.000643681837230703,0.000594082231703253,1469,"tags=24%, list=13%, signal=22%","57738/15511/67070/22038/66513/70572/12368/142980/20128/19376/13057/14824/54651/170743/71956/71586/233046/16859/12362/217303/24088/17087/215243/13982/80859/27419/56496/18038/100040462/16145/64685/217826/20877/105450/65221/140792/12475/216869/102626/317757/17874/232944/13482/66824/58185/14469/100340/14082/216799/21926/17096/22177/55932/20375/54445/279572/17084/83433/16768/16149/17079"
"GO:0042110","T cell activation",364,-0.335678017962006,-1.61808872174051,6.66649398470187e-06,0.000686777082231691,0.000633856725630459,969,"tags=22%, list=8%, signal=21%","27060/12393/20667/15505/12010/104709/11540/12367/16952/56335/21803/12394/12703/12571/21938/242202/19264/16923/16859/217303/76088/17869/80859/72057/12523/18950/16145/105855/19885/21813/94185/69769/12721/16842/317757/75570/109594/56744/77799/13482/66824/58185/16168/20315/12159/16183/54519/73149/14082/216799/22376/243910/18826/14999/14190/22042/22778/16792/94176/15284/16176/14127/12493/16409/22177/20375/18173/320484/19354/16414/26888/11629/83433/15170/321019/16175/14961/16768/12506/14969/16149"
"GO:0042832","defense response to protozoan",21,-0.760990903280505,-2.25272525232003,7.29421878787069e-06,0.000724295485553305,0.000668484107492189,1126,"tags=57%, list=10%, signal=52%","60440/16145/15900/56744/17874/14469/236573/12493/55932/18173/100702/17472"
