Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio,neg_log10_pvalue,neg_log10_padj,pathway_short,contrast_clean,database_clean
OUD_Effect_Male_vs_Female,C3_Motif,TTTGCAC_MIR19A_MIR19B,1.1989509233839258e-5,0.0010809003709276624,89/2151,4.921198593498117,2.966214334122882,TTTGCAC_MIR19A_MIR19B,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,TGCCTTA_MIR124A,1.4011403109890137e-5,0.0011799891324581753,96/2151,4.85351837203965,2.928121992469451,TGCCTTA_MIR124A,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR25_3P,1.4012717963418974e-5,0.0011799891324581753,76/2151,4.853477619030412,2.928121992469451,MIR25_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR4422,1.4540525501925976e-5,0.0011799891324581753,81/2151,4.8374198975717135,2.928121992469451,MIR4422,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR12135,1.4655446755034357e-5,0.0011799891324581753,43/2151,4.834000938038315,2.928121992469451,MIR12135,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,GRE_C,1.4766644433492525e-5,0.0011799891324581753,31/2151,4.830718182384998,2.928121992469451,GRE_C,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,YTATTTTNR_MEF2_02,1.5392254770075243e-5,0.001202648172701879,113/2151,4.81269775687577,2.9198614042493793,YTATTTTNR_MEF2_02,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,HSF2_01,1.6091499209484825e-5,0.0012233575302971029,51/2151,4.793403491757102,2.912446600409875,HSF2_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR200C_3P,1.6395429102843977e-5,0.0012233575302971029,88/2151,4.7852772124463625,2.912446600409875,MIR200C_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR23C,1.6701126693475807e-5,0.0012233575302971029,101/2151,4.777254229436021,2.912446600409875,MIR23C,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR200B_3P,1.7777329811674495e-5,0.0012363886514629606,88/2151,4.750133470314157,2.9078449898831042,MIR200B_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548P,1.7980158373533354e-5,0.0012363886514629606,101/2151,4.745206487216322,2.9078449898831042,MIR548P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR12123,1.8230142472121635e-5,0.0012363886514629606,84/2151,4.739209937235618,2.9078449898831042,MIR12123,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,YATTNATC_UNKNOWN,1.8285611455083603e-5,0.0012363886514629606,65/2151,4.73789051265004,2.9078449898831042,YATTNATC_UNKNOWN,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,HSF1_01,1.897197721504028e-5,0.0012585938092090872,53/2151,4.721887405598714,2.9001144087977693,HSF1_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,CAGTATT_MIR200B_MIR200C_MIR429,1.9491527541049365e-5,0.0012688073770047606,83/2151,4.710154124112103,2.8966043049767025,CAGTATT_MIR200B_MIR200C_MIR429,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,FOXJ2_02,1.9847669435512464e-5,0.0012688073770047606,48/2151,4.702290481884193,2.8966043049767025,FOXJ2_02,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR8067,2.097826491001259e-5,0.0013171353468500763,56/2151,4.678230434691962,2.8803695952964277,MIR8067,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR363_3P,2.189276730004184e-5,0.001350438067139423,76/2151,4.659699339063497,2.869525328334254,MIR363_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR367_3P,2.389571930156355e-5,0.0014334805285005656,76/2151,4.6216798919480375,2.843608201860986,MIR367_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR23A_3P_MIR23B_3P,2.405442297540767e-5,0.0014334805285005656,100/2151,4.618805056620576,2.843608201860986,MIR23A_3P_MIR23B_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR9_3P,2.454880400312634e-5,0.0014385599145832035,65/2151,4.609969661483787,2.842072045465697,MIR9_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR1206,2.6246911641375355e-5,0.001451788817276157,29/2151,4.580921790772906,2.8380965531689535,MIR1206,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,TGAYRTCA_ATF3_Q6,2.6690984310838922e-5,0.001451788817276157,89/2151,4.573635409993557,2.8380965531689535,TGAYRTCA_ATF3_Q6,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR4778_3P,2.6706346581937196e-5,0.001451788817276157,50/2151,4.573385519235348,2.8380965531689535,MIR4778_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR30A_5P,2.7302424144712767e-5,0.001451788817276157,124/2151,4.563798790837167,2.8380965531689535,MIR30A_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR30E_5P,2.7302424144712767e-5,0.001451788817276157,124/2151,4.563798790837167,2.8380965531689535,MIR30E_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR12133,2.744268653277632e-5,0.001451788817276157,71/2151,4.561573375135535,2.8380965531689535,MIR12133,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548AW,2.7793967027393816e-5,0.001451788817276157,100/2151,4.5560494620333785,2.8380965531689535,MIR548AW,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR6507_3P,2.8077826955284038e-5,0.001451788817276157,30/2151,4.551636506864451,2.8380965531689535,MIR6507_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548AZ_5P,2.900490216448918e-5,0.0014557130601156262,77/2151,4.537528595098785,2.836924221650295,MIR548AZ_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR30D_5P,2.906698528584834e-5,0.0014557130601156262,124/2151,4.536600009220787,2.836924221650295,MIR30D_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR32_5P,2.9395798426680733e-5,0.0014557130601156262,83/2151,4.531714739332954,2.836924221650295,MIR32_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,GCACTTT_MIR175P_MIR20A_MIR106A_MIR106B_MIR20B_MIR519D,3.2099507298331034e-5,0.0015675259397351655,98/2151,4.493501633615634,2.8047852636451682,GCACTTT_MIR175P_MIR20A_MIR106A_MIR106B_MIR20B_M...,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR511_5P,3.409677038879566e-5,0.001642249927219254,59/2151,4.467286754988416,2.784560748707138,MIR511_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR96_5P,3.60411509213441e-5,0.0016886294257324437,80/2151,4.44320134891362,2.7724656470645277,MIR96_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR429,3.6092432531367804e-5,0.0016886294257324437,88/2151,4.442583846692256,2.7724656470645277,MIR429,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548T_5P,3.6712319891858794e-5,0.0016886294257324437,76/2151,4.435188171083069,2.7724656470645277,MIR548T_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR30B_5P_MIR30C_5P,3.7242282545796764e-5,0.0016886294257324437,124/2151,4.428963709359176,2.7724656470645277,MIR30B_5P_MIR30C_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR12136,3.746106234560029e-5,0.0016886294257324437,152/2151,4.426419910775782,2.7724656470645277,MIR12136,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR181D_5P,3.978304274324012e-5,0.0017522406814281571,98/2151,4.400302003613208,2.756406240954971,MIR181D_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,CTATGCA_MIR153,3.986895748414464e-5,0.0017522406814281571,45/2151,4.399365120364762,2.756406240954971,CTATGCA_MIR153,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,CTTTAAR_UNKNOWN,4.1937880851905314e-5,0.0018156383254712236,146/2151,4.377393518495759,2.7409706585107063,CTTTAAR_UNKNOWN,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR181A_5P_MIR181B_5P,4.2701557250236376e-5,0.0018156383254712236,98/2151,4.369556286734868,2.7409706585107063,MIR181A_5P_MIR181B_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR493_5P,4.290948137603198e-5,0.0018156383254712236,81/2151,4.367446734520897,2.7409706585107063,MIR493_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR92B_3P,4.337702484060944e-5,0.0018156383254712236,82/2151,4.3627402388505585,2.7409706585107063,MIR92B_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR181C_5P,4.581736421125923e-5,0.0018952217949033817,98/2151,4.338969898591218,2.7223399579037766,MIR181C_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR5004_3P,4.869790585645685e-5,0.0019852848080276556,31/2151,4.312489714237928,2.7021771807486776,MIR5004_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,OCT1_05,4.912394149556486e-5,0.0019852848080276556,46/2151,4.308706794531793,2.7021771807486776,OCT1_05,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR92A_3P,5.490772590969306e-5,0.002182639301969331,82/2151,4.2603665429109725,2.6610180288842566,MIR92A_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR7853_5P,5.52488332978585e-5,0.002182639301969331,46/2151,4.257676888641078,2.6610180288842566,MIR7853_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR369_3P,5.6747873542319504e-5,0.0022128161242990956,57/2151,4.246050407723198,2.655054672615907,MIR369_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR4262,5.727140708510173e-5,0.0022128161242990956,119/2151,4.242062146696548,2.655054672615907,MIR4262,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,AAGCACA_MIR218,5.79941073977632e-5,0.0022163834957666896,69/2151,4.236616131517122,2.6543550924609436,AAGCACA_MIR218,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,OCT1_04,5.911267746632432e-5,0.0022170518728436093,44/2151,4.228319369148568,2.6542241454844335,OCT1_04,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR1271_5P,5.927271787465849e-5,0.0022170518728436093,70/2151,4.227145158286469,2.6542241454844335,MIR1271_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548L,6.260391269132013e-5,0.0023170037581334902,65/2151,4.203398522905426,2.635073261792539,MIR548L,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR205_5P,6.436246987411999e-5,0.0023572754591396445,45/2151,4.191367298443117,2.6275896650809507,MIR205_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR4500,6.561216172564855e-5,0.0023656898326452278,87/2151,4.183015653295061,2.626042196648421,MIR4500,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR129_5P,6.593788498271682e-5,0.0023656898326452278,67/2151,4.18086498735766,2.626042196648421,MIR129_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,OCT1_01,6.693187268457453e-5,0.0023770955995854955,47/2151,4.1743670237160675,2.623953351911883,OCT1_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR20A_5P,6.891467950677754e-5,0.0024230401314582982,108/2151,4.161688259228092,2.6156393928263584,MIR20A_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,TGTTTAC_MIR30A5P_MIR30C_MIR30D_MIR30B_MIR30E5P,7.495895904725284e-5,0.002609462376338029,96/2151,4.125176453112448,2.5834489604933557,TGTTTAC_MIR30A5P_MIR30C_MIR30D_MIR30B_MIR30E5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR106B_5P,7.748058382720458e-5,0.0026708013013377577,109/2151,4.110807115469989,2.573358420830172,MIR106B_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548AJ_3P_MIR548X_3P,8.253503256638658e-5,0.0028174094611982062,139/2151,4.0833616730152595,2.5501500313186978,MIR548AJ_3P_MIR548X_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,GATA6_01,8.53361263334051e-5,0.0028850175018101188,49/2151,4.0688670749781,2.5398515478751467,GATA6_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,FOXD3_01,8.679442800549304e-5,0.002897323401258497,39/2151,4.061508154594722,2.538003025837635,FOXD3_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR766_5P,8.734820265455082e-5,0.002897323401258497,43/2151,4.058746026974599,2.538003025837635,MIR766_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,YNTTTNNNANGCARM_UNKNOWN,8.828227302137446e-5,0.002900938990122921,19/2151,4.054126493499375,2.5374614047828503,YNTTTNNNANGCARM_UNKNOWN,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR936,9.106620627137385e-5,0.0029647109375013935,31/2151,4.040642755328475,2.528017644413691,MIR936,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,TGTTTGY_HNF3_Q6,9.242734179500993e-5,0.0029814177408372007,110/2151,4.034199537067905,2.525577168606794,TGTTTGY_HNF3_Q6,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,CEBP_Q3,9.350562559447915e-5,0.002988779814456261,47/2151,4.029162259810434,2.524506078566925,CEBP_Q3,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR6508_5P,9.89191328271772e-5,0.0031238344805733136,62/2151,4.0047196995289225,2.5053119857032042,MIR6508_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR19B_3P,9.950781053020794e-5,0.0031238344805733136,103/2151,4.0021428294347565,2.5053119857032042,MIR19B_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,AAAGGAT_MIR501,1.0179114141457194e-4,0.0031425711946613667,29/2151,3.9922900157337473,2.5027148746290115,AAAGGAT_MIR501,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR105_5P,1.0189224009994193e-4,0.0031425711946613667,45/2151,3.991858889694273,2.5027148746290115,MIR105_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,ATXN7L3_TARGET_GENES,1.0372193718635023e-4,0.003171185488236586,98/2151,3.984129380627273,2.4987783545791507,ATXN7L3_TARGET_GENES,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,AAANWWTGC_UNKNOWN,1.1159162237202571e-4,0.0033678717977950524,39/2151,3.9523684083927972,2.4726444488142763,AAANWWTGC_UNKNOWN,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,TTGCCAA_MIR182,1.1207081920990362e-4,0.0033678717977950524,60/2151,3.950507453469849,2.4726444488142763,TTGCCAA_MIR182,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR221_3P,1.1705725844620372e-4,0.0034879094974309514,37/2151,3.9316016515496037,2.457434792453995,MIR221_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR2681_5P,1.2246416595061225e-4,0.003563963233211794,34/2151,3.911990970944797,2.4480667849088995,MIR2681_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,OCT1_02,1.224854243622048e-4,0.003563963233211794,40/2151,3.9119155888152735,2.4480667849088995,OCT1_02,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR518A_5P_MIR527,1.234913268514328e-4,0.003563963233211794,50/2151,3.9083635430750316,2.4480667849088995,MIR518A_5P_MIR527,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,AAAYRNCTG_UNKNOWN,1.2366425325706452e-4,0.003563963233211794,64/2151,3.907755820635886,2.4480667849088995,AAAYRNCTG_UNKNOWN,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR196A_1_3P,1.2563468636832934e-4,0.0035913134737483414,70/2151,3.9008904400681335,2.4447466851057973,MIR196A_1_3P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR548AH_5P,1.3198637331326017e-4,0.0037396021696137895,63/2151,3.879470904402812,2.4271745969255454,MIR548AH_5P,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,NKX61_01,1.3294945142256078e-4,0.0037396021696137895,44/2151,3.8763134503192234,2.4271745969255454,NKX61_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,CAGGTA_AREB6_01,1.3543521882970178e-4,0.003755849547149169,117/2151,3.868268386208399,2.4252918131449057,CAGGTA_AREB6_01,OUD Effect Male vs Female,C3 Motif
OUD_Effect_Male_vs_Female,C3_Motif,MIR187_5P,1.359039370479933e-4,0.003755849547149169,36/2151,3.866767961858736,2.4252918131449057,MIR187_5P,OUD Effect Male vs Female,C3 Motif
