Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio,neg_log10_pvalue,neg_log10_padj,pathway_short,contrast_clean,database_clean
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE27434_WT_VS_DNMT1_KO_TREG_DN,1.2884650899677966e-8,6.277401918323105e-6,51/2013,7.889927343849389,5.20222006422457,GSE27434_WT_VS_DNMT1_KO_TREG_DN,OUD Effect Male vs Female,C7 Immunologic
OUD_Effect_Male_vs_Female,C8_CellType,MANNO_MIDBRAIN_NEUROTYPES_HOPC,1.0376006604822073e-12,7.782004953616555e-10,91/2057,11.98396976047478,9.10890849708308,MANNO_MIDBRAIN_NEUROTYPES_HOPC,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,MANNO_MIDBRAIN_NEUROTYPES_HSERT,2.9467551633948776e-12,1.105033186273079e-9,105/2057,11.5306559468117,8.956624679083982,MANNO_MIDBRAIN_NEUROTYPES_HSERT,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,HU_FETAL_RETINA_MICROGLIA,6.849078648898008e-12,1.712269662224502e-9,93/2057,11.164367846699097,8.76642783802706,HU_FETAL_RETINA_MICROGLIA,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_MAJOR_TYPES_ASTROCYTES,1.1174379666266507e-11,1.7734284491284776e-9,83/2057,10.951776576920428,8.751186328914919,ZHONG_PFC_MAJOR_TYPES_ASTROCYTES,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_MAIN_FETAL_OLIGODENDROCYTES,1.3736805490091797e-11,1.7734284491284776e-9,26/2057,10.862114251215978,8.751186328914919,DESCARTES_MAIN_FETAL_OLIGODENDROCYTES,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,MANNO_MIDBRAIN_NEUROTYPES_HDA,1.619328805548149e-11,1.7734284491284776e-9,112/2057,10.790664958574267,8.751186328914919,MANNO_MIDBRAIN_NEUROTYPES_HDA,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,MANNO_MIDBRAIN_NEUROTYPES_HDA2,1.6551998858532458e-11,1.7734284491284776e-9,113/2057,10.781149552292362,8.751186328914919,MANNO_MIDBRAIN_NEUROTYPES_HDA2,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,MANNO_MIDBRAIN_NEUROTYPES_HRGL2C,1.4553952259343193e-10,1.3644330243134244e-8,79/2057,9.837019054008344,7.865047777608587,MANNO_MIDBRAIN_NEUROTYPES_HRGL2C,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_ASTROCYTE_2,3.423485735073683e-10,2.8529047792280693e-8,47/2057,9.465531477404284,7.544712723451909,FAN_EMBRYONIC_CTX_ASTROCYTE_2,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,C8_CellType,AIZARANI_LIVER_C20_LSECS_3,3.9789124042327675e-10,2.984184303174576e-8,73/2057,9.400235621742553,7.525174358350853,AIZARANI_LIVER_C20_LSECS_3,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,DO,idiopathic generalized epilepsy,1.266137381073356e-5,0.008439808590052472,15/920,4.897519169038194,2.0736674028087805,idiopathic generalized epilepsy,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,status epilepticus,1.8150126000112844e-5,0.008439808590052472,31/920,4.741120355698734,2.0736674028087805,status epilepticus,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,developmental and epileptic encephalopathy,4.049819253206131e-5,0.010469980917003102,34/920,4.392564359275918,1.9800541098825524,developmental and epileptic encephalopathy,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,electroclinical syndrome,4.503217598711012e-5,0.010469980917003102,43/920,4.346477067108525,1.9800541098825524,electroclinical syndrome,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,transient cerebral ischemia,8.922394075571879e-5,0.01340768188770814,47/920,4.049518599177031,1.872646302715283,transient cerebral ischemia,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,cerebrovascular disease,9.598762142648312e-5,0.01340768188770814,64/920,4.017784770010417,1.872646302715283,cerebrovascular disease,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,vasculitis,1.0091803571393224e-4,0.01340768188770814,23/920,3.9960312112549614,1.872646302715283,vasculitis,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,cerebral infarction,1.8743623880036384e-4,0.020892239281305583,42/920,3.7271464391178597,1.6800150087801167,cerebral infarction,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,brain ischemia,2.107280507239879e-4,0.020892239281305583,63/920,3.6762776501356424,1.6800150087801167,brain ischemia,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,brain infarction,2.328458449350458e-4,0.020892239281305583,48/920,3.63293150751816,1.6800150087801167,brain infarction,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,bacterial infectious disease,2.5429676559009224e-4,0.020892239281305583,36/920,3.59465916359664,1.6800150087801167,bacterial infectious disease,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,middle cerebral artery infarction,2.695772810491043e-4,0.020892239281305583,32/920,3.5693167112864272,1.6800150087801167,middle cerebral artery infarction,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,GO_BP,cell junction assembly,1.2204835995038893e-7,6.928685394383579e-4,99/1775,6.913468052127839,3.159349157902426,cell junction assembly,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,cognition,6.499262090083168e-7,0.0018448155442701074,66/1775,6.187135949264379,2.7340470507029475,cognition,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,leukocyte cell-cell adhesion,1.0578325308671628e-6,0.0020017717592442945,78/1775,5.975583081523062,2.6985854420173117,leukocyte cell-cell adhesion,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of cell development,2.1239915950398245e-6,0.0024838116781601494,57/1775,5.672847206156975,2.6048813353216764,negative regulation of cell development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,synapse assembly,2.3685838056347645e-6,0.0024838116781601494,58/1775,5.625511244383002,2.6048813353216764,synapse assembly,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of nervous system development,2.6251312434315476e-6,0.0024838116781601494,59/1775,5.580848979163446,2.6048813353216764,positive regulation of nervous system development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of nervous system development,3.661415463057483e-6,0.0029694079405396187,83/1775,5.436350988661224,2.527330134450068,regulation of nervous system development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,gamma-aminobutyric acid signaling pathway,5.645388869032201e-6,0.003791821492838832,13/1775,5.248306137377957,2.421152116086043,gamma-aminobutyric acid signaling pathway,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of membrane potential,6.011342863404877e-6,0.003791821492838832,84/1775,5.221028500872132,2.421152116086043,regulation of membrane potential,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of cell development,7.60715356008552e-6,0.0043185810760605495,80/1775,5.118777816869121,2.3646589226437085,positive regulation of cell development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_CC,postsynaptic membrane,2.9147332735901303e-9,1.9208092272958957e-6,74/1867,8.535401181250753,5.716515766656743,postsynaptic membrane,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,synaptic membrane,1.0369010118487245e-8,3.1258005243514128e-6,93/1867,7.984262701720733,5.505038740308392,synaptic membrane,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,postsynaptic specialization membrane,1.4229744420416145e-8,3.1258005243514128e-6,44/1867,7.84680290018274,5.505038740308392,postsynaptic specialization membrane,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,GABA-ergic synapse,2.95236128449962e-8,4.864015216213124e-6,34/1867,7.529830498385609,5.313005075119561,GABA-ergic synapse,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,neuronal cell body,5.559402410401934e-7,7.32729237690975e-5,94/1867,6.254971888959855,4.135056478701864,neuronal cell body,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,cell-cell junction,1.1072293909750764e-6,1.2161069477542923e-4,95/1867,5.955762394555598,3.9150282303452317,cell-cell junction,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,postsynaptic specialization,7.250260677481444e-6,6.825602552086101e-4,76/1867,5.139646378428107,3.165859003848354,postsynaptic specialization,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,GABA-A receptor complex,8.803180318283198e-6,7.068186891006826e-4,10/1867,5.055360402263529,3.15069197576687,GABA-A receptor complex,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,cell-cell contact zone,9.65306252186061e-6,7.068186891006826e-4,23/1867,5.015334880921555,3.15069197576687,cell-cell contact zone,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,postsynaptic density membrane,1.4032013036442887e-5,9.247096591015864e-4,32/1867,4.852880020496523,3.0339946059025125,postsynaptic density membrane,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_MF,GABA-A receptor activity,8.518029388415675e-6,0.010468658118362865,10/1824,5.069660865881811,1.9801089829953578,GABA-A receptor activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,channel activity,3.595799746524948e-5,0.012410669985081862,84/1824,4.4442045025341494,1.906204772653575,channel activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,passive transmembrane transporter activity,3.595799746524948e-5,0.012410669985081862,84/1824,4.4442045025341494,1.906204772653575,passive transmembrane transporter activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,GABA-gated chloride ion channel activity,4.097391409164483e-5,0.012410669985081862,9/1824,4.387492547464743,1.906204772653575,GABA-gated chloride ion channel activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,carboxylic acid binding,5.85427377082894e-5,0.012410669985081862,38/1824,4.232526971963689,1.906204772653575,carboxylic acid binding,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,benzodiazepine receptor activity,6.427260264971531e-5,0.012410669985081862,7/1824,4.191974113446937,1.906204772653575,benzodiazepine receptor activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,organic acid binding,7.637141712637099e-5,0.012410669985081862,38/1824,4.117069150677315,1.906204772653575,organic acid binding,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,GABA receptor activity,8.078548403633434e-5,0.012410669985081862,10/1824,4.092666668548086,1.906204772653575,GABA receptor activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,G protein-coupled purinergic nucleotide receptor activity,1.3861268705058074e-4,0.018928332487240414,7/1824,3.8581970174594704,1.7228876440123413,G protein-coupled purinergic nucleotide recepto...,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_MF,metal ion transmembrane transporter activity,1.5958786806174042e-4,0.0196133489847879,75/1824,3.797000126983443,1.7074482440969891,metal ion transmembrane transporter activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.1116070012850714e-11,4.6159188764342147e-10,62/572,10.95404872654931,9.335741832397074,HALLMARK_TNFA_SIGNALING_VIA_NFKB,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_HYPOXIA,1.846367550573686e-11,4.6159188764342147e-10,62/572,10.733681841069112,9.335741832397074,HALLMARK_HYPOXIA,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,1.163357717318973e-7,1.938929528864955e-6,54/572,6.9342867248498,5.712437975233443,HALLMARK_INFLAMMATORY_RESPONSE,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.3790704545059144e-4,0.002973838068132393,45/572,3.62359269644526,2.5266826834372034,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_APOPTOSIS,5.955957955677085e-4,0.005955957955677085,36/572,3.2250483766824347,2.2250483766824347,HALLMARK_APOPTOSIS,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,9.878277198958655e-4,0.007534551128409247,42/572,3.0053187910628067,2.12294261571321,HALLMARK_ESTROGEN_RESPONSE_EARLY,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0010548371579772945,0.007534551128409247,22/572,2.976814580034972,2.12294261571321,HALLMARK_IL6_JAK_STAT3_SIGNALING,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_MTORC1_SIGNALING,0.00308307132989674,0.019269195811854625,41/572,2.511016427325976,1.7151364099819009,HALLMARK_MTORC1_SIGNALING,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_IL2_STAT5_SIGNALING,0.0037160803500802275,0.02064489083377904,40/572,2.42991490414578,1.6851874092490864,HALLMARK_IL2_STAT5_SIGNALING,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01661224282780551,0.07095069003190463,17/572,1.7795717292594135,1.1490433764490546,HALLMARK_CHOLESTEROL_HOMEOSTASIS,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_UV_RESPONSE_UP,0.017622438418646413,0.07095069003190463,30/572,1.7539339983931577,1.1490433764490546,HALLMARK_UV_RESPONSE_UP,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,0.018447179408295204,0.07095069003190463,36/572,1.7340700284782367,1.1490433764490546,HALLMARK_ESTROGEN_RESPONSE_LATE,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_HEME_METABOLISM,0.018447179408295204,0.07095069003190463,36/572,1.7340700284782367,1.1490433764490546,HALLMARK_HEME_METABOLISM,OUD Effect Male vs Female,Hallmark
OUD_Effect_Male_vs_Female,KEGG,Nicotine addiction,4.954448120914663e-5,0.008980880788230233,15/889,4.30500471481945,2.0466810683761416,Nicotine addiction,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Neuroactive ligand signaling,5.298454742318721e-5,0.008980880788230233,42/889,4.275850770915243,2.0466810683761416,Neuroactive ligand signaling,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,GABAergic synapse,9.293489823769327e-5,0.009347949329646908,24/889,4.031821172270669,2.0292836503570877,GABAergic synapse,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,HIF-1 signaling pathway,1.1279686506406051e-4,0.009347949329646908,27/889,3.947702970426251,2.0292836503570877,HIF-1 signaling pathway,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Morphine addiction,1.378753588443497e-4,0.009347949329646908,24/889,3.860513344224151,2.0292836503570877,Morphine addiction,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Transcriptional misregulation in cancer,3.4735617063160395e-4,0.019625623640685624,35/889,3.459224981668129,1.7071765338486904,Transcriptional misregulation in cancer,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Cell adhesion molecules,8.290607027336266e-4,0.04015022546095706,33/889,3.0814136698151064,1.3963120116262813,Cell adhesion molecules,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Glycolysis / Gluconeogenesis,0.0026965363245857565,0.09683008849974067,16/889,2.569193725028741,1.0139896712146779,Glycolysis / Gluconeogenesis,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,Dilated cardiomyopathy,0.0028021145119504123,0.09683008849974067,23/889,2.5525141206947897,1.0139896712146779,Dilated cardiomyopathy,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,KEGG,MAPK signaling pathway,0.002856344793502675,0.09683008849974067,52/889,2.54418936941776,1.0139896712146779,MAPK signaling pathway,OUD Effect Male vs Female,KEGG
OUD_Effect_Male_vs_Female,PharmGKB,PID_HIF1_TFPATHWAY,2.7594793240893903e-5,0.005270605509010736,23/376,4.559172855618477,2.2781394883707495,PID_HIF1_TFPATHWAY,OUD Effect Male vs Female,PharmGKB
OUD_Effect_Male_vs_Female,PharmGKB,PID_IL6_7_PATHWAY,8.201036777626242e-4,0.07831990122633062,16/376,3.086131240501722,1.1061278689179754,PID_IL6_7_PATHWAY,OUD Effect Male vs Female,PharmGKB
OUD_Effect_Male_vs_Female,Reactome,Neuronal System,1.771512093897418e-5,0.02361296813099169,77/1194,4.751655878445122,1.6268494190249563,Neuronal System,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,STAT5 activation downstream of FLT3 ITD mutants,3.2061056525446965e-5,0.02361296813099169,7/1194,4.494022170203606,1.6268494190249563,STAT5 activation downstream of FLT3 ITD mutants,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,RHOB GTPase cycle,1.5911812691883585e-4,0.07502376412699567,20/1194,3.7982803422114344,1.1248011500150312,RHOB GTPase cycle,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Transmission across Chemical Synapses,2.0373052037201813e-4,0.07502376412699567,52/1194,3.6909439055297,1.1248011500150312,Transmission across Chemical Synapses,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Downstream signal transduction,3.3594438826384856e-4,0.09896921678252979,11/1194,3.4737326091252205,1.0044998666186085,Downstream signal transduction,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Interleukin-4 and Interleukin-13 signaling,4.891880860434809e-4,0.1069910344851363,24/1194,3.310524128554355,0.970652613312613,Interleukin-4 and Interleukin-13 signaling,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Adherens junctions interactions,5.658074374090065e-4,0.1069910344851363,16/1194,3.247331348140141,0.970652613312613,Adherens junctions interactions,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Nucleotide-like (purinergic) receptors,5.899128713519347e-4,0.1069910344851363,7/1194,3.22921212782452,0.970652613312613,Nucleotide-like (purinergic) receptors,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Transcriptional Regulation by MECP2,6.654965112942766e-4,0.1069910344851363,17/1194,3.1768542168679175,0.970652613312613,Transcriptional Regulation by MECP2,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Cell-Cell communication,7.932500039576953e-4,0.1069910344851363,31/1194,3.1005899170607614,0.970652613312613,Cell-Cell communication,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Neurotransmitter receptors and postsynaptic signal transmission,8.405370579577961e-4,0.1069910344851363,40/1194,3.075443134441292,0.970652613312613,Neurotransmitter receptors and postsynaptic sig...,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Signaling by PDGF,8.716173888809475e-4,0.1069910344851363,16/1194,3.059674114107619,0.970652613312613,Signaling by PDGF,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,WikiPathways,WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,5.73264427819052e-7,3.881000176334982e-4,17/1002,6.241645006212765,3.4110563375276204,WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SI...,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,5.5999218474108356e-5,0.018955735453485677,35/1002,4.251818033971489,1.722259360950326,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,1.7359590384184164e-4,0.03222724377160935,20/1002,3.7604605266242324,1.4917768358456143,WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_NUCLEAR_RECEPTORS_METAPATHWAY,2.1719756664459464e-4,0.03222724377160935,58/1002,3.6631450446391063,1.4917768358456143,WP_NUCLEAR_RECEPTORS_METAPATHWAY,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_OREXIN_RECEPTOR_PATHWAY,2.6787237991724626e-4,0.03222724377160935,41/1002,3.5720720638009666,1.4917768358456143,WP_OREXIN_RECEPTOR_PATHWAY,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_GABA_RECEPTOR_SIGNALING,2.856181131900385e-4,0.03222724377160935,12/1002,3.544214254147115,1.4917768358456143,WP_GABA_RECEPTOR_SIGNALING,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_PLEURAL_MESOTHELIOMA,3.9591208290902307e-4,0.03382024849404482,78/1002,3.4024012437374695,1.4708232057508146,WP_PLEURAL_MESOTHELIOMA,OUD Effect Male vs Female,WikiPathways
