category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,fold_enrichment,ci_lower,ci_upper
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,22/889,97/7103,0.2268041237113402,1.8121368849512367,3.04604016765386,0.0036113662736595963,0.10607618124222665,0.0961688530884805,SGCZ/CACNB4/ITGB8/LMNA/ITGB4/TPM4/SLC8A1/IGF1/ITGB3/LAMA1/TGFB3/CACNG3/PRKAG3/SSPN/ITGA4/SNTB2/CACNG2/LAMA2/ITGA2/CACNA1D/ITGB7/CACNG4,22,4.9761692159614075,3.1172877803562393,7.943527133401898
Human Diseases,Cancer: overview,hsa05200,Pathways in cancer,82/889,495/7103,0.16565656565656567,1.3235754621581393,2.822921181747434,0.0038386236667732145,0.10607618124222665,0.0961688530884805,STAT3/FGF20/EDNRB/IFNAR2/ZBTB16/HES5/PIM1/RALGDS/GADD45B/CTNNA1/VEGFA/FGFR3/IL7/CXCL12/CALML6/GNB3/HMOX1/FZD5/GNAI1/APC2/CSF2RA/HIF1A/IGF1/NFE2L2/CDKN1A/BCL2L1/FOS/CAMK2D/PDGFRA/RARA/FGFR2/PMAIP1/CUL1/PDGFRB/STAT5B/RUNX1/LPAR4/VEGFD/PRKCG/JAK3/RASGRP1/DLL3/GSTO2/JUN/BMP2/NCOA1/LAMA1/EGLN1/TGFB3/COL4A2/CEBPA/PTK2/IL4R/PPARD/NFKBIA/PDGFA/PLCB1/TFG/GSTA4/CASP7/ADCY3/GLI3/RXRG/SLC2A1/HES1/GRB2/GNG3/LPAR5/TGFBR1/CDK2/PPARG/RELA/CCNA2/LAMA2/GNA12/WNT2B/TRAF6/ITGA2/CAMK2G/WNT6/STAT5A/STAT1,82,3.6345684062219497,2.8500264616154363,4.6350753852366315
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,20/889,86/7103,0.23255813953488372,1.8581107594108877,3.028115420034407,0.003985521260546088,0.10607618124222665,0.0961688530884805,SGCZ/CACNB4/ITGB8/LMNA/CTNNA1/ITGB4/SLC8A1/ITGB3/GJA1/LAMA1/CACNG3/SSPN/ITGA4/SNTB2/CACNG2/LAMA2/ITGA2/CACNA1D/ITGB7/CACNG4,20,5.102414523765924,3.122155071285922,8.33867420993108
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,16/889,65/7103,0.24615384615384617,1.9667387730379857,2.9613979696259873,0.005329062077264343,0.12640360236748055,0.11459772894891757,STAT3/ZBTB16/PIM1/BCL2A1/RARA/STAT5B/RUNX1/CEBPA/PPARD/EIF4EBP1/CD14/GRB2/RELA/CCNA2/STAT5A/FCGR1A,16,5.400709526693779,3.1124885654283565,9.371171260096418
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,40/889,214/7103,0.18691588785046728,1.4934348159751059,2.7721337076763493,0.0054799249581277696,0.12640360236748055,0.11459772894891757,FGF20/PAK2/RALGDS/RASA3/EFNA5/VEGFA/FGFR3/CALML6/GNB3/EFNA1/GRIN1/SHC2/IGF1/BCL2L1/RGL1/RAP1A/PDGFRA/FGFR2/PDGFRB/VEGFD/PRKCG/RASGRP1/BDNF/PTPN11/ANGPT2/PDGFA/GAB1/PLAAT3/ETS2/AFDN/GRB2/GNG3/CSF1/RELA/GRIN2B/KSR2/PAK3/RASAL1/PLA2G12A/PLA2G2C,40,4.101006065830556,2.906588534851927,5.786250977844652
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,56/889,324/7103,0.1728395061728395,1.3809662681053756,2.654799956173561,0.00664435241097441,0.1436841208873216,0.13026427753094566,SGK1/FGF20/IFNAR2/ITGB8/EFNA5/VEGFA/FGFR3/ITGB4/IL7/TLR2/GNB3/EFNA1/COL9A1/PPP2R2A/IGF1/CHAD/ITGB3/CDKN1A/SPP1/BCL2L1/DDIT4/PDGFRA/GYS1/FGFR2/PDGFRB/LPAR4/VEGFD/JAK3/YWHAG/MCL1/BDNF/ANGPT2/LAMA1/COL4A2/PCK1/PTK2/IL4R/PDGFA/EIF4EBP1/PPP2R3C/MTCP1/ITGA4/CREB3L1/PRLR/GRB2/GNG3/LPAR5/CDK2/CSF1/RELA/TLR4/LAMA2/ITGA2/SGK2/CHRM1/ITGB7,56,3.792164868280354,2.833272308865161,5.075584984621449
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,14/889,56/7103,0.25,1.997469066366704,2.8343070950116536,0.00767738062947473,0.15551927865713333,0.14099405244851151,IL1B/TLR2/HSPA1A/BNIP3/HSPA1B/EEF1A2/RAB1A/HSPD1/NFKBIA/CASP7/CD14/RELA/CASP1/TLR4,14,5.485095613048369,3.0420382571422633,9.890169465700922
Human Diseases,Infectious disease: viral,hsa05162,Measles,25/889,122/7103,0.20491803278688525,1.6372697265300855,2.6853442859611456,0.008090598311642775,0.15551927865713333,0.14099405244851151,STAT3/IFNAR2/IL1B/TLR2/HSPA1A/HSPA1B/BCL2L1/FOS/MSN/STAT5B/JAK3/JUN/NFKBIA/EIF3H/CDK2/RELA/TLR4/IL1A/TRAF6/EIF2S1/STAT5A/STAT1/IKBKE/OAS1/EIF2AK3,25,4.4959800106953844,2.908599297335751,6.949680650438221
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,17/889,74/7103,0.22972972972972974,1.8355121150396743,2.7326085938184734,0.008646805542528117,0.15746287987972254,0.14275612474644758,IL1B/TLR2/FOS/HLA-DMB/EEF1A2/JUN/TGFB3/NFKBIA/FCGR2A/ITGA4/RELA/TLR4/IL1A/TRAF6/FCGR3A/STAT1/FCGR1A,17,5.040358130909311,2.9625672694147958,8.575403620401833
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,36/889,195/7103,0.18461538461538463,1.4750540797784892,2.5441328370027354,0.009916055790869821,0.16473386065430423,0.1493480087465247,STAT3/IL1B/TLR2/CALML6/ERO1A/HSPA1A/MAP3K5/HSPA1B/MAP2K4/NFE2L2/BCL2L1/FOS/RAP1A/CAMK2D/JUN/MAP2K3/HSPD1/PTK2/NFKBIA/PLCB1/ATF6/CASP7/CD14/RXRG/PPARG/RELA/CASP1/TLR4/TRAF6/EIF2S1/CAMK2G/CCL2/IKBKE/CCL3/EIF2AK3/POU2F3,36,4.050532145020334,2.8207589570407507,5.816452560361753
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,30/889,156/7103,0.19230769230769232,1.5365146664359264,2.562718112146964,0.010067296702864,0.16473386065430423,0.1493480087465247,SGK1/XKR4/DOCK1/ELMO1/CX3CR1/PROS1/ATP11A/P2RY12/HIF1A/CD47/BCAR1/ANO3/ADAM9/ITGB3/CAMK2D/MFGE8/CX3CL1/PTPN11/ATP11C/PTK2/PPARD/CASP7/RAB7B/SLC2A1/GULP1/PPARG/CASP1/AXL/CAMK2G/PECAM1,30,4.219304317729515,2.8382545096476766,6.272351145782491
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,50/889,290/7103,0.1724137931034483,1.377564873356348,2.483001474908372,0.010474407324840155,0.16473386065430423,0.1493480087465247,EDNRB/P2RY14/GABRB1/VGF/GABRG2/CRH/CALCRL/TACR1/P2RY13/GRIN1/GABRD/CHRM5/PENK/C5AR1/GABRA2/NPFFR1/CYSLTR1/PRSS3/LPAR4/GRIK4/GABRA3/OPRM1/ADORA1/GABRG1/ADM/PTH2R/QRFP/GNRHR/ADORA2A/PRLR/HTR2B/GABRA4/GABRG3/TSHR/GRIN2B/SPX/PAQR6/HCRTR2/GRIK2/ADRB1/HRH2/GRIA1/CHRNB2/PTAFR/CHRM1/PDYN/GRIK1/GABRB3/NTSR2/GABRA1,50,3.782824560723013,2.781261315353311,5.145061910657414
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,14/889,60/7103,0.23333333333333334,1.8643044619422573,2.5428405362315303,0.014281959032477315,0.2148503402277022,0.19478369755964484,STAT3/IL1B/TLR2/HLA-DMB/NOD2/JUN/TGFB3/IL4R/MAF/RORA/RELA/TLR4/IL1A/STAT1,14,5.119422572178477,2.850306960799958,9.194970167414846
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,30/889,165/7103,0.18181818181818182,1.4527047755394213,2.2253354696672707,0.021379119014799206,0.3056971606335437,0.2771455852412413,STAT3/FGF20/AHR/VEGFA/PAQR5/BCL6/GNAI1/FOS/STAT5B/PRKCG/PTGES3/KPNA3/DLL3/GSTO2/JUN/GSTA4/EIF4EBP1/ADCY3/RXRG/CREB3L1/GRB2/RELA/ARRB1/ADRB1/CHRNB2/CACNA1D/STAT5A/AIPL1/IKBKE/RPS6KA3,30,3.989160445853359,2.6879997902527877,5.9201645478046805
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,10/889,40/7103,0.25,1.997469066366704,2.3927119506255634,0.02256512483840244,0.3056971606335437,0.2771455852412413,ACSL1/HMOX1/TFRC/SLC40A1/ACSL4/SLC11A2/GCLC/ACSL6/SLC39A14/SLC7A11,10,5.485095613048369,2.7341413863435373,11.003920292694845
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,25/889,133/7103,0.18796992481203006,1.501856440877221,2.2097570276119454,0.023174562652098007,0.3056971606335437,0.2771455852412413,STAT3/PTPN2/IFNAR2/PIM1/IL7/CSF2RA/CDKN1A/BCL2L1/PDGFRA/PDGFRB/STAT5B/JAK3/MCL1/PTPN11/IL4R/SOCS4/PDGFA/SOCS3/CISH/IL10RB/PRLR/GRB2/IL13RA2/STAT5A/STAT1,25,4.124132039885992,2.676055334809892,6.3557972292910305
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,14/889,64/7103,0.21875,1.7477854330708662,2.272830743256163,0.024582614676948847,0.3056971606335437,0.2771455852412413,CALML6/GRIN1/FOS/CAMK2D/PRKCG/JUN/PPP1CB/CREB3L1/CAMK4/GRIN2B/GRIA1/CACNA1D/CAMK2G/PDYN,14,4.799458661417323,2.6813350797364524,8.590796285303458
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,21/889,108/7103,0.19444444444444445,1.5535870516185477,2.1926006159374105,0.02521223961674031,0.3056971606335437,0.2771455852412413,CTNNA1/PXN/CXCL12/JAM2/CLDN11/GNAI1/BCAR1/JAM3/MSN/RAP1A/ARHGAP5/PRKCG/THY1/PTPN11/PTK2/ITGA4/CLDN10/AFDN/CLDN15/CLDN20/PECAM1,21,4.266185476815398,2.6603777721504813,6.841260934111106
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,35/889,202/7103,0.17326732673267325,1.3843845014422702,2.096240606178778,0.02710340262180156,0.3056971606335437,0.2771455852412413,HCN2/ATP1A2/CRH/CALML6/GRIN1/GNAI1/FOS/RAP1A/CAMK2D/PDE4D/ADORA1/BDNF/JUN/ATP1B3/NFKBIA/PPP1CB/ADORA2A/ADCY3/GLI3/CREB3L1/ARAP3/AFDN/TSHR/RELA/CAMK4/GRIN2B/ADRB1/CFTR/ATP1A3/GRIA1/CACNA1D/CAMK2G/CHRM1/FXYD1/CNGB3,35,3.801551414984018,2.638767503860216,5.476720908388353
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",21/889,109/7103,0.1926605504587156,1.5393339594018638,2.146168378359929,0.02768772873042618,0.3056971606335437,0.2771455852412413,STAT3/GNAI1/MAP2K4/SHC2/BCAR1/IGF1/FOS/STAT5B/PRKCG/MAP2K3/PTK2/PLCB1/SOCS3/ADCY3/CREB3L1/JUNB/GRB2/MRAP2/CACNA1D/STAT5A/STAT1,21,4.227046160514339,2.636881876468331,6.776154594778495
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,20/889,103/7103,0.1941747572815534,1.5514322845566633,2.132148118116857,0.028864937558919453,0.3056971606335437,0.2771455852412413,STAT3/AHR/IL1B/HIF1A/FOS/HLA-DMB/RARA/STAT5B/RUNX1/JAK3/JUN/IL4R/NFKBIA/RXRG/TGFBR1/RORA/RELA/IL1RAP/STAT5A/STAT1,20,4.260268437319121,2.6266386196766622,6.909929299772403
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,17/889,84/7103,0.20238095238095238,1.6169987680111415,2.1515027656963075,0.029152289553813975,0.3056971606335437,0.2771455852412413,PAK2/NCK2/MAP2K4/SHC2/CDKN1A/CAMK2D/STAT5B/PRKCG/JUN/PTK2/EIF4EBP1/GAB1/NRG1/GRB2/PAK3/CAMK2G/STAT5A,17,4.44031549627725,2.625185190154056,7.510480319799019
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,33/889,190/7103,0.1736842105263158,1.3877153513705525,2.0488591756294032,0.030261098074549395,0.3056971606335437,0.2771455852412413,WIPF3/PAK2/TMED10/MYO1G/IL1B/CLDN11/WIPF1/NCK2/FOS/LPAR4/SEC24D/JUN/PTPN11/RAB1A/NFKBIA/MYO10/CASP7/FCGR2A/ACTR3/CLDN10/LPAR5/RELA/TUBB2A/CASP1/TLR4/GNA12/PAK3/CASP4/TUBB4A/TRAF6/SEC24A/CLDN15/CLDN20,33,3.8106980048546566,2.617223392614653,5.548406500255258
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,34/889,198/7103,0.1717171717171717,1.37199895467612,2.007927663915569,0.032698864810924995,0.3056971606335437,0.2771455852412413,FGF20/RALGDS/EFNA5/VEGFA/FGFR3/GNAO1/CALML6/EFNA1/GRIN1/GNAI1/BCAR1/IGF1/ITGB3/RAP1A/PDGFRA/FGFR2/PDGFRB/LPAR4/VEGFD/PRKCG/ENAH/MAP2K3/ANGPT2/PRKCZ/PDGFA/PLCB1/ADORA2A/ADCY3/ARAP3/AFDN/LPAR5/CSF1/GRIN2B/RGS14,34,3.767540421083728,2.602339725077566,5.454461109637281
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,21/889,111/7103,0.1891891891891892,1.511598212385614,2.0546856504011206,0.03318601375252851,0.3056971606335437,0.2771455852412413,MLKL/IL1B/MAP3K5/FRMD8/MAP2K4/FOS/NOD2/VEGFD/CX3CL1/BCL3/JUN/MAP2K3/IRF1/NFKBIA/CASP7/SOCS3/CREB3L1/JUNB/CSF1/RELA/CCL2,21,4.150883166631198,2.5911145343865805,6.649582962993656
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,21/889,111/7103,0.1891891891891892,1.511598212385614,2.0546856504011206,0.03318601375252851,0.3056971606335437,0.2771455852412413,GNAO1/GNB3/GRIN1/GNAI1/GLUL/DLGAP1/PRKCG/GRIK4/GLS2/SLC1A2/PLCB1/ADCY3/GNG3/GRIN2B/GRIK2/GRIA1/CACNA1D/NCDN/GRIK1/SHANK3/SLC1A6,21,4.150883166631198,2.5911145343865805,6.649582962993656
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,16/889,79/7103,0.20253164556962025,1.6182027879426466,2.089815006845876,0.033448318219661204,0.3056971606335437,0.2771455852412413,STAT3/VEGFA/FGFR3/SHC2/IGF1/BCL2L1/PDGFRA/FGFR2/PDGFRB/PRKCG/PDGFA/EIF4EBP1/GAB1/NRG1/GRB2/AXL,16,4.443621762469565,2.585574608760496,7.636899860089162
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,18/889,92/7103,0.1956521739130435,1.563236660634812,2.056602858346851,0.034448917696822894,0.3056971606335437,0.2771455852412413,GNAO1/CALML6/GNB3/GRIN1/GNAI1/GUCY1A1/FOS/PER1/CAMK2D/RYR1/PRKCG/PLCB1/ADCY3/GNG3/GRIN2B/GRIA1/CACNA1D/CAMK2G,18,4.292683523255245,2.5787566373392155,7.145742860730102
Human Diseases,Cancer: specific types,hsa05214,Glioma,15/889,73/7103,0.2054794520547945,1.6417553970137293,2.084533539743813,0.03445719440667111,0.3056971606335437,0.2771455852412413,GADD45B/CALML6/SHC2/IGF1/CDKN1A/CAMK1G/CAMK2D/PDGFRA/PDGFRB/PRKCG/CAMK1D/PDGFA/GRB2/CAMK4/CAMK2G,15,4.5082977641493445,2.5759867014650273,7.890082941295772
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,14/889,68/7103,0.20588235294117646,1.644974525243168,2.021252439090807,0.03958621743028216,0.33296075699500144,0.3018628098098887,ACSL1/GK/ACSL4/PCK1/CYP8B1/PPARD/ACSL6/CYP27A1/RXRG/PPARG/SLC27A4/LPL/FABP6/FABP7,14,4.517137563686892,2.531293848455817,8.06090994995254
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,14/889,68/7103,0.20588235294117646,1.644974525243168,2.021252439090807,0.03958621743028216,0.33296075699500144,0.3018628098098887,PAK2/VEGFA/HIF1A/CDKN1A/RAP1A/JUN/PTPN11/EGLN1/TGFB3/GAB1/SLC2A1/GRB2/PAK3/TFE3,14,4.517137563686892,2.531293848455817,8.06090994995254
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,29/889,167/7103,0.17365269461077845,1.387463543105016,1.916417503632291,0.0404432562333596,0.33296075699500144,0.3018628098098887,STAT3/ELMO1/CX3CR1/PXN/CXCL12/GNB3/GNAI1/SHC2/BCAR1/FGR/RAP1A/STAT5B/CX3CL1/JAK3/GRK7/PRKCZ/PTK2/PREX1/NFKBIA/PLCB1/ADCY3/GRB2/GNG3/RELA/ARRB1/GRK4/CCL2/STAT1/CCL3,29,3.8100065336144358,2.5539532125560225,5.6837962867991525
Organismal Systems,Digestive system,hsa04978,Mineral absorption,12/889,56/7103,0.21428571428571427,1.712116342600032,2.023477690046984,0.04137951604273139,0.33296075699500144,0.3018628098098887,ATP1A2/HMOX1/SLC8A1/MT1M/SLC31A1/SLC40A1/CLCN2/ATP1B3/SLC11A2/TRPM6/MT1X/ATP1A3,12,4.70151052547003,2.5112637878719744,8.802022841191212
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,24/889,134/7103,0.1791044776119403,1.4310226147104745,1.9051220958969348,0.04293113085230514,0.3375948017022177,0.30606404291834766,DOCK1/ELMO1/WIPF3/IL1B/PXN/WIPF1/MAP2K4/ARHGEF7/PIP5K1B/BCAR1/FOS/JUN/MAP2K3/PTK2/NFKBIA/FCGR2A/ITGA4/ACTR3/RELA/CASP1/TLR4/TRAF6/CCL2/RPS6KA3,24,3.929620737706294,2.531815919727421,6.099147659942773
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,14/889,69/7103,0.2028985507246377,1.6211343147323976,1.9609407698264378,0.04418015828792227,0.3383401377605687,0.30673976590401425,ATP1A2/CALML6/GNAI1/CAMK2D/PRKCG/KCNJ16/ATP1B3/KCNK10/PLCB1/ADCY3/HRH2/CFTR/ATP1A3/CAMK2G,14,4.451671801894328,2.496373475790969,7.938468351776575
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,36/889,217/7103,0.16589861751152074,1.3255094265290572,1.8418977514244228,0.044981636812098734,0.3383401377605687,0.30673976590401425,PIP4K2A/FGF20/DOCK1/PAK2/ITGB8/FGFR3/PXN/ITGB4/CXCL12/APC2/IQGAP1/ARHGEF7/PIP5K1B/BCAR1/CHRM5/ITGB3/MSN/PDGFRA/FGFR2/PDGFRB/LPAR4/ENAH/SPATA13/LIMK2/PTK2/PDGFA/PPP1CB/ITGA4/ACTR3/LPAR5/GNA12/GIT1/PAK3/ITGA2/CHRM1/ITGB7,36,3.639879116492927,2.5418157298907236,5.212305450344707
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,17/889,89/7103,0.19101123595505617,1.526156140594785,1.8892192226154738,0.04779944781512951,0.3481538589314283,0.3156369028340908,ATP1A2/CLCA4/RAB27B/RAP1A/KCNMA1/PRSS3/PRKCG/ATP1B3/PLCB1/ADCY3/SLC4A4/CFTR/ATP1A3/CPB2/PLA2G12A/BST1/PLA2G2C,17,4.190859569520102,2.483780639011509,7.071197695794918
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,6/889,22/7103,0.2727272727272727,2.179057163309132,2.094857540574152,0.04829880123904208,0.3481538589314283,0.3156369028340908,ATP1A2/GLS2/PCK1/ATP1B3/SLC4A4/ATP1A3,6,5.9837406687800385,2.4201682240788776,14.794489091699282
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,13/889,64/7103,0.203125,1.6229436164229472,1.8933845727736611,0.05087729390677745,0.35259157374890093,0.3196601429180787,STAT3/SHC2/FOS/STAT5B/IRF1/SOCS4/SOCS3/CISH/PRLR/GRB2/RELA/STAT5A/STAT1,13,4.4566401856018,2.4457522387392268,8.120872355475964
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,23/889,130/7103,0.17692307692307693,1.4135934931210523,1.8000772001207563,0.052675056715343026,0.35259157374890093,0.3196601429180787,IFNAR2/IL1B/ITGB3/FOS/TMEM64/JUN/NFKBIA/SOCS3/LILRB3/FCGR2A/JUNB/GRB2/TGFBR1/CSF1/PPARG/RELA/CAMK4/IL1A/TRAF6/FCGR3A/STAT1/FCGR1A/LILRB4,23,3.8817599723111536,2.4789929310552745,6.0782990922942295
